
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-5.tsp ,162.58,13.32,0,207.44,383.34,42.4114,3.47472,0,54.1138
grubhub-15-6.tsp ,141.52,9.06,0,214.54,365.12,38.7599,2.48138,0,58.7588
grubhub-15-7.tsp ,139.58,7.16,0,177.52,324.26,43.0457,2.2081,0,54.7462
grubhub-15-8.tsp ,158.86,15.6,0,186.22,360.68,44.0446,4.32516,0,51.6303
grubhub-15-9.tsp ,152.14,11.28,0,241.38,404.8,37.584,2.78656,0,59.6294

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-5.tsp ,135.28,44.8,0,214.22,394.3,34.3089,11.3619,0,54.3292
grubhub-15-6.tsp ,128.9,21.68,0,202.8,353.38,36.4763,6.13504,0,57.3886
grubhub-15-7.tsp ,115.38,31.36,0,138.3,285.04,40.4785,11.002,0,48.5195
grubhub-15-8.tsp ,135.7,38.76,0,176.04,350.5,38.7161,11.0585,0,50.2254
grubhub-15-9.tsp ,128.1,36.04,0,233.12,397.26,32.2459,9.07214,0,58.682

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-5.tsp ,127.2,52.88,0,187.78,367.86,34.5784,14.375,0,51.0466
grubhub-15-6.tsp ,114.24,36.34,0,212.32,362.9,31.4797,10.0138,0,58.5065
grubhub-15-7.tsp ,109.72,37.02,0,135.1,281.84,38.9299,13.1351,0,47.935
grubhub-15-8.tsp ,125.84,50.48,0,156.72,333.04,37.7853,15.1573,0,47.0574
grubhub-15-9.tsp ,125.08,39.06,0,208.24,372.38,33.5893,10.4893,0,55.9214

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-5.tsp ,102.7,69.9,0,158.6,331.2,31.0085,21.1051,0,47.8865
grubhub-15-6.tsp ,94.6,58.04,0,161.44,314.08,30.1197,18.4794,0,51.4009
grubhub-15-7.tsp ,98.4,54.96,0,121.48,274.84,35.8026,19.9971,0,44.2003
grubhub-15-8.tsp ,105.42,65.88,0,149.08,320.38,32.9047,20.5631,0,46.5322
grubhub-15-9.tsp ,107.54,56.6,0,188.2,352.34,30.5217,16.064,0,53.4143
