
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-20-20-A-1.txt ,1.58899,4.84757,2.78046,3.67871,11.677,23.4273,48,3.3104,10.0991,5.79262,7.66399,24.327,48.8069
sarp-20-20-A-2.txt ,2.21526,4.17857,2.31665,4.0254,15.169,20.0951,48,4.61513,8.70535,4.82636,8.38625,31.6021,41.8648
sarp-20-20-A-3.txt ,1.61744,5.2343,2.73896,2.7247,16.9055,34.7791,64,2.52724,8.17859,4.27962,4.25734,26.4148,54.3424
sarp-20-20-A-4.txt ,1.86864,4.33557,2.62017,2.63174,21.3021,39.2417,72,2.59534,6.02162,3.63912,3.65519,29.5863,54.5024
sarp-20-20-B-1.txt ,1.58915,6.44098,3.37845,3.11806,11.4953,29.9781,56,2.83777,11.5017,6.03294,5.56796,20.5273,53.5323
sarp-20-20-B-2.txt ,1.82881,6.88089,3.17179,4.45697,12.5545,27.1071,56,3.26574,12.2873,5.6639,7.95888,22.4187,48.4055
sarp-20-20-B-3.txt ,1.79537,5.64504,3.15182,3.53538,10.082,15.7904,40,4.48842,14.1126,7.87954,8.83846,25.2051,39.4759
sarp-20-20-B-4.txt ,1.64429,5.80397,3.06268,3.13407,10.5291,15.8259,40,4.11073,14.5099,7.65671,7.83517,26.3227,39.5647
sarp-20-20-C-1.txt ,1.31064,9.73494,9.10034,2.49289,4.69141,60.6698,88,1.48936,11.0624,10.3413,2.83283,5.33114,68.9429
sarp-20-20-C-2.txt ,2.95878,8.98797,7.40333,2.82601,10.3462,39.4777,72,4.10941,12.4833,10.2824,3.92502,14.3698,54.8301
sarp-20-20-C-3.txt ,2.07021,8.80306,9.10557,2.67705,9.82346,55.5206,88,2.35251,10.0035,10.3472,3.0421,11.163,63.0916
sarp-20-20-C-4.txt ,2.27456,9.14999,9.40033,4.09614,7.28413,23.7948,56,4.06172,16.3393,16.7863,7.31454,13.0074,42.4908
