10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,83.08,24.66,13.02,153.22,273.98,30.3234,9.00066,4.75217,55.9238
grubhub-10-6.tsp ,77.32,22.94,5.36,100.6,206.22,37.4939,11.124,2.59917,48.7829
grubhub-10-7.tsp ,66.48,0,0,116.06,182.54,36.4194,0,0,63.5806
grubhub-10-8.tsp ,105.04,0,0,135.74,240.78,43.6249,0,0,56.3751
grubhub-10-9.tsp ,69.94,0,0,108.7,178.64,39.1514,0,0,60.8486
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,60.34,38.74,24.98,136.26,260.32,23.1792,14.8817,9.59588,52.3433
grubhub-10-6.tsp ,68.1,31.46,9.22,96.74,205.52,33.1355,15.3075,4.48618,47.0708
grubhub-10-7.tsp ,51.22,25.72,4.26,98.74,179.94,28.465,14.2937,2.36746,54.8738
grubhub-10-8.tsp ,81.5,18.38,14.62,110.66,225.16,36.1965,8.16308,6.49316,49.1473
grubhub-10-9.tsp ,58.92,10.8,7.26,96.98,173.96,33.8699,6.20832,4.17337,55.7484
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,55.12,39.92,17.18,104.72,216.94,25.4079,18.4014,7.91924,48.2714
grubhub-10-6.tsp ,53.78,28.76,14.32,74.04,170.9,31.4687,16.8286,8.37917,43.3236
grubhub-10-7.tsp ,39.84,39.8,9.94,86.46,176.04,22.6312,22.6085,5.64644,49.1138
grubhub-10-8.tsp ,49.96,45.8,30.64,90.82,217.22,22.9997,21.0846,14.1055,41.8101
grubhub-10-9.tsp ,55.8,6.02,5.18,82.18,149.18,37.4045,4.03539,3.47232,55.0878
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,33.16,56.7,31.86,92.88,214.6,15.452,26.4212,14.8462,43.2805
grubhub-10-6.tsp ,53.78,28.76,14.32,61.92,158.78,33.8708,18.1131,9.01877,38.9974
grubhub-10-7.tsp ,26.84,32.52,12.86,77.24,149.46,17.958,21.7583,8.60431,51.6794
grubhub-10-8.tsp ,36.6,53.48,38.66,84.3,213.04,17.1799,25.1033,18.1468,39.57
grubhub-10-9.tsp ,28.48,35.04,19.6,86.24,169.36,16.8162,20.6897,11.573,50.9211
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,72.3,40.26,23.8,136.28,272.64,26.5185,14.7667,8.72946,49.9853
grubhub-10-6.tsp ,77.32,22.94,5.36,100.6,206.22,37.4939,11.124,2.59917,48.7829
grubhub-10-7.tsp ,66.48,0,0,116.06,182.54,36.4194,0,0,63.5806
grubhub-10-8.tsp ,105.04,0,0,135.74,240.78,43.6249,0,0,56.3751
grubhub-10-9.tsp ,69.94,0,0,108.7,178.64,39.1514,0,0,60.8486
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,60.34,38.74,24.98,136.26,260.32,23.1792,14.8817,9.59588,52.3433
grubhub-10-6.tsp ,42.4,48.56,34.92,75.52,201.4,21.0526,24.1112,17.3386,37.4975
grubhub-10-7.tsp ,51.22,25.72,4.26,98.74,179.94,28.465,14.2937,2.36746,54.8738
grubhub-10-8.tsp ,81.5,18.38,14.62,110.66,225.16,36.1965,8.16308,6.49316,49.1473
grubhub-10-9.tsp ,58.92,10.8,7.26,96.98,173.96,33.8699,6.20832,4.17337,55.7484
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,55.12,39.92,17.18,104.72,216.94,25.4079,18.4014,7.91924,48.2714
grubhub-10-6.tsp ,42.4,35.46,25.7,61.42,164.98,25.7001,21.4935,15.5776,37.2288
grubhub-10-7.tsp ,39.84,39.8,9.94,86.46,176.04,22.6312,22.6085,5.64644,49.1138
grubhub-10-8.tsp ,46.04,70.3,34.56,64.3,215.2,21.3941,32.6673,16.0595,29.8792
grubhub-10-9.tsp ,19.62,48.04,41.36,52.76,161.78,12.1276,29.6946,25.5656,32.6122
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-5.tsp ,11.42,101.4,53.6,70.28,236.7,4.82467,42.839,22.6447,29.6916
grubhub-10-6.tsp ,31.8,50.76,36.3,45.42,164.28,19.3572,30.8985,22.0964,27.6479
grubhub-10-7.tsp ,26.84,32.52,12.86,77.24,149.46,17.958,21.7583,8.60431,51.6794
grubhub-10-8.tsp ,36.6,53.48,38.66,84.3,213.04,17.1799,25.1033,18.1468,39.57
grubhub-10-9.tsp ,28.48,35.04,19.6,86.24,169.36,16.8162,20.6897,11.573,50.9211
10
