
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,42.3847,0,0,45.4493,87.834,48.2555,0,0,51.7445

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,42.3847,0,0,45.4493,87.834,48.2555,0,0,51.7445
sfsarp-10-7-2.txt ,33.6947,0,0,50.2259,83.9206,40.1507,0,0,59.8493
sfsarp-10-7-2.txt ,33.6947,0,0,50.2259,83.9206,40.1507,0,0,59.8493
sfsarp-10-7-3.txt ,10.3252,0,0,40.2222,50.5474,20.4267,0,0,79.5733
sfsarp-10-7-3.txt ,10.3252,0,0,40.2222,50.5474,20.4267,0,0,79.5733
sfsarp-10-7-4.txt ,16.6628,5.06368,0,31.6117,53.3382,31.2399,9.49352,0,59.2666
sfsarp-10-7-5.txt ,13.0971,27.6109,0,33.5068,74.2148,17.6475,37.2041,0,45.1484

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,42.3847,4.04478,0,52.7265,99.156,42.7455,4.07921,0,53.1753
sfsarp-10-7-2.txt ,33.6947,23.051,0,42.4459,99.1917,33.9693,23.2389,0,42.7918
sfsarp-10-7-3.txt ,10.3252,25.3871,0,41.09,76.8023,13.4438,33.0551,0,53.501
sfsarp-10-7-4.txt ,16.6628,4.81335,0,23.5723,45.0484,36.9887,10.6848,0,52.3265
sfsarp-10-7-5.txt ,13.0971,25.7097,0,25.6868,64.4935,20.3076,39.864,0,39.8284
