
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-2.tsp ,112.38,67.82,31.36,175.66,387.22,29.0223,17.5146,8.09876,45.3644

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-2.tsp ,91.76,78.96,39.14,130.78,340.64,26.9375,23.1799,11.4901,38.3924

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-2.tsp ,78.56,82.62,41.8,132.78,335.76,23.3977,24.6069,12.4494,39.5461

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-2.tsp ,56.84,127.3,39.6,83.9,307.64,18.4761,41.3795,12.8722,27.2721
