
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-25-20-A-1.txt ,31.0569,101.041,22.7618,194.687,349.546,8.88493,28.9063,6.51181,55.697
sarp-25-20-A-2.txt ,21.4407,129.669,30.7513,169.448,351.309,6.1031,36.9103,8.75334,48.2333
sarp-25-20-A-3.txt ,19.394,126.098,27.8641,169.49,342.846,5.65677,36.7798,8.1273,49.4361
sarp-25-20-A-4.txt ,35.7348,95.1893,22.552,155.818,309.294,11.5537,30.7763,7.29146,50.3786
sarp-25-20-B-1.txt ,39.5454,133.394,46.2273,167.67,386.837,10.2228,34.4833,11.9501,43.3439
sarp-25-20-B-2.txt ,27.9016,199.837,45.1639,183.344,456.246,6.11547,43.8002,9.89902,40.1853
sarp-25-20-B-3.txt ,19.9473,140.419,42.492,175.487,378.345,5.27226,37.1139,11.231,46.3828
sarp-25-20-B-4.txt ,42.8881,131.127,51.4769,210.362,435.854,9.84004,30.085,11.8106,48.2644
sarp-25-20-C-1.txt ,162.753,314.403,260.542,130.405,868.103,18.7481,36.2173,30.0128,15.0218
sarp-25-20-C-2.txt ,94.9472,235.378,228.281,164.328,722.935,13.1336,32.5587,31.577,22.7307
sarp-25-20-C-3.txt ,130.1,270.982,281.458,148.071,830.611,15.6632,32.6244,33.8857,17.8267
sarp-25-20-C-4.txt ,151.316,387.466,320.26,320.652,1179.69,12.8267,32.8446,27.1477,27.181
