
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,100.2,7.04,0,182.84,290.08,34.5422,2.42692,0,63.0309
grubhub-13-1.tsp ,126.54,12.9,0,207.9,347.34,36.4312,3.71394,0,59.8549
grubhub-13-2.tsp ,121.36,12.44,0,173.26,307.06,39.5232,4.05133,0,56.4255
grubhub-13-3.tsp ,120,5.7,0,166.22,291.92,41.1072,1.95259,0,56.9403
grubhub-13-4.tsp ,118.72,9.18,0,140.44,268.34,44.2424,3.42103,0,52.3366
grubhub-13-5.tsp ,125.2,17.14,0,236.9,379.24,33.0134,4.51957,0,62.467
grubhub-13-6.tsp ,118.98,14.82,0,243.7,377.5,31.5179,3.92583,0,64.5563
grubhub-13-7.tsp ,131.22,6.22,0,220.4,357.84,36.67,1.73821,0,61.5918
grubhub-13-8.tsp ,124.56,6.16,0,165.32,296.04,42.0754,2.0808,0,55.8438

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,91.08,16.16,0,164.4,271.64,33.5297,5.94905,0,60.5213
grubhub-13-1.tsp ,119.32,20.12,0,204.22,343.66,34.7204,5.85462,0,59.425
grubhub-13-2.tsp ,110.88,29.42,0,160.18,300.48,36.901,9.791,0,53.308
grubhub-13-3.tsp ,111.66,11,0,158.16,280.82,39.7621,3.9171,0,56.3208
grubhub-13-4.tsp ,109.76,18.14,0,135.02,262.92,41.7465,6.89944,0,51.354
grubhub-13-5.tsp ,120.44,21.9,0,213.78,356.12,33.8201,6.14961,0,60.0303
grubhub-13-6.tsp ,105.48,28.32,0,238.66,372.46,28.3198,7.6035,0,64.0767
grubhub-13-7.tsp ,124.28,13.16,0,187.78,325.22,38.2141,4.04649,0,57.7394
grubhub-13-8.tsp ,118.82,11.9,0,163.22,293.94,40.4232,4.04845,0,55.5283

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,74.84,32.1,0,142.56,249.5,29.996,12.8657,0,57.1383
grubhub-13-1.tsp ,94.4,45.04,0,167.04,306.48,30.8014,14.6959,0,54.5027
grubhub-13-2.tsp ,92.76,55.26,0,134.08,282.1,32.882,19.5888,0,47.5292
grubhub-13-3.tsp ,92.8,29.86,0,143.78,266.44,34.8296,11.207,0,53.9634
grubhub-13-4.tsp ,96.3,31.6,0,128.7,256.6,37.5292,12.3149,0,50.1559
grubhub-13-5.tsp ,94.38,38.94,0,151.08,284.4,33.1857,13.692,0,53.1224
grubhub-13-6.tsp ,83.68,44.74,0,183.68,312.1,26.8119,14.3351,0,58.8529
grubhub-13-7.tsp ,104.42,36.08,0,149.64,290.14,35.9895,12.4354,0,51.5751
grubhub-13-8.tsp ,93.84,36.88,0,150.08,280.8,33.4188,13.1339,0,53.4473

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,69.2,41.02,0,117.76,227.98,30.3535,17.9928,0,51.6537
grubhub-13-1.tsp ,81.1,74.04,0,126.22,281.36,28.8243,26.315,0,44.8607
grubhub-13-2.tsp ,80.54,65.84,0,119.38,265.76,30.3055,24.7742,0,44.9202
grubhub-13-3.tsp ,81.34,41.32,0,131.66,254.32,31.9833,16.2472,0,51.7694
grubhub-13-4.tsp ,85.82,42.08,0,125.08,252.98,33.9236,16.6337,0,49.4426
grubhub-13-5.tsp ,77.68,55.64,0,127.76,261.08,29.7533,21.3115,0,48.9352
grubhub-13-6.tsp ,69.58,69.2,0,171.92,310.7,22.3946,22.2723,0,55.3331
grubhub-13-7.tsp ,95.2,43.06,0,151.98,290.24,32.8004,14.836,0,52.3636
grubhub-13-8.tsp ,84.62,46.1,0,125.54,256.26,33.0212,17.9895,0,48.9893
