Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-16-8-C-2,16,8,8,160.311,126.915,124.522,3,3553.1,162.704,Optimal,162.704,162.72,0.00992144,-2.393,1.43171,0.09392,58.7,0.127332
sarp-16-8-C-2,16,8,8,160.311,126.915,124.522,3,2.07,162.704,Optimal,162.704,162.715,0.00659429,-2.393,1.1561,0.07584,47.4,0.10282
sarp-16-8-A-1,16,8,2,74.925,12.12,68.034,3,6.36,19.011,Optimal,19.011,19.011,-3.73753e-14,55.914,3.07805,0.405267,126.2,0.669851
sarp-16-8-A-2,16,8,5,74.013,34.201,80.27,3,9.41,27.944,Optimal,27.944,27.944,0,46.069,2.6561,0.305127,108.9,0.510309
sarp-16-8-B-1,16,8,5,82.392,40.924,73.094,3,85.3,50.222,Optimal,50.222,50.222,0,32.17,2.15854,0.248596,88.5,0.416471
sarp-16-8-B-2,16,8,7,83.076,63.585,104.42,3,55.9,42.241,Optimal,42.241,42.241,0,40.835,3.53171,0.329866,144.8,0.51384
sarp-16-8-C-1,16,8,8,163.902,112.39,85.146,4,27.32,191.146,Optimal,191.146,191.146,-1.48691e-14,-27.244,1.69024,0.126993,69.3,0.181556
sarp-16-8-C-2,16,8,8,160.311,126.915,124.522,3,2139.63,162.704,Optimal,162.704,162.719,0.0090251,-2.393,1.43171,0.09392,58.7,0.127332
sarp-20-10-A-1,20,10,7,92.958,43.416,108.376,3,166.65,27.998,Optimal,27.998,27.998,0,64.96,3.41951,0.298616,140.2,0.49193
sarp-20-10-A-2,20,10,7,89.025,44.246,97.612,3,1553.04,35.659,Optimal,35.659,35.661,0.00569935,53.366,2.28293,0.213115,93.6,0.367491
sarp-20-10-B-1,20,10,6,104.073,55.035,98.992,3,1866.13,60.116,Optimal,60.116,60.1215,0.00914814,43.957,3.39268,0.301234,139.1,0.489616
sarp-16-8-A-11,16,8,2,74.925,12.12,69.138,3,0.06,17.907,Optimal,17.907,17.907,0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-12,16,8,4,74.013,28.39,75.762,3,0.21,26.641,Optimal,26.641,26.641,0,47.372,3.15122,0.379702,129.2,0.634578
sarp-16-8-B-11,16,8,3,82.392,27.559,66.516,3,0.86,43.435,Optimal,43.435,43.435,0,38.957,2.7439,0.342953,112.5,0.567608
sarp-20-10-A-11,20,10,7,92.958,43.416,110.446,3,6.73,25.928,Optimal,25.928,25.928,-2.74045e-14,67.03,3.80244,0.328903,155.9,0.538515
sarp-16-8-B-12,16,8,6,83.076,55.699,98.716,3,2.39,40.059,Optimal,40.059,40.059,0,43.017,3.7,0.36142,151.7,0.563103
sarp-20-10-A-12,20,10,6,89.025,42.668,104.88,3,0.58,26.813,Optimal,26.813,26.813,0,62.212,4.11463,0.376422,168.7,0.62366
sarp-20-10-B-11,20,10,6,104.073,55.035,107.824,3,16.61,51.284,Optimal,51.284,51.284,0,52.789,3.90976,0.333287,160.3,0.52852
sarp-16-8-C-11,16,8,8,163.902,112.39,110.124,4,21.05,166.168,Optimal,166.168,166.168,-1.71042e-14,-2.266,2.43902,0.166667,100,0.229358
sarp-16-8-C-12,16,8,7,160.311,113.966,140.668,3,17.1,133.609,Optimal,133.609,133.609,0,26.702,2.8878,0.181243,118.4,0.238662
sarp-20-10-B-12,20,10,10,102.933,74.461,117.944,3,33.29,59.45,Optimal,59.45,59.45,0,43.483,3.57317,0.277305,146.5,0.453139
sarp-20-10-C-11,20,10,8,195.216,101.434,120.888,4,41.98,175.762,Optimal,175.762,175.762,0,19.454,3.73902,0.224473,153.3,0.311839
sarp-20-10-C-12,20,10,10,192.879,154.722,128.478,5,203.69,219.123,Optimal,219.123,219.123,-1.29707e-14,-26.244,3.25854,0.188434,133.6,0.265079
sarp-30-15-A-11,30,15,9,125.415,45.825,103.04,5,6.84,68.2,Optimal,68.2,68.2017,0.00244373,57.215,4.53659,0.344444,186,0.680073
sarp-30-15-A-12,30,15,9,127.467,46.323,101.338,5,40.1,72.452,Optimal,72.452,72.452,0,55.015,4.1122,0.31228,168.6,0.616679
sarp-30-15-B-11,30,15,12,147.759,83.261,133.124,5,283.94,97.896,Optimal,97.896,97.896,0,49.863,4.3122,0.265825,176.8,0.467601
sarp-30-15-A-2,30,15,9,127.467,46.323,101.338,5,1868.55,72.452,Optimal,72.452,72.453,0.00134766,55.015,4.1122,0.31228,168.6,0.616679
