
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-20-5-A-1.txt ,71.7208,0,0,172.209,243.93,29.4022,0,0,70.5978

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-20-5-A-1.txt ,71.7208,42.361,0,186.878,300.96,23.8307,14.0753,0,62.094
sarp-20-5-A-2.txt ,76.1421,0,0,142.572,218.714,34.8135,0,0,65.1865
sarp-20-5-A-2.txt ,76.1421,72.6124,0,132.432,281.187,27.0788,25.8236,0,47.0976
sarp-20-5-A-3.txt ,89.7484,0,0,178.478,268.227,33.4599,0,0,66.5401
sarp-20-5-A-3.txt ,89.7484,54.6544,0,213.734,358.137,25.0598,15.2608,0,59.6795
sarp-20-5-A-4.txt ,68.3596,0,0,155.583,223.943,30.5255,0,0,69.4745
sarp-20-5-A-4.txt ,68.3596,46.3789,0,175.305,290.043,23.5688,15.9903,0,60.4409
sarp-20-5-B-1.txt ,94.3046,0,0,162.709,257.014,36.6924,0,0,63.3076
sarp-20-5-B-1.txt ,94.3046,0,0,133.1,227.404,41.47,0,0,58.53
sarp-20-5-B-3.txt ,84.9503,0,0,163.993,248.944,34.1243,0,0,65.8757
sarp-20-5-B-3.txt ,84.9503,28.1974,0,197.773,310.92,27.3222,9.069,0,63.6088
sarp-20-5-B-4.txt ,88.6322,0,0,266.163,354.796,24.9812,0,0,75.0188
sarp-20-5-B-4.txt ,88.6322,0,0,188.68,277.312,31.9612,0,0,68.0388
sarp-20-5-C-1.txt ,311.486,0,0,163.936,475.421,65.5178,0,0,34.4822
sarp-20-5-C-1.txt ,311.486,54.4698,0,175.583,541.538,57.5187,10.0584,0,32.423
sarp-20-5-C-2.txt ,338.11,0,0,199.537,537.647,62.887,0,0,37.113
sarp-20-5-C-2.txt ,338.11,80.1584,0,214.009,632.277,53.475,12.6777,0,33.8473
sarp-20-5-C-3.txt ,330.806,0,0,209.908,540.714,61.1795,0,0,38.8205
sarp-20-5-C-3.txt ,330.806,70.7778,0,223.582,625.166,52.9149,11.3214,0,35.7636
sarp-20-5-C-4.txt ,279.536,0,0,175.722,455.258,61.4017,0,0,38.5983
sarp-20-5-C-4.txt ,279.536,76.9858,0,170.693,527.215,53.0213,14.6024,0,32.3764

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-20-5-A-1.txt ,71.7208,37.4893,0,183.159,292.369,24.5309,12.8226,0,62.6466
sarp-20-5-A-2.txt ,76.1421,61.2272,0,139.101,276.47,27.5408,22.1461,0,50.3131
sarp-20-5-A-3.txt ,89.7484,50.0845,0,177.153,316.986,28.313,15.8002,0,55.8868
sarp-20-5-A-4.txt ,68.3596,34.7618,0,153.173,256.294,26.6723,13.5632,0,59.7644
sarp-20-5-B-1.txt ,94.3046,24.0238,0,174.364,292.692,32.2198,8.20786,0,59.5724
sarp-20-5-B-3.txt ,84.9503,28.1974,0,172.025,285.172,29.7891,9.88784,0,60.3231
sarp-20-5-B-4.txt ,88.6322,34.4432,0,272.975,396.05,22.379,8.69668,0,68.9243
sarp-20-5-C-1.txt ,311.486,71.861,0,154.175,537.521,57.9485,13.369,0,28.6826
sarp-20-5-C-2.txt ,338.11,72.6177,0,196.721,607.449,55.6607,11.9545,0,32.3848
sarp-20-5-C-3.txt ,330.806,60.1699,0,246.122,637.098,51.9239,9.44437,0,38.6317
sarp-20-5-C-4.txt ,279.536,72.0392,0,182.718,534.293,52.3188,13.4831,0,34.1981
