ghsarp-10-5-0,0.02,28.5872,28.5872,0.0,2.55912,104.924,
ghsarp-10-5-1,0.01,33.4693,33.4693,0.0,1.57215,64.458,
ghsarp-10-5-2,0.0,24.1231,24.1231,0.0,1.59102,65.232,
ghsarp-10-5-3,0.01,27.3761,27.3761,0.0,1.30766,53.614,
ghsarp-10-5-4,0.02,18.2593,18.2593,0.0,1.34673,55.216,
ghsarp-10-5-5,0.01,34.2458,34.2458,0.0,1.49976,61.49,
ghsarp-10-5-6,0.01,28.5337,28.5337,0.0,1.17229,48.064,
ghsarp-10-5-7,0.01,36.3758,36.3758,0.0,1.65127,67.702,
ghsarp-10-5-8,0.01,36.0812,36.0812,0.0,1.55844,63.896,
ghsarp-10-5-9,0.02,25.539,25.539,0.0,1.68946,69.268,
ghsarp-5-10-0,0.0,18.1409,18.1409,0.0,1.05683,43.33,
ghsarp-5-10-1,0.01,19.3358,19.3358,0.0,0.975805,40.008,
ghsarp-5-10-2,0.0,15.8655,15.8655,0.0,0.953366,39.088,
ghsarp-5-10-3,0.0,8.73044,8.73044,0.0,0.33839,13.874,
ghsarp-5-10-4,0.0,0.81542,0.81542,0.0,0.227756,9.338,
ghsarp-5-10-5,0.01,14.0849,14.0849,0.0,0.941268,38.592,
ghsarp-5-10-6,0.0,9.76014,9.76014,0.0,0.475659,19.502,
ghsarp-5-10-7,0.01,12.9932,12.9932,0.0,0.456146,18.702,
ghsarp-5-10-8,0.01,24.6954,24.6954,0.0,0.420098,17.224,
ghsarp-5-10-9,0.0,12.9501,12.9501,0.0,0.346293,14.198,
ghsarp-5-5-0,0.0,9.53864,9.53864,0.0,0.620488,25.44,
ghsarp-5-5-1,0.0,15.6334,15.6334,0.0,0.510683,20.938,
ghsarp-5-5-2,0.0,7.90312,7.90312,0.0,0.672976,27.592,
ghsarp-5-5-3,0.0,3.43432,3.43432,0.0,0.502829,20.616,
ghsarp-5-5-4,0.0,12.9105,12.9105,0.0,0.982049,40.264,
ghsarp-5-5-5,0.0,15.619,15.619,0.0,0.201122,8.246,
ghsarp-5-5-6,0.0,19.4571,19.4571,0.0,0.80361,32.948,
ghsarp-5-5-7,0.0,-1.66792,-1.66792,0.0,0.558976,22.918,
ghsarp-5-5-8,0.0,20.1009,20.1009,0.0,0.843707,34.592,
ghsarp-5-5-9,0.0,6.40224,6.40224,0.0,0.272049,11.154,
ghsarp-5-6-0,0.0,20.0018,20.0018,0.0,0.722098,29.606,
ghsarp-5-6-1,0.0,6.5453,6.5453,0.0,0.211756,8.682,
ghsarp-5-6-2,0.0,9.5834,9.5834,0.0,0.732537,30.034,
ghsarp-5-6-3,0.0,15.97,15.97,0.0,0.391415,16.048,
ghsarp-5-6-4,0.0,19.541,19.541,0.0,0.667951,27.386,
ghsarp-5-6-5,0.0,12.898,12.898,0.0,0.959171,39.326,
ghsarp-5-6-6,0.0,19.2077,19.2077,0.0,0.646098,26.49,
ghsarp-5-6-7,0.0,8.16494,8.16494,0.0,0.891073,36.534,
ghsarp-5-6-8,0.0,13.8026,13.8026,0.0,0.424976,17.424,
ghsarp-5-6-9,0.0,17.5427,17.5427,0.0,0.775463,31.794,
ghsarp-5-7-0,0.0,11.8564,11.8564,0.0,0.672927,27.59,
ghsarp-5-7-1,0.0,9.45182,9.45182,0.0,0.454439,18.632,
ghsarp-5-7-2,0.0,12.8978,12.8978,0.0,0.636634,26.102,
ghsarp-5-7-3,0.0,3.7643,3.7643,0.0,1.00663,41.272,
ghsarp-5-7-4,0.0,11.1173,11.1173,0.0,0.660927,27.098,
ghsarp-5-7-5,0.0,18.192,18.192,0.0,0.494585,20.278,
ghsarp-5-7-6,0.0,13.7352,13.7352,0.0,0.299659,12.286,
ghsarp-5-7-7,0.0,14.1875,14.1875,0.0,0.330195,13.538,
ghsarp-5-7-8,0.0,4.7999,4.7999,0.0,0.833561,34.176,
ghsarp-5-7-9,0.0,10.3592,10.3592,0.0,0.139707,5.728,
ghsarp-5-8-0,0.0,12.2284,12.2284,0.0,0.335024,13.736,
ghsarp-5-8-1,0.01,13.8778,13.8778,0.0,0.685024,28.086,
ghsarp-5-8-2,0.0,11.8689,11.8689,0.0,0.847366,34.742,
ghsarp-5-8-3,0.0,10.0644,10.0644,0.0,1.06137,43.516,
ghsarp-5-8-4,0.0,14.1635,14.1635,0.0,0.488878,20.044,
ghsarp-5-8-5,0.0,6.33702,6.33702,0.0,0.418878,17.174,
ghsarp-5-8-6,0.0,16.2673,16.2673,0.0,0.578927,23.736,
ghsarp-5-8-7,0.0,14.3208,14.3208,0.0,0.899512,36.88,
ghsarp-5-8-8,0.0,13.5918,13.5918,0.0,0.672878,27.588,
ghsarp-5-8-9,0.0,8.75194,8.75194,0.0,0.369805,15.162,
ghsarp-5-9-0,0.0,9.12766,9.12766,0.0,0.659854,27.054,
ghsarp-5-9-1,0.01,14.9587,14.9587,0.0,0.51322,21.042,
ghsarp-5-9-2,0.01,16.7608,16.7608,0.0,0.627024,25.708,
ghsarp-5-9-3,0.0,8.55798,8.55798,0.0,1.49927,61.47,
ghsarp-5-9-4,0.01,0.22964,0.22964,0.0,1.06844,43.806,
ghsarp-5-9-5,0.0,4.6318,4.6318,0.0,0.377366,15.472,
ghsarp-5-9-6,0.01,9.16532,9.16532,0.0,1.32473,54.314,
ghsarp-5-9-7,0.0,11.4871,11.4871,0.0,0.641073,26.284,
ghsarp-5-9-8,0.0,7.50882,7.50882,0.0,0.322244,13.212,
