
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-10-20-A-1,20.4361,0,0,89.0914,109.527,18.6584,0,0,81.3416
 sarp-10-20-A-2,19.9938,0,0,92.7068,112.701,17.7406,0,0,82.2594
 sarp-10-20-B-1,33.1454,0,0,68.0151,101.16,32.7652,0,0,67.2348
 sarp-10-20-B-2,30.4417,0,0,81.1231,111.565,27.2861,0,0,72.7139
 sarp-10-20-C-1,130.962,0,0,84.726,215.688,60.7183,0,0,39.2817
 sarp-10-20-C-2,160.22,0,0,129.791,290.011,55.2461,0,0,44.7539
 sarp-10-30-A-1,12.7856,0,0,85.4792,98.2648,13.0114,0,0,86.9886
 sarp-10-30-A-2,19.2053,0,0,92.1311,111.336,17.2498,0,0,82.7502
 sarp-10-30-B-1,22.4236,0,0,86.1478,108.571,20.6533,0,0,79.3467
 sarp-10-30-B-2,28.9546,0,0,81.3143,110.269,26.2582,0,0,73.7418
 sarp-10-30-C-1,125.088,0,0,82.4473,207.535,60.273,0,0,39.727
 sarp-10-30-C-2,138.717,0,0,94.274,232.991,59.5376,0,0,40.4624
 sarp-20-15-A-1,41.5602,0,0,139.478,181.038,22.9566,0,0,77.0434
 sarp-20-15-A-2,33.0847,0,0,102.947,136.032,24.3213,0,0,75.6787
 sarp-20-15-B-1,60.3889,0,0,152.686,213.075,28.3416,0,0,71.6584
 sarp-20-15-B-2,59.802,0,0,119.228,179.03,33.4034,0,0,66.5966
 sarp-20-15-C-1,245.751,0,0,233.402,479.153,51.2887,0,0,48.7113
 sarp-20-15-C-2,287.93,0,0,155.343,443.273,64.9554,0,0,35.0446
 sarp-20-20-A-1,39.0072,0,0,115.404,154.411,25.2619,0,0,74.7381
 sarp-20-20-A-2,32.3143,0,0,140.913,173.227,18.6543,0,0,81.3457
 sarp-20-20-B-1,55.8861,0,0,199.361,255.247,21.895,0,0,78.105
 sarp-20-20-B-2,50.5011,0,0,160.883,211.385,23.8906,0,0,76.1094
 sarp-20-20-C-1,245.573,0,0,146.919,392.492,62.5677,0,0,37.4323
 sarp-20-20-C-2,244.779,0,0,144.255,389.035,62.9196,0,0,37.0804
