
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,9,3,2,76.3446,24.1882,75.44,4,5.32,25.0928,Optimal,25.0928,25.0929,0.000398519
grubhub-12-2.tsp ,9,3,3,74.3496,27.8578,56.1752,4,0.17,46.0322,Optimal,46.0322,46.0322,0
grubhub-12-4.tsp ,9,3,2,70.1544,25.4,87.7404,5,4.72,7.814,Optimal,7.814,7.814,0
grubhub-13-9.tsp ,9,4,3,76.812,31.7588,76.5164,5,13.97,32.0544,Optimal,32.0544,32.0544,0
grubhub-14-1.tsp ,10,4,4,91.965,41.8526,88.1268,5,198.06,45.6908,Optimal,45.6908,45.693,0.00481474

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,7,5,4,64.4496,37.5532,76.6176,4,0.85,25.3852,Optimal,25.3852,25.3852,0
grubhub-12-2.tsp ,7,5,3,52.1376,38.9134,55.246,3,5.76,35.805,Optimal,35.805,35.805,0
grubhub-12-4.tsp ,7,5,2,52.719,21.6318,68.1076,4,2.35,6.2432,Optimal,6.2432,6.2432,0
grubhub-13-9.tsp ,8,5,4,63.0384,49.8372,75.0076,4,1.99,37.868,Optimal,37.868,37.8681,0.000264075
grubhub-14-1.tsp ,8,6,4,79.2948,45.1062,69.368,5,2.18,55.033,Optimal,55.033,55.033,0
