
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-1.tsp ,67.1,43.08,15.68,120.92,246.78,27.1902,17.4568,6.35384,48.9991
grubhub-12-2.tsp ,61,43.76,18.28,78.36,201.4,30.288,21.7279,9.07646,38.9076
grubhub-12-4.tsp ,48.06,48.5,23.86,142.24,262.66,18.2974,18.4649,9.08399,54.1537
grubhub-13-9.tsp ,62.16,62.6,21.44,103.74,249.94,24.87,25.046,8.57806,41.506
grubhub-14-1.tsp ,62.6,69,41.9,122.58,296.08,21.1429,23.3045,14.1516,41.401

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-1.tsp ,35.66,68.86,37.62,97.7,239.84,14.8682,28.7108,15.6855,40.7355
grubhub-12-2.tsp ,33.4,46.38,18.28,73.72,171.78,19.4435,26.9997,10.6415,42.9154
grubhub-12-4.tsp ,36.04,49.8,16.66,98.26,200.76,17.9518,24.8057,8.29847,48.944
grubhub-13-9.tsp ,35.22,83.04,29.9,80.02,228.18,15.4352,36.3923,13.1037,35.0688
grubhub-14-1.tsp ,51.74,74.68,41.9,76.12,244.44,21.1667,30.5515,17.1412,31.1406
