-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188
0,3.981
1,-1.112
2,0.636
3,1.878
4,1.372
5,-4.345
6,-4.851
7,1.35
8,0.568
9,3.098
10,2.592
11,-2.827
12,-3.425
13,4.096
14,6.074
15,9.616
16,9.34
17,-1.677
18,-1.493
19,5.086
20,7.938
21,10.652
22,10.468
23,0.531
24,0.163
25,5.521
26,4.923
27,8.235
28,8.465
29,0.393
30,0.117
31,1.634
32,4.624
33,8.994
34,8.35
35,-3.977
36,-4.621
37,5.121
38,4.214
39,5.548
40,6.79
41,6.422
42,0.613
43,0.475
44,6.216
45,2.444
46,4.974
47,6.4
48,-0.031
49,1.441
50,1.924
51,5.098
52,8.64
53,8.962
54,-3.757
55,-3.665
56,6.594
57,6.502
58,9.216
59,8.204
60,3.235
61,1.671
62,6.431
63,4.775
64,8.087
65,6.615
66,2.545
67,1.027
68,7.19
69,9.444
70,13.814
71,14.504
72,-0.629
73,0.935
74,5.577
75,3.428
76,2.462
77,3.704
78,5.452
79,-1.921
80,-0.311
81,8.282
82,7.868
83,10.398
84,8.466
85,4.979
86,3.507
87,2.932
88,6.52
89,10.062
90,10.062
91,-2.427
92,-2.657
93,5.578
94,3.738
95,6.452
96,7.832
97,-1.139
98,0.655
99,5.415
100,0.861
101,4.173
102,5.829
103,-1.783
104,0.011
105,8.934
106,7.554
107,11.924
108,13.718
109,3.553
110,2.679
111,5.634
112,8.223
113,9.143
114,10.385
115,8.407
116,4.622
117,4.484
118,3.463
119,1.071
120,3.601
121,3.509
122,-1.174
123,-1.312
124,-2.439
125,2.207
126,5.749
127,4.599
128,-6.74
129,-8.028
130,4.393
131,3.749
132,6.463
133,4.715
134,1.402
135,-0.53
136,4.46
137,3.264
138,6.576
139,4.598
140,0.988
141,-0.944
142,5.541
143,9.221
144,13.591
145,12.671
146,-0.944
147,-0.714
148,5.577
149,5.314
150,4.67
151,5.912
152,7.752
153,-0.311
154,1.575
155,4.924
156,2.532
157,5.062
158,5.108
159,-0.265
160,0.149
161,1.782
162,6.382
163,9.924
164,8.59
165,-2.151
166,-3.807
167,8.614
168,8.476
169,11.19
170,9.304
171,4.059
172,3.691
173,8.451
174,6.289
175,9.601
176,8.497
177,3.553
178,3.047
179,5.944
180,8.428
181,12.798
182,14.408
183,-1.093
184,-0.311
185,0
186,0
187,0
188,0
