Instances/csarp/sarp-10-5-A-1.txt,solutions/csarp-sarp-10-5-A-1.txt
Instances/csarp/sarp-10-5-A-2.txt,solutions/csarp-sarp-10-5-A-2.txt
Instances/csarp/sarp-10-5-B-1.txt,solutions/csarp-sarp-10-5-B-1.txt
Instances/csarp/sarp-10-5-B-2.txt,solutions/csarp-sarp-10-5-B-2.txt
Instances/csarp/sarp-10-5-C-1.txt,solutions/csarp-sarp-10-5-C-1.txt
Instances/csarp/sarp-10-5-C-2.txt,solutions/csarp-sarp-10-5-C-2.txt
Instances/csarp/sarp-5-10-A-1.txt,solutions/csarp-sarp-5-10-A-1.txt
Instances/csarp/sarp-5-10-A-2.txt,solutions/csarp-sarp-5-10-A-2.txt
Instances/csarp/sarp-5-10-B-1.txt,solutions/csarp-sarp-5-10-B-1.txt
Instances/csarp/sarp-5-10-B-2.txt,solutions/csarp-sarp-5-10-B-2.txt
Instances/csarp/sarp-5-10-C-1.txt,solutions/csarp-sarp-5-10-C-1.txt
Instances/csarp/sarp-5-10-C-2.txt,solutions/csarp-sarp-5-10-C-2.txt
Instances/csarp/sarp-5-5-A-1.txt,solutions/csarp-sarp-5-5-A-1.txt
Instances/csarp/sarp-5-5-A-2.txt,solutions/csarp-sarp-5-5-A-2.txt
Instances/csarp/sarp-5-5-B-1.txt,solutions/csarp-sarp-5-5-B-1.txt
Instances/csarp/sarp-5-5-B-2.txt,solutions/csarp-sarp-5-5-B-2.txt
Instances/csarp/sarp-5-5-C-1.txt,solutions/csarp-sarp-5-5-C-1.txt
Instances/csarp/sarp-5-5-C-2.txt,solutions/csarp-sarp-5-5-C-2.txt
Instances/csarp/sarp-5-6-A-1.txt,solutions/csarp-sarp-5-6-A-1.txt
Instances/csarp/sarp-5-6-A-2.txt,solutions/csarp-sarp-5-6-A-2.txt
Instances/csarp/sarp-5-6-B-1.txt,solutions/csarp-sarp-5-6-B-1.txt
Instances/csarp/sarp-5-6-B-2.txt,solutions/csarp-sarp-5-6-B-2.txt
Instances/csarp/sarp-5-6-C-1.txt,solutions/csarp-sarp-5-6-C-1.txt
Instances/csarp/sarp-5-6-C-2.txt,solutions/csarp-sarp-5-6-C-2.txt
Instances/csarp/sarp-5-7-A-1.txt,solutions/csarp-sarp-5-7-A-1.txt
Instances/csarp/sarp-5-7-A-2.txt,solutions/csarp-sarp-5-7-A-2.txt
Instances/csarp/sarp-5-7-B-1.txt,solutions/csarp-sarp-5-7-B-1.txt
Instances/csarp/sarp-5-7-B-2.txt,solutions/csarp-sarp-5-7-B-2.txt
Instances/csarp/sarp-5-7-C-1.txt,solutions/csarp-sarp-5-7-C-1.txt
Instances/csarp/sarp-5-7-C-2.txt,solutions/csarp-sarp-5-7-C-2.txt
Instances/csarp/sarp-5-8-A-1.txt,solutions/csarp-sarp-5-8-A-1.txt
Instances/csarp/sarp-5-8-A-2.txt,solutions/csarp-sarp-5-8-A-2.txt
Instances/csarp/sarp-5-8-B-1.txt,solutions/csarp-sarp-5-8-B-1.txt
Instances/csarp/sarp-5-8-B-2.txt,solutions/csarp-sarp-5-8-B-2.txt
Instances/csarp/sarp-5-8-C-1.txt,solutions/csarp-sarp-5-8-C-1.txt
Instances/csarp/sarp-5-8-C-2.txt,solutions/csarp-sarp-5-8-C-2.txt
Instances/csarp/sarp-5-9-A-1.txt,solutions/csarp-sarp-5-9-A-1.txt
Instances/csarp/sarp-5-9-A-2.txt,solutions/csarp-sarp-5-9-A-2.txt
Instances/csarp/sarp-5-9-B-1.txt,solutions/csarp-sarp-5-9-B-1.txt
Instances/csarp/sarp-5-9-B-2.txt,solutions/csarp-sarp-5-9-B-2.txt
Instances/csarp/sarp-5-9-C-1.txt,solutions/csarp-sarp-5-9-C-1.txt
Instances/csarp/sarp-5-9-C-2.txt,solutions/csarp-sarp-5-9-C-2.txt
Instances/csarp/sarp-6-5-A-1.txt,solutions/csarp-sarp-6-5-A-1.txt
Instances/csarp/sarp-6-5-A-2.txt,solutions/csarp-sarp-6-5-A-2.txt
Instances/csarp/sarp-6-5-B-1.txt,solutions/csarp-sarp-6-5-B-1.txt
Instances/csarp/sarp-6-5-B-2.txt,solutions/csarp-sarp-6-5-B-2.txt
Instances/csarp/sarp-6-5-C-1.txt,solutions/csarp-sarp-6-5-C-1.txt
Instances/csarp/sarp-6-5-C-2.txt,solutions/csarp-sarp-6-5-C-2.txt
Instances/csarp/sarp-6-6-A-1.txt,solutions/csarp-sarp-6-6-A-1.txt
Instances/csarp/sarp-6-6-A-2.txt,solutions/csarp-sarp-6-6-A-2.txt
Instances/csarp/sarp-6-6-B-1.txt,solutions/csarp-sarp-6-6-B-1.txt
Instances/csarp/sarp-6-6-B-2.txt,solutions/csarp-sarp-6-6-B-2.txt
Instances/csarp/sarp-6-6-C-1.txt,solutions/csarp-sarp-6-6-C-1.txt
Instances/csarp/sarp-6-6-C-2.txt,solutions/csarp-sarp-6-6-C-2.txt
Instances/csarp/sarp-6-7-A-1.txt,solutions/csarp-sarp-6-7-A-1.txt
Instances/csarp/sarp-6-7-A-2.txt,solutions/csarp-sarp-6-7-A-2.txt
Instances/csarp/sarp-6-7-B-1.txt,solutions/csarp-sarp-6-7-B-1.txt
Instances/csarp/sarp-6-7-B-2.txt,solutions/csarp-sarp-6-7-B-2.txt
Instances/csarp/sarp-6-7-C-1.txt,solutions/csarp-sarp-6-7-C-1.txt
Instances/csarp/sarp-6-7-C-2.txt,solutions/csarp-sarp-6-7-C-2.txt
Instances/csarp/sarp-6-8-A-1.txt,solutions/csarp-sarp-6-8-A-1.txt
