
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,135.9,13.78,13.84,225.18,388.7,34.9627,3.54515,3.56059,57.9316

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,110.28,32.52,16.04,186.36,345.2,31.9467,9.42063,4.64658,53.9861

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,101.66,32.52,16.04,156.28,306.5,33.168,10.6101,5.23328,50.9886

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,59.64,66.3,35.08,117.94,278.96,21.3794,23.7668,12.5753,42.2785

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,135.9,13.78,13.84,225.18,388.7,34.9627,3.54515,3.56059,57.9316

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,110.28,32.52,16.04,186.36,345.2,31.9467,9.42063,4.64658,53.9861

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,101.66,32.52,16.04,156.28,306.5,33.168,10.6101,5.23328,50.9886

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,49.4,71.56,45.32,111.16,277.44,17.8057,25.793,16.3351,40.0663

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,135.9,13.78,13.84,225.18,388.7,34.9627,3.54515,3.56059,57.9316

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,110.28,32.52,16.04,186.36,345.2,31.9467,9.42063,4.64658,53.9861

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,101.66,32.52,16.04,156.28,306.5,33.168,10.6101,5.23328,50.9886

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,60.94,62.36,33.78,115.34,272.42,22.3699,22.8911,12.4,42.339

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,135.9,13.78,13.84,225.18,388.7,34.9627,3.54515,3.56059,57.9316

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,110.28,32.52,16.04,186.36,345.2,31.9467,9.42063,4.64658,53.9861

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,101.66,32.52,16.04,156.28,306.5,33.168,10.6101,5.23328,50.9886

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-15-3.tsp ,51.74,53.74,42.98,121.34,269.8,19.1772,19.9185,15.9303,44.9741
