
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-1.tsp ,0,0.417886,0,0.274634,0,1.52656e-16,0.69252,0,60.3428,0,39.6572,0,2.20435e-14
grubhub-10-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-3.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-4.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-5.tsp ,0,0.533496,0,0.385854,0,-6.93889e-17,0.91935,0,58.0297,0,41.9703,0,-7.54761e-15
grubhub-10-6.tsp ,0,0.477886,0,0.261463,0,-6.89726e-15,0.73935,0,64.636,0,35.364,0,-9.32882e-13
grubhub-10-7.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-10-8.tsp ,0,0.280325,0,0.107805,0,-9.71445e-17,0.38813,0,72.2245,0,27.7755,0,-2.50289e-14
grubhub-10-9.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-1.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-3.tsp ,0,0.455447,0,0.244878,0,2.35922e-16,0.700325,0,65.0337,0,34.9663,0,3.36875e-14
grubhub-11-4.tsp ,0,0.495935,0,0.305854,0,2.63678e-16,0.801789,0,61.8536,0,38.1464,0,3.28862e-14
grubhub-11-5.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-6.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-7.tsp ,0,0.422764,0,0.258537,0,-3.84415e-15,0.681301,0,62.0525,0,37.9475,0,-5.64236e-13
grubhub-11-8.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-11-9.tsp ,0,0.433496,0,0.247805,0,3.26128e-15,0.681301,0,63.6277,0,36.3723,0,4.78684e-13
grubhub-12-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-1.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-2.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-3.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-4.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-5.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-6.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-7.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-8.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-12-9.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
grubhub-13-0.tsp ,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan
