 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-10-A-1,1.57857,2.06875,0.170575,3.04244,6.86033,23.0101,30.1552,2.4864,44.3483
 sarp-10-10-A-2,1.47487,2.34793,0,2.91118,6.73397,21.9019,34.8669,0,43.2313
 sarp-10-10-B-1,1.73168,1.54454,0.214555,1.8932,5.38398,32.1635,28.6877,3.98507,35.1637
 sarp-10-10-B-2,1.39918,2.03254,0.338039,2.16514,5.9349,23.5755,34.2473,5.69579,36.4815
 sarp-10-10-C-1,3.6516,3.2813,0.711452,1.42334,9.06769,40.2705,36.1867,7.84601,15.6968
 sarp-10-10-C-2,2.09784,3.61217,2.40998,1.62038,9.74037,21.5376,37.0845,24.7422,16.6357
 sarp-10-15-A-1,1.28153,2.99305,0.149544,1.77543,6.19956,20.6713,48.2784,2.41217,28.6381
 sarp-10-15-A-2,1.22242,1.80727,0.271804,1.75909,5.06059,24.1557,35.7126,5.371,34.7607
 sarp-10-15-B-1,1.93494,0,0,2.75853,4.69348,41.2262,0,0,58.7738
 sarp-10-15-B-2,1.67132,0,0,2.44625,4.11757,40.5899,0,0,59.4101
 sarp-10-15-C-1,3.80706,3.68731,0,1.88527,9.37964,40.5886,39.3118,0,20.0996
 sarp-10-15-C-2,4.01124,4.08715,0.531856,1.51854,10.1488,39.5243,40.2723,5.24058,14.9628
 sarp-20-30-A-1,2.37522,0,0,4.43156,6.80677,34.8949,0,0,65.1051
 sarp-20-30-A-2,2.42789,3.84509,0,3.44382,9.7168,24.9865,39.5716,0,35.4419
 sarp-20-30-B-1,2.18653,3.21673,0.547109,3.8492,9.79957,22.3125,32.8252,5.58299,39.2792
 sarp-20-30-B-2,2.54288,2.34562,0.413362,3.83225,9.13411,27.8394,25.6798,4.52548,41.9553
 sarp-20-30-C-1,7.68312,0,0,4.33764,12.0208,63.9154,0,0,36.0846
 sarp-20-30-C-2,7.57385,0,0,3.80543,11.3793,66.5583,0,0,33.4417
 sarp-30-10-A-1,3.96104,0,0,5.46285,9.42389,42.0319,0,0,57.9681
 sarp-30-10-A-2,3.49464,2.84748,0.46662,7.25326,14.062,24.8517,20.2494,3.31831,51.5806
 sarp-30-10-B-1,3.94149,4.37301,0.913586,5.52013,14.7482,26.7252,29.6511,6.19455,37.4291
 sarp-30-10-B-2,3.55463,4.1422,1.16293,5.12657,13.9863,25.415,29.6161,8.31474,36.6542
 sarp-30-10-C-1,10.2328,4.06396,2.51894,5.81643,22.6321,45.2135,17.9566,11.1299,25.6999
 sarp-30-10-C-2,11.6444,4.51589,1.40956,4.8621,22.4319,51.9098,20.1316,6.28373,21.6749
 sarp-30-15-A-1,3.32163,3.69279,0.368932,5.61308,12.9964,25.558,28.4139,2.83872,43.1894
 sarp-30-15-A-2,3.13078,2.84814,1.03682,4.865,11.8807,26.3517,23.9727,8.72688,40.9486
 sarp-30-15-B-1,3.86847,3.32704,0.42226,4.51813,12.1359,31.8763,27.4148,3.47943,37.2295
 sarp-30-15-B-2,3.72254,3.95974,0.63105,3.94342,12.2567,30.3714,32.3066,5.14859,32.1734
 sarp-30-15-C-1,12.8678,5.52406,0.434718,7.10577,25.9323,49.6206,21.3018,1.67636,27.4012
 sarp-30-15-C-2,12.4798,0,0,5.70498,18.1848,68.6277,0,0,31.3723
