 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,1.03724,1.41006,0.171479,1.1407,3.75948,27.5901,37.5068,4.56125,30.3418
 sfsarp-10-10-2,1.17529,2.05012,0,1.68778,4.91319,23.9211,41.7268,0,34.3521
 sfsarp-10-10-3,1.28123,1.5232,0,1.24022,4.04465,31.6771,37.6597,0,30.6633
 sfsarp-10-10-4,1.09077,1.55657,0,1.13631,3.78365,28.8286,41.1393,0,30.0321
 sfsarp-10-10-5,1.80679,1.67312,0.0954106,2.13901,5.71434,31.6186,29.2793,1.66967,37.4324
 sfsarp-10-15-1,1.24591,2.2151,0,1.20177,4.66277,26.7203,47.506,0,25.7737
 sfsarp-10-15-2,1.31535,1.7654,0.305827,1.03621,4.42279,29.7404,39.916,6.91479,23.4288
 sfsarp-10-15-3,0.832105,1.58647,0.383521,1.01294,3.81503,21.8112,41.5846,10.0529,26.5512
 sfsarp-10-15-4,1.82391,2.00528,0,1.48525,5.31445,34.3199,37.7326,0,27.9475
 sfsarp-10-15-5,1.08627,1.33452,0,1.03567,3.45646,31.4272,38.6095,0,29.9633
 sfsarp-10-20-1,1.62495,2.15161,0,1.3312,5.10776,31.8134,42.1244,0,26.0622
 sfsarp-10-20-2,1.39491,2.33079,0.21765,1.07251,5.01585,27.81,46.4684,4.33925,21.3824
 sfsarp-10-20-3,2.09029,1.49495,0,1.52368,5.10892,40.9146,29.2615,0,29.8239
 sfsarp-10-20-4,1.89912,1.38586,0,1.18663,4.47161,42.4705,30.9925,0,26.537
 sfsarp-10-20-5,2.69323,1.914,0,1.44693,6.05416,44.4856,31.6146,0,23.8999
 sfsarp-30-15-1,3.15468,3.8006,0.465661,3.39763,10.8186,29.1598,35.1303,4.30427,31.4056
 sfsarp-30-15-2,4.51683,3.44951,0.217365,4.16657,12.3503,36.5727,27.9306,1.76,33.7367
 sfsarp-30-15-3,3.82319,3.21238,0.710923,3.86244,11.6089,32.9332,27.6717,6.12393,33.2712
 sfsarp-30-15-4,4.37106,3.10154,1.217,4.48148,13.1711,33.1868,23.5481,9.23997,34.0252
 sfsarp-30-15-5,3.79173,3.84978,0.472337,3.78641,11.9003,31.8625,32.3504,3.96913,31.8179
 sfsarp-30-20-1,4.05273,3.42204,0,3.81598,11.2907,35.8943,30.3084,0,33.7974
 sfsarp-30-20-2,3.80751,3.31601,0.736426,3.40038,11.2603,33.8135,29.4486,6.54001,30.1979
 sfsarp-30-20-3,4.0612,3.02117,0.619634,3.64839,11.3504,35.7802,26.6173,5.45914,32.1433
 sfsarp-30-20-4,5.6736,3.6371,0,3.82718,13.1379,43.185,27.6841,0,29.1309
 sfsarp-30-20-5,3.91681,3.12518,0.395785,3.93915,11.3769,34.4277,27.4695,3.47884,34.624
 sfsarp-30-30-1,3.67023,3.02302,0.402514,3.74575,10.8415,33.8535,27.8838,3.71271,34.55
 sfsarp-30-30-2,2.69513,3.8238,1.04483,3.52498,11.0887,24.3051,34.4836,9.42245,31.7888
 sfsarp-30-30-3,5.46779,3.92503,0.105758,4.21174,13.7103,39.8808,28.6283,0.771376,30.7195
 sfsarp-30-30-4,3.59544,3.01095,1.16591,3.51666,11.289,31.8492,26.6716,10.3279,31.1513
 sfsarp-30-30-5,3.91749,3.25968,0.18296,3.22327,10.5834,37.0154,30.7999,1.72875,30.4559
 sfsarp-5-15-1,0.944585,1.11004,0,0.460783,2.51541,37.552,44.1296,0,18.3184
 sfsarp-5-15-2,0.483355,0.842364,0,0.490879,1.8166,26.6077,46.3704,0,27.0219
 sfsarp-5-15-3,0.851795,1.40004,0.0882254,0.496657,2.83672,30.0275,49.3542,3.11013,17.5082
 sfsarp-5-15-4,0.727101,1.0925,0,0.675311,2.49491,29.1434,43.789,0,27.0675
 sfsarp-5-15-5,0.997164,1.23882,0,0.434903,2.67089,37.3345,46.3824,0,16.2831
 sfsarp-5-20-1,1.01901,0.682663,0,0.613706,2.31538,44.0105,29.4838,0,26.5056
 sfsarp-5-20-2,0.949339,1.0711,0,0.886876,2.90731,32.6535,36.8415,0,30.505
 sfsarp-5-20-3,0.940774,0.718993,0,0.741989,2.40176,39.1702,29.9361,0,30.8936
 sfsarp-5-20-4,0.893837,1.2707,0,0.619904,2.78445,32.1011,45.6358,0,22.2631
 sfsarp-5-20-5,0.954474,1.20895,0,0.521847,2.68527,35.5448,45.0215,0,19.4337
 sfsarp-5-30-1,0.523595,0.751982,0,0.575199,1.85078,28.2906,40.6306,0,31.0788
 sfsarp-5-30-2,0.965218,0.442221,0,0.559227,1.96667,49.0789,22.4858,0,28.4353
 sfsarp-5-30-3,1.07702,1.59522,0,0.730295,3.40254,31.6535,46.8832,0,21.4633
 sfsarp-5-30-4,0.967952,1.51463,0,0.954121,3.4367,28.1651,44.0722,0,27.7627
 sfsarp-5-30-5,0.490455,0.582086,0,0.474358,1.5469,31.7057,37.6292,0,30.6651
