 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-10-10-A-1,33.9714,57.4853,3.57692,90.5735,185.607,18.3028,30.9715,1.92714,48.7985
 sarp-10-10-A-2,26.3029,62.0983,0,85.1918,173.593,15.152,35.7724,0,49.0756
 sarp-10-10-B-1,40.2487,35.9929,5.38009,43.4547,125.076,32.1793,28.7767,4.30144,34.7425
 sarp-10-10-B-2,30.0331,56.0008,7.02628,54.604,147.664,20.3388,37.9244,4.75829,36.9785
 sarp-10-10-C-1,122.382,96.9499,22.3362,27.6068,269.275,45.4488,36.004,8.29493,10.2522
 sarp-10-10-C-2,68.9282,110.516,81.7259,35.6854,296.855,23.2195,37.2288,27.5306,12.0211
 sarp-10-15-A-1,21.7927,81.715,2.71463,38.6261,144.848,15.0452,56.4141,1.87412,26.6666
 sarp-10-15-A-2,22.7859,46.7647,4.31065,37.9562,111.817,20.3778,41.8223,3.85508,33.9448
 sarp-10-15-B-1,45.166,0,0,78.9333,124.099,36.3951,0,0,63.6049
 sarp-10-15-B-2,34.3575,0,0,66.1298,100.487,34.1909,0,0,65.8091
 sarp-10-15-C-1,121.923,117.013,0,43.1293,282.065,43.2251,41.4844,0,15.2905
 sarp-10-15-C-2,137.128,126.573,14.9728,28.0935,306.767,44.7009,41.2604,4.88082,9.15792
 sarp-20-30-A-1,29.0505,0,0,113.36,142.411,20.3991,0,0,79.6009
 sarp-20-30-A-2,31.2101,89.3154,0,72.8634,193.389,16.1385,46.1844,0,37.6771
 sarp-20-30-B-1,34.9812,63.5526,8.7648,89.4837,196.782,17.7766,32.2959,4.45406,45.4734
 sarp-20-30-B-2,46.1747,62.0039,6.69784,88.7888,203.665,22.6719,30.444,3.28865,43.5954
 sarp-20-30-C-1,246.675,0,0,109.51,356.185,69.2547,0,0,30.7453
 sarp-20-30-C-2,242.194,0,0,87.6891,329.884,73.4181,0,0,26.5819
 sarp-30-10-A-1,59.9026,0,0,121.477,181.379,33.0261,0,0,66.9739
 sarp-30-10-A-2,51.0303,62.0798,8.88142,194.884,316.875,16.1042,19.5913,2.80281,61.5017
 sarp-30-10-B-1,76.1846,107.543,20.3737,127.242,331.344,22.9926,32.4568,6.1488,38.4018
 sarp-30-10-B-2,73.9898,108.33,16.93,114.523,313.773,23.5807,34.5251,5.39562,36.4986
 sarp-30-10-C-1,337.544,105.122,82.7765,135.974,661.416,51.0335,15.8935,12.515,20.558
 sarp-30-10-C-2,385.169,120.235,47.542,100.263,653.208,58.9657,18.4068,7.27823,15.3493
 sarp-30-15-A-1,43.937,69.4043,4.8762,127.636,245.854,17.8712,28.2299,1.98337,51.9155
 sarp-30-15-A-2,53.1953,58.6904,15.1762,100.382,227.444,23.3884,25.8044,6.67251,44.1348
 sarp-30-15-B-1,66.3573,78.3253,7.06268,86.16,237.905,27.8923,32.9229,2.96869,36.2161
 sarp-30-15-B-2,67.2074,90.5993,8.78972,69.4301,236.026,28.4745,38.3852,3.72404,29.4162
 sarp-30-15-C-1,428.496,144.487,14.4068,188.837,776.226,55.2025,18.614,1.856,24.3275
 sarp-30-15-C-2,409.172,0,0,131.404,540.577,75.6918,0,0,24.3082
