sfsarp-10-5-1,-13.474
sfsarp-10-5-2,-13.437
sfsarp-10-5-3,-13.472
sfsarp-10-5-4,-13.499
sfsarp-10-5-5,-13.438
sfsarp-5-10-1,-13.687
sfsarp-5-10-2,-13.508
sfsarp-5-10-3,-13.69
sfsarp-5-10-4,-13.667
sfsarp-5-10-5,-13.555
sfsarp-5-5-1,-13.149
sfsarp-5-5-2,-10.859
sfsarp-5-5-3,-10.819
sfsarp-5-5-4,-10.804
sfsarp-5-5-5,-13.482
sfsarp-5-6-1,-13.586
sfsarp-5-6-2,-13.65
sfsarp-5-6-3,-13.506
sfsarp-5-6-4,-13.44
sfsarp-5-6-5,-13.571
sfsarp-5-7-1,-13.547
sfsarp-5-7-2,-13.547
sfsarp-5-7-3,-13.492
sfsarp-5-7-4,-13.576
sfsarp-5-7-5,-13.526
sfsarp-5-8-1,-13.639
sfsarp-5-8-2,-13.556
sfsarp-5-8-3,-13.616
sfsarp-5-8-4,-13.611
sfsarp-5-8-5,-13.646
sfsarp-5-9-1,-13.635
sfsarp-5-9-2,-13.654
sfsarp-5-9-3,-13.569
sfsarp-5-9-4,-13.579
sfsarp-5-9-5,-13.49
sfsarp-6-5-1,-13.512
sfsarp-6-5-2,-13.418
sfsarp-6-5-3,-13.632
sfsarp-6-5-4,-13.662
sfsarp-6-5-5,-13.53
sfsarp-6-6-1,-16.058
sfsarp-6-6-2,-16.253
sfsarp-6-6-3,-16.261
sfsarp-6-6-4,-16.367
sfsarp-6-6-5,-16.171
sfsarp-6-7-1,-16.364
sfsarp-6-7-2,-16.309
sfsarp-6-7-3,-13.66
sfsarp-6-7-4,-16.198
sfsarp-6-7-5,-16.397
sfsarp-6-8-1,-16.225
sfsarp-6-8-2,-16.401
sfsarp-6-8-3,-16.11
sfsarp-6-8-4,-16.172
sfsarp-6-8-5,-16.051
sfsarp-6-9-1,-16.409
sfsarp-6-9-2,-16.093
sfsarp-6-9-3,-16.139
sfsarp-6-9-4,-16.08
sfsarp-6-9-5,-16.205
sfsarp-7-5-1,-13.628
sfsarp-7-5-2,-13.529
sfsarp-7-5-3,-13.555
sfsarp-7-5-4,-13.398
sfsarp-7-5-5,-13.493
sfsarp-7-6-1,-13.506
sfsarp-7-6-2,-16.221
sfsarp-7-6-3,-16.234
sfsarp-7-6-4,-16.357
sfsarp-7-6-5,-16.366
sfsarp-7-7-1,-19.048
sfsarp-7-7-2,-18.991
sfsarp-7-7-3,-18.867
sfsarp-7-7-4,-16.306
sfsarp-7-7-5,-18.817
sfsarp-7-8-1,-18.909
sfsarp-7-8-2,-18.886
sfsarp-7-8-3,-18.86
sfsarp-7-8-4,-19.098
sfsarp-7-8-5,-18.927
sfsarp-8-5-1,-13.459
sfsarp-8-5-2,-13.472
sfsarp-8-5-3,-13.571
sfsarp-8-5-4,-13.37
sfsarp-8-5-5,-13.543
sfsarp-8-6-1,-16.012
sfsarp-8-6-2,-16.354
sfsarp-8-6-3,-16.321
sfsarp-8-6-4,-16.338
sfsarp-8-6-5,-16.226
sfsarp-8-7-1,-18.876
sfsarp-8-7-2,-19.021
sfsarp-8-7-3,-18.878
sfsarp-8-7-4,-18.8
sfsarp-8-7-5,-19.007
sfsarp-9-5-1,-13.495
sfsarp-9-5-2,-13.564
sfsarp-9-5-3,-13.411
sfsarp-9-5-4,-13.553
sfsarp-9-5-5,-13.49
sfsarp-9-6-1,-16.233
sfsarp-9-6-2,-16.386
sfsarp-9-6-3,-15.984
sfsarp-9-6-4,-16.375
sfsarp-9-6-5,-16.271
