ghsarp-10-5-0,15.65
ghsarp-10-5-1,5.999
ghsarp-10-5-2,15.041
ghsarp-10-5-3,7.16
ghsarp-10-5-4,7.137
ghsarp-10-5-5,10.356
ghsarp-10-5-6,13.916
ghsarp-10-5-7,11.607
ghsarp-10-5-8,-1.229
ghsarp-10-5-9,19.159
ghsarp-5-10-0,1.954
ghsarp-5-10-1,-12.354
ghsarp-5-10-2,12.939
ghsarp-5-10-3,-3.644
ghsarp-5-10-4,4.753
ghsarp-5-10-5,-7.96
ghsarp-5-10-6,9.986
ghsarp-5-10-7,-5.099
ghsarp-5-10-8,-8.785
ghsarp-5-10-9,-1.558
ghsarp-5-5-0,9.334
ghsarp-5-5-1,-1.071
ghsarp-5-5-2,-1.53
ghsarp-5-5-3,10.152
ghsarp-5-5-4,-4.113
ghsarp-5-5-5,0.845
ghsarp-5-5-6,8.254
ghsarp-5-5-7,13.698
ghsarp-5-5-8,9.908
ghsarp-5-5-9,8.578
ghsarp-5-6-0,-6.721
ghsarp-5-6-1,7.03
ghsarp-5-6-2,12.108
ghsarp-5-6-3,3.636
ghsarp-5-6-4,3.492
ghsarp-5-6-5,-0.702
ghsarp-5-6-6,1.647
ghsarp-5-6-7,8.561
ghsarp-5-6-8,-5.449
ghsarp-5-6-9,-4.231
ghsarp-5-7-0,2.077
ghsarp-5-7-1,6.507
ghsarp-5-7-2,0.622
ghsarp-5-7-3,5.78
ghsarp-5-7-4,7.42
ghsarp-5-7-5,-4.461
ghsarp-5-7-6,2.85
ghsarp-5-7-7,0.524
ghsarp-5-7-8,-6.572
ghsarp-5-7-9,0.538
ghsarp-5-8-0,10.947
ghsarp-5-8-1,3.686
ghsarp-5-8-2,4.234
ghsarp-5-8-3,-2.797
ghsarp-5-8-4,3.243
ghsarp-5-8-5,3.615
ghsarp-5-8-6,7.156
ghsarp-5-8-7,2.242
ghsarp-5-8-8,5.581
ghsarp-5-8-9,2.199
ghsarp-5-9-0,-6.19
ghsarp-5-9-1,-1.084
ghsarp-5-9-2,5.347
ghsarp-5-9-3,8.675
ghsarp-5-9-4,6.051
ghsarp-5-9-5,2.304
ghsarp-5-9-6,-3.303
ghsarp-5-9-7,-3.063
ghsarp-5-9-8,1.148
ghsarp-5-9-9,-7.929
ghsarp-6-5-0,6.557
ghsarp-6-5-1,3.456
ghsarp-6-5-2,10.271
ghsarp-6-5-3,12.777
ghsarp-6-5-4,9.851
ghsarp-6-5-5,6.433
ghsarp-6-5-6,4.925
ghsarp-6-5-7,12.318
ghsarp-6-5-8,-2.192
ghsarp-6-5-9,-0.214
ghsarp-6-6-0,4.553
ghsarp-6-6-1,8.378
ghsarp-6-6-2,5.988
ghsarp-6-6-3,8.806
ghsarp-6-6-4,16.556
ghsarp-6-6-5,-5.249
ghsarp-6-6-6,2.667
ghsarp-6-6-7,-12.843
ghsarp-6-6-8,1.403
ghsarp-6-6-9,5.458
ghsarp-6-7-0,2.215
ghsarp-6-7-1,6.607
ghsarp-6-7-2,13.03
ghsarp-6-7-3,9.866
ghsarp-6-7-4,-1.578
ghsarp-6-7-5,-4.417
ghsarp-6-7-6,9.708
ghsarp-6-7-7,-1.339
ghsarp-6-7-8,2.528
ghsarp-6-7-9,0.646
ghsarp-6-8-0,5.412
ghsarp-6-8-1,2.006
ghsarp-6-8-2,6.581
ghsarp-6-8-3,12.458
ghsarp-6-8-4,-7.381
ghsarp-6-8-5,1.644
ghsarp-6-8-6,-1.539
ghsarp-6-8-7,0.401
ghsarp-6-8-8,0.186
ghsarp-6-8-9,3.227
ghsarp-6-9-0,9.38
ghsarp-6-9-1,-1.664
ghsarp-6-9-2,1.101
ghsarp-6-9-3,-5.169
ghsarp-6-9-4,-2.51
ghsarp-6-9-5,0.21
ghsarp-6-9-6,-2.155
ghsarp-6-9-7,4.09
ghsarp-6-9-8,-8.89
ghsarp-6-9-9,-0.078
ghsarp-7-5-0,7.318
ghsarp-7-5-1,15.755
ghsarp-7-5-2,7.709
ghsarp-7-5-3,10.343
ghsarp-7-5-4,14.016
ghsarp-7-5-5,5.199
ghsarp-7-5-6,5.906
ghsarp-7-5-7,2.125
ghsarp-7-5-8,8.658
ghsarp-7-5-9,4.388
ghsarp-7-6-0,6.048
ghsarp-7-6-1,8.588
ghsarp-7-6-2,6.662
ghsarp-7-6-3,12.17
ghsarp-7-6-4,-0.181
ghsarp-7-6-5,1.078
ghsarp-7-6-6,10.285
ghsarp-7-6-7,10.062
ghsarp-7-6-8,5.505
ghsarp-7-6-9,-1.811
ghsarp-7-7-0,6.988
ghsarp-7-7-1,12.364
ghsarp-7-7-2,10.403
ghsarp-7-7-3,12.523
ghsarp-7-7-4,2.655
ghsarp-7-7-5,13.035
ghsarp-7-7-6,10.988
ghsarp-7-7-7,5.171
ghsarp-7-7-8,4.941
ghsarp-7-7-9,9.71
ghsarp-7-8-0,0.82
ghsarp-7-8-1,3.587
ghsarp-7-8-2,12.983
ghsarp-7-8-3,1.756
ghsarp-7-8-4,-4.169
ghsarp-7-8-5,-2.47
ghsarp-7-8-6,2.421
ghsarp-7-8-7,-9.785
ghsarp-7-8-8,-14.897
ghsarp-7-8-9,7.337
ghsarp-8-5-0,8.967
ghsarp-8-5-1,16.314
ghsarp-8-5-2,2.9
ghsarp-8-5-3,15.536
ghsarp-8-5-4,5.606
ghsarp-8-5-5,4.145
ghsarp-8-5-6,10.437
ghsarp-8-5-7,6.708
ghsarp-8-5-8,9.76
ghsarp-8-5-9,9.969
ghsarp-8-6-0,8.145
ghsarp-8-6-1,12.194
ghsarp-8-6-2,21.424
ghsarp-8-6-3,17.878
ghsarp-8-6-4,6.418
ghsarp-8-6-5,-1.837
ghsarp-8-6-6,13.322
ghsarp-8-6-7,10.774
ghsarp-8-6-8,5.701
ghsarp-8-6-9,10.87
ghsarp-8-7-0,9.629
ghsarp-8-7-1,-2.445
ghsarp-8-7-2,5.008
ghsarp-8-7-3,5.132
ghsarp-8-7-4,2.876
ghsarp-8-7-5,8.71
ghsarp-8-7-6,2.121
ghsarp-8-7-7,-1.206
ghsarp-8-7-8,-14.439
ghsarp-8-7-9,10.679
ghsarp-9-5-0,2.134
ghsarp-9-5-1,20.219
ghsarp-9-5-2,23.215
ghsarp-9-5-3,16.911
ghsarp-9-5-4,9.443
ghsarp-9-5-5,8.397
ghsarp-9-5-6,11.136
ghsarp-9-5-7,15.204
ghsarp-9-5-8,16.331
ghsarp-9-5-9,16.372
ghsarp-9-6-0,2.95
ghsarp-9-6-1,-3.97
ghsarp-9-6-2,17.052
ghsarp-9-6-3,1.86
ghsarp-9-6-4,1.311
ghsarp-9-6-5,9.727
ghsarp-9-6-6,4.085
ghsarp-9-6-7,7.233
ghsarp-9-6-8,-8.695
ghsarp-9-6-9,13.623
