10	5	20	60
0	  37.7514	-122.3944	0	0	540	1140
1	  37.7938	-122.4030	0	3	551	611
2	  37.6163	-122.3860	0	3	647	707
3	  37.7891	-122.4014	0	3	1007	1067
4	  37.8084	-122.4100	0	3	887	947
5	  37.8044	-122.4456	0	3	717	777
6	  37.7947	-122.3994	0	3	922	982
7	  37.7937	-122.3973	0	3	600	660
8	  37.7710	-122.4252	0	3	747	807
9	  37.8044	-122.4456	0	3	717	777
10	  37.7713	-122.4367	0	3	625	685
11	  37.8066	-122.4214	0	3	735	795
12	  37.7649	-122.4314	0	3	993	1053
13	  37.7634	-122.4577	0	3	867	927
14	  37.7629	-122.3924	0	3	919	979
15	  37.7813	-122.4609	0	3	700	760
16	  37.7992	-122.4091	0	3	950	1010
17	  37.7928	-122.4035	0	3	805	865
18	  37.7661	-122.4501	0	3	730	790
19	  37.7997	-122.4078	0	3	725	785
20	  37.7876	-122.4086	0	3	984	1044
21	  37.7927	-122.3941	0	1	540	1020
22	  37.7750	-122.4039	0	1	540	1020
23	  37.7890	-122.4187	0	1	540	1020
24	  37.7701	-122.4470	0	1	540	1020
25	  37.7890	-122.4026	0	1	540	1020
26	  37.7766	-122.3922	0	1	540	1020
27	  37.6179	-122.3858	0	1	540	1020
28	  37.6166	-122.3881	0	1	540	1020
29	  37.8066	-122.4140	0	1	540	1020
30	  37.8006	-122.4362	0	1	540	1020
31	  37.7890	-122.4187	0	1	540	1020
32	  37.6754	-122.3890	0	1	540	1020
33	  37.7692	-122.4696	0	1	540	1020
34	  37.7890	-122.4187	0	1	540	1020
35	  37.7766	-122.3922	0	1	540	1020
36	  37.7915	-122.4122	0	1	540	1020
37	  37.7950	-122.3936	0	1	540	1020
38	  37.8016	-122.4300	0	1	540	1020
39	  37.7119	-122.2098	0	1	540	1020
40	  37.8002	-122.4475	0	1	540	1020
41	  37.7760	-122.4466	0	1	540	1020
42	  37.7940	-122.4015	0	1	540	1020
43	  37.7996	-122.4227	0	1	540	1020
44	  37.8031	-122.4198	0	1	540	1020
45	  37.7932	-122.3977	0	1	540	1020
46	  37.7914	-122.3976	0	1	540	1020
47	  37.7994	-122.4243	0	1	540	1020
48	  37.8031	-122.4198	0	1	540	1020
49	  37.7809	-122.4326	0	1	540	1020
50	  37.7884	-122.4073	0	1	540	1020
51	  37.7811	-122.4626	0	1	540	1020
52	  37.7914	-122.3976	0	1	540	1020
53	  37.8016	-122.4300	0	1	540	1020
54	  37.6166	-122.3881	0	1	540	1020
55	  37.6179	-122.3858	0	1	540	1020
56	  37.8081	-122.4158	0	1	540	1020
57	  37.7811	-122.4626	0	1	540	1020
58	  37.7764	-122.3959	0	1	540	1020
59	  37.7766	-122.3922	0	1	540	1020
60	  37.7437	-122.4212	0	1	540	1020
61	  37.7828	-122.4644	0	1	540	1020
62	  37.8031	-122.4198	0	1	540	1020
63	  37.8016	-122.4300	0	1	540	1020
64	  37.7750	-122.4039	0	1	540	1020
65	  37.8069	-122.4191	0	1	540	1020
66	  37.7692	-122.4696	0	1	540	1020
67	  37.7996	-122.4227	0	1	540	1020
68	  37.7915	-122.4122	0	1	540	1020
69	  37.6179	-122.3858	0	1	540	1020
70	  37.7868	-122.4067	0	1	540	1020
71	  37.6166	-122.3881	0	1	540	1020
72	  37.8082	-122.4163	0	1	540	1020
73	  37.7874	-122.4033	0	1	540	1020
74	  37.7811	-122.4626	0	1	540	1020
75	  37.7437	-122.4212	0	1	540	1020
76	  37.7884	-122.4073	0	1	540	1020
77	  37.7618	-122.4211	0	1	540	1020
78	  37.8072	-122.4073	0	1	540	1020
79	  37.7574	-122.4126	0	1	540	1020
80	  37.7932	-122.3977	0	1	540	1020
81	  37.7945	-122.3949	0	-3	559	649
82	  37.6164	-122.3880	0	-3	703	793
83	  37.7914	-122.3967	0	-3	1009	1099
84	  37.8084	-122.4101	0	-3	890	980
85	  37.8002	-122.4412	0	-3	720	810
86	  37.7926	-122.3960	0	-3	927	1017
87	  37.7929	-122.3972	0	-3	615	705
88	  37.7679	-122.4289	0	-3	755	845
89	  37.8002	-122.4412	0	-3	720	810
90	  37.8084	-122.4100	0	-3	693	783
91	  37.8056	-122.4221	0	-3	736	826
92	  37.7590	-122.4327	0	-3	1001	1091
93	  37.7727	-122.4541	0	-3	887	977
94	  37.7637	-122.3918	0	-3	923	1013
95	  37.7875	-122.4469	0	-3	707	797
96	  37.8080	-122.4158	0	-3	956	1046
97	  37.7952	-122.4049	0	-3	808	898
98	  37.7694	-122.4506	0	-3	731	821
99	  37.7924	-122.3939	0	-3	739	829
100	  37.7906	-122.4174	0	-3	1005	1095
101	  37.7924	-122.3942	0	-1	540	1020
102	  37.7936	-122.3984	0	-1	540	1020
103	  37.7843	-122.4168	0	-1	540	1020
104	  37.7784	-122.4663	0	-1	540	1020
105	  37.7854	-122.3999	0	-1	540	1020
106	  37.7821	-122.3925	0	-1	540	1020
107	  37.6740	-122.3896	0	-1	540	1020
108	  37.6164	-122.3881	0	-1	540	1020
109	  37.8066	-122.4139	0	-1	540	1020
110	  37.7901	-122.4018	0	-1	540	1020
111	  37.7843	-122.4168	0	-1	540	1020
112	  37.6762	-122.3886	0	-1	540	1020
113	  37.7637	-122.4568	0	-1	540	1020
114	  37.7843	-122.4168	0	-1	540	1020
115	  37.7821	-122.3925	0	-1	540	1020
116	  37.7880	-122.4028	0	-1	540	1020
117	  37.8068	-122.4203	0	-1	540	1020
118	  37.8012	-122.4279	0	-1	540	1020
119	  37.7927	-122.3994	0	-1	540	1020
120	  37.7995	-122.4235	0	-1	540	1020
121	  37.7739	-122.4341	0	-1	540	1020
122	  37.8065	-122.4142	0	-1	540	1020
123	  37.7963	-122.4220	0	-1	540	1020
124	  37.7887	-122.4053	0	-1	540	1020
125	  37.7872	-122.4090	0	-1	540	1020
126	  37.7911	-122.3996	0	-1	540	1020
127	  37.7787	-122.4312	0	-1	540	1020
128	  37.7887	-122.4053	0	-1	540	1020
129	  37.7757	-122.4329	0	-1	540	1020
130	  37.7860	-122.4121	0	-1	540	1020
131	  37.7807	-122.4704	0	-1	540	1020
132	  37.7911	-122.3996	0	-1	540	1020
133	  37.8012	-122.4279	0	-1	540	1020
134	  37.6164	-122.3881	0	-1	540	1020
135	  37.6740	-122.3896	0	-1	540	1020
136	  37.8076	-122.4158	0	-1	540	1020
137	  37.7807	-122.4704	0	-1	540	1020
138	  37.7757	-122.3969	0	-1	540	1020
139	  37.7821	-122.3925	0	-1	540	1020
140	  37.7434	-122.4213	0	-1	540	1020
141	  37.7888	-122.4878	0	-1	540	1020
142	  37.7887	-122.4053	0	-1	540	1020
143	  37.8012	-122.4279	0	-1	540	1020
144	  37.7936	-122.3984	0	-1	540	1020
145	  37.8073	-122.4149	0	-1	540	1020
146	  37.7637	-122.4568	0	-1	540	1020
147	  37.7963	-122.4220	0	-1	540	1020
148	  37.7880	-122.4028	0	-1	540	1020
149	  37.6740	-122.3896	0	-1	540	1020
150	  37.7868	-122.4066	0	-1	540	1020
151	  37.6164	-122.3881	0	-1	540	1020
152	  37.7993	-122.4189	0	-1	540	1020
153	  37.7901	-122.4205	0	-1	540	1020
154	  37.7807	-122.4704	0	-1	540	1020
155	  37.7434	-122.4213	0	-1	540	1020
156	  37.7860	-122.4121	0	-1	540	1020
157	  37.7622	-122.4218	0	-1	540	1020
158	  37.8041	-122.4051	0	-1	540	1020
159	  37.8014	-122.4317	0	-1	540	1020
160	  37.7872	-122.4090	0	-1	540	1020
