
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-10-10-A-1.txt ,0.53244,4.70854,1.97132,2.83604,7.44441,4.15604,21.6488,2.45945,21.7497,9.1059,13.1002,34.3872,19.1976
sarp-10-10-A-2.txt ,1.30763,2.03783,1.13516,2.26581,16.6657,6.63557,30.0477,4.35185,6.78199,3.77786,7.54071,55.4641,22.0835
sarp-10-10-A-4.txt ,0.491175,3.75037,2.11272,1.63054,0.165907,17.5633,25.714,1.91014,14.5849,8.21622,6.34104,0.645198,68.3025
sarp-10-10-B-1.txt ,1.00272,3.46532,1.95648,2.36782,7.15909,8.27081,24.2222,4.13966,14.3064,8.07721,9.77541,29.5559,34.1455
sarp-10-10-B-3.txt ,0.302301,4.5479,2.4589,1.60495,11.0192,8.90003,28.8332,1.04845,15.7731,8.528,5.56633,38.2168,30.8673
sarp-10-10-B-4.txt ,0.650698,3.56162,2.11468,1.77784,4.24205,16.6839,29.0308,2.2414,12.2684,7.28427,6.12397,14.6122,57.4697
sarp-10-10-C-1.txt ,0.671725,5.80679,5.22843,1.5668,16.1769,11.5633,41.0139,1.6378,14.1581,12.7479,3.82018,39.4425,28.1935
sarp-10-10-C-2.txt ,0.792913,4.48604,4.91065,2.39527,1.42183,14.5428,28.5495,2.77733,15.7132,17.2005,8.38987,4.98024,50.9389
sarp-10-10-C-3.txt ,1.09462,5.68589,4.08405,1.4761,7.58975,11.3206,31.251,3.50266,18.1943,13.0686,4.72338,24.2864,36.2247
sarp-10-10-C-4.txt ,1.9981,4.47537,2.84392,0.720852,6.11048,17.428,33.5768,5.95084,13.3288,8.46992,2.14688,18.1985,51.9051
sarp-7-5-A-1.txt ,0.82603,2.20576,1.28512,1.26216,11.8314,4.80662,22.2171,3.71799,9.9282,5.78436,5.68102,53.2537,21.6347
