 1A
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sarp-30-20-A-1,30,20,12,144.065,60.187,116.518,6,0.06,87.734,Optimal,39.487,39.487,0
 sarp-30-20-A-2,30,20,0,142.623,0,104.328,5,0.01,38.295,Optimal,38.295,38.295,0
 sarp-30-20-B-1,30,20,11,172.39,81.019,163.99,4,0.09,89.419,Optimal,57.329,57.329,0
 sarp-30-20-B-2,30,20,10,175.171,71.058,161.276,5,0.05,84.953,Optimal,47.644,47.644,0
 sarp-30-20-C-1,30,20,12,427.418,198.548,292.514,6,0.08,333.452,Optimal,139.162,139.162,0
 sarp-30-20-C-2,30,20,0,481.596,0,262.752,7,0.01,218.844,Optimal,218.844,218.844,0
 sarp-30-30-A-1,30,30,12,136.958,58.444,119.738,6,0.13,75.664,Optimal,40.826,40.826,0
 sarp-30-30-A-2,30,30,13,133.353,64.836,109.02,7,0.17,89.169,Optimal,45.378,45.378,-1.56583e-14
 sarp-30-30-B-1,30,30,14,154.983,85.421,118.91,6,0.1,121.494,Optimal,62.237,62.237,0
 sarp-30-30-B-2,30,30,10,155.395,55.122,144.624,4,0.13,65.893,Optimal,36.768,36.768,0
 sarp-30-30-C-1,30,30,15,507.346,249.679,356.408,5,0.18,400.617,Optimal,194.019,194.019,-1.46489e-14
 sarp-30-30-C-2,30,30,13,451.005,214.651,318.412,6,0.16,347.244,Optimal,144.777,144.777,0
 sarp-5-15-A-1,5,15,3,24.646,25.235,42.182,2,0.01,7.699,Optimal,12.815,12.815,0
 sarp-5-15-A-2,5,15,2,26.294,16.353,40.434,1,0,2.213,Optimal,13.455,13.455,0
 sarp-5-15-B-1,5,15,2,28.148,21.665,33.58,1,0,16.233,Optimal,12.925,12.925,0
 sarp-5-15-B-2,5,15,3,26.809,21.583,35.006,1,0.01,13.386,Optimal,10.221,10.221,0
 sarp-5-15-C-1,5,15,3,74.395,62.253,70.472,2,0.01,66.176,Optimal,40.449,40.449,0
 sarp-5-15-C-2,5,15,2,56.267,37.684,46.46,2,0.01,47.491,Optimal,33.774,33.774,0
 sarp-5-20-A-1,5,20,1,28.045,6.89,31.372,2,0.01,3.563,Optimal,3.302,3.302,0
 sarp-5-20-A-2,5,20,2,28.148,16.27,28.06,1,0.02,16.358,Optimal,12.222,12.222,0
 sarp-5-20-B-1,5,20,2,35.667,21.001,47.886,1,0.01,8.782,Optimal,13.411,13.411,0
 sarp-5-20-B-2,5,20,3,33.195,30.879,39.33,2,0.01,24.744,Optimal,12.525,12.525,0
 sarp-5-20-C-1,5,20,4,72.335,78.439,67.712,3,0.02,83.062,Optimal,51.069,51.069,0
 sarp-5-20-C-2,5,20,3,75.425,65.656,76.636,1,0.02,64.445,Optimal,41.368,41.368,0
 sarp-5-30-A-1,5,30,3,24.955,16.188,30.912,2,0.02,10.231,Optimal,11.864,11.864,0
 sarp-5-30-A-2,5,30,3,26.603,19.259,38.18,2,0.01,7.682,Optimal,11.439,11.439,0
 sarp-5-30-B-1,5,30,3,28.869,22.081,38.134,1,0.01,12.816,Optimal,15.687,15.687,0
 sarp-5-30-B-2,5,30,3,36.594,21.417,38.318,2,0.01,19.693,Optimal,11.297,11.297,0
 sarp-5-30-C-1,5,30,2,82.017,43.909,64.814,2,0.01,61.112,Optimal,38.297,38.297,0
 sarp-5-30-C-2,5,30,2,111.784,37.684,69.92,2,0.01,79.548,Optimal,30.37,30.37,0
