
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,1.2236,2.03471,1.1528,1.14262,5.55373,22.032,36.6368,20.7572,20.574
 sarp-10-5-A-2,1.9338,0.760159,0.4665,1.38065,4.54111,42.5843,16.7395,10.2728,30.4034
 sarp-10-5-B-1,1.3668,2.62029,1.4303,1.01172,6.42911,21.2596,40.7567,22.2472,15.7365
 sarp-10-5-B-2,1.4893,2.01827,1.4151,1.35797,6.28063,23.7126,32.1348,22.5312,21.6215
 sarp-10-5-C-1,2.6497,2.55042,2.328,1.13459,8.66271,30.5874,29.4414,26.8738,13.0974
 sarp-10-5-C-2,2.8713,2.27553,2.9149,0.8609,8.92263,32.18,25.5029,32.6686,9.6485
 sarp-5-10-A-1,0,1.80468,1.1292,0.590829,3.52471,0,51.2009,32.0367,16.7625
 sarp-5-10-A-2,0.5137,1.33265,0.7001,0.809649,3.3561,15.3065,39.7082,20.8606,24.1247
 sarp-5-10-B-1,0.6662,0.862727,0.5523,0.706307,2.78753,23.8993,30.9495,19.8132,25.3381
 sarp-5-10-B-2,0,2.66239,1.2958,1.05557,5.01376,0,53.1017,25.8449,21.0534
 sarp-5-10-C-1,0.5152,2.19354,1.5239,0.875678,5.10832,10.0855,42.9406,29.8317,17.1422
 sarp-5-10-C-2,0,2.53539,2.7699,1.19917,6.50446,0,38.9792,42.5846,18.4362
 sarp-5-5-A-1,0.8205,1.01652,0.6143,0.883478,3.3348,24.6042,30.4821,18.4209,26.4927
 sarp-5-5-A-2,0.4651,1.18338,0.7083,0.9108,3.26758,14.2338,36.2158,21.6766,27.8739
 sarp-5-5-B-1,0.7903,2.00594,0.937,0.579622,4.31286,18.3243,46.5106,21.7257,13.4394
 sarp-5-5-B-2,0.7043,1.14621,0.7734,0.660215,3.28412,21.4456,34.9015,23.5497,20.1032
 sarp-5-5-C-1,0,3.06533,2.6005,0.940595,6.60642,0,46.3992,39.3632,14.2376
 sarp-5-5-C-2,0.5478,2.1518,1.3691,0.724061,4.79276,11.4297,44.8969,28.566,15.1074
 sarp-5-6-A-1,0.5157,1.1612,0.7381,1.07087,3.48587,14.794,33.3116,21.174,30.7203
 sarp-5-6-A-2,0,2.73316,1.3166,0.669515,4.71927,0,57.9148,27.8984,14.1868
 sarp-5-6-B-1,0.5746,1.55922,0.8953,0.846227,3.87535,14.827,40.2344,23.1024,21.8361
 sarp-5-6-B-2,0.7706,1.04281,0.5821,1.29314,3.68865,20.8911,28.2708,15.7808,35.0573
 sarp-5-6-C-1,0,3.21522,2.6153,0.559959,6.39048,0,50.3127,40.9249,8.76239
 sarp-5-6-C-2,0,3.02347,2.6485,0.790729,6.4627,0,46.7834,40.9814,12.2353
 sarp-5-7-A-1,0.2916,2.48985,0.9962,0.731422,4.50908,6.46696,55.2187,22.0932,16.2211
 sarp-5-7-A-2,0.6714,1.9753,0.7398,1.20745,4.59395,14.6149,42.9978,16.1038,26.2836
 sarp-5-7-B-1,0,3.01111,1.5334,1.06749,5.612,0,53.6549,27.3236,19.0215
 sarp-5-7-B-2,0.8237,1.59579,0.7225,0.916883,4.05887,20.2938,39.316,17.8005,22.5896
 sarp-5-7-C-1,0.6843,1.77681,1.6949,0.782751,4.93876,13.8557,35.9769,34.3183,15.8491
 sarp-5-8-A-1,0.57,1.49495,0.7868,1.21809,4.06983,14.0055,36.7324,19.3325,29.9297
 sarp-5-8-B-1,0,2.56546,1.5259,0.651371,4.74273,0,54.0924,32.1735,13.7341
 sarp-5-8-B-2,0.3562,1.93374,1.1734,0.688534,4.15188,8.57925,46.5752,28.2619,16.5837
 sarp-5-8-C-2,0.3917,2.06619,1.8651,0.581256,4.90424,7.98696,42.1306,38.0303,11.8521
 sarp-5-9-A-1,0.7551,1.13869,0.4692,0.545783,2.90878,25.9594,39.1468,16.1305,18.7633
 sarp-5-9-B-1,0.3375,1.75362,0.9974,0.77718,3.8657,8.73063,45.3636,25.8013,20.1045
 sarp-5-9-B-2,0.2895,1.8507,1.1293,0.956627,4.22613,6.85024,43.7919,26.7219,22.636
 sarp-5-9-C-1,0.4634,1.92754,1.9149,0.674388,4.98022,9.3048,38.7038,38.4501,13.5413
 sarp-6-5-A-1,1.0717,0.683385,0.4036,1.34648,3.50516,30.5749,19.4965,11.5144,38.4141
 sarp-6-5-A-2,0.6305,1.79556,0.97,0.962107,4.35817,14.4671,41.1999,22.2571,22.076
 sarp-6-5-B-1,0.573,2.29321,1.3787,0.884705,5.12962,11.1704,44.7054,26.8772,17.247
 sarp-6-5-B-2,0.9954,1.31997,0.9118,1.53632,4.76349,20.8964,27.7102,19.1414,32.252
 sarp-6-5-C-1,0.5469,3.04033,2.6291,0.857156,7.07349,7.73169,42.9821,37.1684,12.1179
 sarp-6-5-C-2,0.576,2.94772,1.9102,1.1813,6.61522,8.7072,44.5596,28.8758,17.8573
 sarp-6-6-A-1,0,2.18923,1.7007,1.20383,5.09376,0,42.9786,33.3879,23.6335
 sarp-6-6-A-2,1.0625,0.920476,0.5042,0.975151,3.46233,30.6875,26.5855,14.5625,28.1646
 sarp-6-6-B-1,0,3.43557,2.1406,0.8297,6.40587,0,53.6316,33.4162,12.9522
 sarp-6-6-B-2,0.7297,1.59852,1.1607,1.14511,4.63404,15.7465,34.4953,25.0473,24.7109
 sarp-6-6-C-1,0.7643,3.79592,2.2274,0.986468,7.77409,9.83137,48.8279,28.6516,12.6892
 sarp-6-6-C-2,0.3807,2.65448,2.4354,0.972061,6.44264,5.90906,41.2018,37.8013,15.0879
 sarp-6-7-A-1,0.5347,2.29057,0.9918,1.02425,4.84132,11.0445,47.3129,20.4861,21.1565
 sarp-6-7-A-2,0.2724,2.09487,1.308,1.0697,4.74498,5.74081,44.1492,27.566,22.5439
 sarp-6-7-B-1,0.9612,1.5778,0.6957,0.591551,3.82626,25.1212,41.2363,18.1823,15.4603
