 1A
Instance,Detours(%)
 sarp-10-10-A-1,0,0,0,0,1.252e-12,0,0,0,0,0
 sarp-10-10-A-2,-1.687e-12,0,0,0,0,0,0,3.374e-12,0,0
 sarp-10-10-B-1,0,0,0,0,0,0,0,0,0,0
 sarp-10-10-B-2,0,0,0,0,0,0,0,0,0,0
 sarp-10-10-C-1,0,0,0,0,0,0,0,0,0,0
 sarp-10-10-C-2,0,0,0,0,0,0,7.65e-13,0,0,2.689e-12
 sarp-10-15-A-1,0,0,0,0,3.155e-12,0,0,0,0,0
 sarp-10-15-A-2,0,0,0,0,0,0,0,0,0,0
 sarp-10-15-B-1,0,-1.481e-12,0,0,1.21e-12,-8.55e-13,0,0,0,0
 sarp-10-15-B-2,1.252e-12,0,0,0,0,0,0,-9.95e-13,0,0
 sarp-10-15-C-1,0,0,0,-5.02e-13,0,0,0,0,0,0
 sarp-10-15-C-2,0,6.04e-13,1.07e-12,4e-13,0,0,0,0,8.26e-13,0
 sarp-10-20-A-1,0,1.023e-12,0,1.727e-12,0,0,1.512e-12,-1.481e-12,0,1.544e-12
 sarp-10-20-A-2,1.727e-12,0,0,0,0,0,-1.191e-12,0,0,0
 sarp-10-20-B-1,1.512e-12,0,0,0,1.038e-12,0,0,1.912e-12,0,0
 sarp-10-20-B-2,0,0,0,0,0,9.82e-13,0,1.009e-12,0,-8.55e-13
 sarp-10-20-C-1,0,0,0,0,0,0,0,0,0,8.26e-13
 sarp-10-20-C-2,0,0,0,0,-6.99e-13,0,0,0,0,0
 sarp-10-30-A-1,0,1.512e-12,1.578e-12,0,0,0,0,0,-1.612e-12,1.512e-12
 sarp-10-30-A-2,0,1.727e-12,0,0,0,0,0,2.421e-12,0,0
 sarp-10-30-B-1,0,0,9.69e-13,0,0,1.252e-12,0,1.512e-12,1.101e-12,0
 sarp-10-30-B-2,1.912e-12,2.235e-12,0,0,0,0,0,1.023e-12,0,0
 sarp-10-30-C-1,0,7.73e-13,0,0,0,0,2.89e-13,8.76e-13,0,0
 sarp-10-30-C-2,0,0,0,0,0,0,0,0,0,0
 sarp-15-10-A-1,0,0,1.252e-12,0,0,1.345e-12,0,0,0,0,0,0,0,0,0
 sarp-15-10-A-2,0,1.21e-12,0,0,1.345e-12,0,1.345e-12,0,0,0,0,0,0,0,0
 sarp-15-10-B-1,0,8.86e-13,1.252e-12,0,0,0,0,0,0,0,0,0,0,-8.65e-13,0
 sarp-15-10-B-2,0,1.512e-12,0,0,0,0,1.345e-12,0,0,0,1.731e-12,8.86e-13,0,0,0
 sarp-15-10-C-1,0,0,-7.06e-13,0,0,0,0,1.58e-12,0,0,0,0,0,0,0
 sarp-15-10-C-2,4.6e-13,0,0,0,0,0,4.72e-13,0,0,0,0,0,0,0,0
 sarp-15-15-A-1,0,0,1.231e-12,0,0,0,0,0,0,0,-1.481e-12,0,0,0,0
 sarp-15-15-A-2,0,0,0,0,1.252e-12,0,1.231e-12,0,0,0,0,1.009e-12,0,0,0
 sarp-15-15-B-1,0,0,0,0,0,0,1.009e-12,0,0,0,0,0,0,0,0
 sarp-15-15-B-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-15-15-C-1,0,0,0,0,0,0,0,0,3.73e-13,7.66e-13,1.727e-12,0,3.73e-13,9.9e-13,0
 sarp-15-15-C-2,0,0,0,0,0,0,0,0,0,0,0,0,3.64e-13,0,0
 sarp-15-20-A-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.235e-12
 sarp-15-20-A-2,0,1.727e-12,0,0,0,0,3.538e-12,1.101e-12,0,0,0,0,0,0,0
 sarp-15-20-B-1,0,0,0,1.231e-12,0,1.023e-12,0,0,0,0,0,0,0,0,0
 sarp-15-20-B-2,1.727e-12,0,0,0,0,0,0,0,0,0,0,0,0,8.45e-13,0
 sarp-15-20-C-1,8.61e-13,0,0,0,0,0,5.96e-13,3.77e-13,0,0,0,0,3.26e-13,3.05e-13,4.58e-13
 sarp-15-20-C-2,0,0,0,0,0,0,0,5.2e-13,1.58e-12,0,0,0,0,0,0
 sarp-15-30-A-1,0,0,0,0,0,1.023e-12,0,0,0,0,0,1.345e-12,0,0,0
 sarp-15-30-A-2,0,0,0,0,1.231e-12,2.462e-12,0,0,0,1.727e-12,0,0,0,0,3.816e-12
 sarp-15-30-B-1,0,0,0,0,0,0,1.578e-12,0,0,1.153e-12,0,0,1.038e-12,0,0
 sarp-15-30-B-2,0,0,0,0,2.137e-12,0,1.912e-12,0,8.86e-13,0,0,0,0,0,0
 sarp-15-30-C-1,6.86e-13,0,0,3.25e-13,0,0,0,-3.83e-13,0,1.287e-12,0,-4.55e-13,3.73e-13,6.61e-13,0
 sarp-15-30-C-2,5.6e-13,0,0,0,0,0,0,0,0,3.68e-13,-3.62e-13,0,0,0,0
