 1A
Instance,Detours(%)
 sarp-30-10-A-1,0,0,0,0,0,0,-1.481e-12,0,1.252e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86e-13,0,0,0,0
 sarp-30-10-A-2,0,1.727e-12,0,0,0,0,2.963e-12,0,0,0,0,0,0,1.544e-12,0,0,0,1.252e-12,0,0,0,0,8.26e-13,0,0,0,1.345e-12,0,0,0
 sarp-30-10-B-1,0,0,0,0,1.252e-12,0,0,0,0,0,1.009e-12,0,0,0,0,0,1.345e-12,0,2.137e-12,0,0,0,0,0,6.86e-13,0,1.038e-12,0,0,0
 sarp-30-10-B-2,1.172e-12,1.578e-12,0,0,0,0,-9.95e-13,0,0,0,0,0,0,2.548e-12,0,1.101e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-30-10-C-1,0,0,0,0,0,0,0,4.98e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-30-10-C-2,0,0,0,0,0,0,0,0,0,5.26e-13,0,0,0,0,0,0,0,1.69e-12,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-30-15-A-1,1.512e-12,0,0,0,0,0,0,1.727e-12,3.298e-12,0,0,0,0,0,0,0,2.792e-12,0,1.727e-12,1.038e-12,0,0,0,0,0,0,0,0,0,0
 sarp-30-15-A-2,0,2.071e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068e-12,0,1.544e-12,0,0,0,1.21e-12,1.544e-12,0,0,0,0,0
 sarp-30-15-B-1,0,0,0,0,1.345e-12,0,0,0,0,0,0,0,1.009e-12,0,0,0,0,0,1.038e-12,0,0,7.65e-13,0,0,0,2.792e-12,0,0,0,0
 sarp-30-15-B-2,0,2.071e-12,1.231e-12,0,0,0,4.028e-12,0,0,0,2.421e-12,0,0,0,3.155e-12,1.023e-12,0,0,0,1.038e-12,0,0,0,0,0,0,0,0,0,0
 sarp-30-15-C-1,0,0,0,0,0,1.287e-12,0,0,0,0,0,0,0,1.023e-12,0,0,0,8.45e-13,0,0,0,0,0,0,0,0,0,0,0,2.93e-13
 sarp-30-15-C-2,6.49e-13,0,1.023e-12,0,0,6.59e-13,0,0,2.76e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86e-13,0,0
