 1A
Instance,Detours(%)
 sarp-20-10-A-1,0,0,0,0,1.727e-12,0,2.343e-12,0,0,0,0,0,0,0,1.345e-12,0,0,0,0,1.578e-12
 sarp-20-10-A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-20-10-B-1,0,0,0,1.231e-12,0,0,0,0,0,1.345e-12,1.038e-12,0,0,0,1.345e-12,0,0,0,0,0
 sarp-20-10-B-2,0,0,0,1.252e-12,0,0,0,0,0,0,0,0,0,0,1.101e-12,0,0,0,0,0
 sarp-20-10-C-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28e-13,0,0,0,0
 sarp-20-10-C-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-20-15-A-1,0,1.727e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544e-12,0,0,0,0
 sarp-20-15-A-2,1.512e-12,0,0,2.018e-12,0,0,1.231e-12,0,0,1.101e-12,0,1.452e-12,0,0,1.727e-12,0,0,0,2.421e-12,0
 sarp-20-15-B-1,0,0,1.727e-12,0,0,0,1.153e-12,2.343e-12,0,0,0,2.792e-12,0,1.101e-12,0,0,0,0,0,0
 sarp-20-15-B-2,0,1.231e-12,0,0,0,0,0,0,0,0,0,0,2.076e-12,0,0,0,0,0,0,1.21e-12
 sarp-20-15-C-1,0,0,0,2.462e-12,0,3.05e-13,0,0,0,7.87e-13,0,0,0,0,0,0,0,0,0,0
 sarp-20-15-C-2,0,0,4.28e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-20-20-A-1,0,0,0,0,0,1.345e-12,0,0,0,0,0,0,0,2.548e-12,0,1.727e-12,0,1.544e-12,0,0
 sarp-20-20-A-2,1.544e-12,0,0,0,0,0,0,3.538e-12,0,0,0,0,0,0,3.298e-12,0,0,0,0,0
 sarp-20-20-B-1,0,0,0,0,0,0,1.231e-12,0,0,0,0,0,0,0,0,0,1.252e-12,0,0,0
 sarp-20-20-B-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231e-12,0,0
 sarp-20-20-C-1,0,0,0,0,0,0,0,0,0,3.85e-13,0,0,7.87e-13,0,0,0,0,0,0,5.6e-13
 sarp-20-20-C-2,0,0,0,0,0,0,4.16e-13,0,0,0,0,0,0,0,0,0,0,4.28e-13,1.094e-12,0
 sarp-20-30-A-1,0,0,0,0,0,1.544e-12,1.345e-12,0,1.727e-12,0,0,0,0,0,0,0,0,0,0,0
 sarp-20-30-A-2,0,0,0,0,0,1.231e-12,0,0,0,0,0,0,0,0,0,0,0,1.512e-12,0,0
 sarp-20-30-B-1,0,3.538e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.421e-12,0,0,1.21e-12
 sarp-20-30-B-2,0,0,0,0,1.231e-12,0,0,2.689e-12,1.252e-12,2.548e-12,0,0,1.231e-12,0,0,0,1.727e-12,0,0,1.991e-12
 sarp-20-30-C-1,0,0,0,0,0,0,0,6.8e-13,0,0,0,0,8.86e-13,0,0,0,0,4.13e-13,0,0
 sarp-20-30-C-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
