 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-20-10-A-1,42.7,0,0,131.9,174.6,24.4559,0,0,75.5441
 sarp-20-10-A-2,38.1,90.1,4.2,157.7,290.1,13.1334,31.0583,1.44778,54.3606
 sarp-20-10-B-1,47.4,83.9,20.2,133.5,285,16.6316,29.4386,7.08772,46.8421
 sarp-20-10-B-2,57.1,79.9,13.2,152.2,302.4,18.8823,26.422,4.36508,50.3307
 sarp-20-10-C-1,170.2,140.7,110.6,85.2,506.7,33.5899,27.7679,21.8275,16.8147
 sarp-20-10-C-2,165.8,177,87.3,108.2,538.3,30.8007,32.8813,16.2177,20.1003
 sarp-20-15-A-1,24.7,127.8,6.1,148.9,307.5,8.03252,41.561,1.98374,48.4228
 sarp-20-15-A-2,34.5,99.6,5.4,125.6,265.1,13.014,37.5707,2.03697,47.3783
 sarp-20-15-B-1,39.3,131.2,13.4,81.3,265.2,14.819,49.4721,5.05279,30.6561
 sarp-20-15-B-2,36,131.3,18.5,82.2,268,13.4328,48.9925,6.90299,30.6716
 sarp-20-15-C-1,118.2,217.3,161.1,54.9,551.5,21.4325,39.4016,29.2112,9.95467
 sarp-20-15-C-2,63,290.8,173.8,45.8,573.4,10.9871,50.715,30.3104,7.98744
 sarp-20-20-A-1,31.4,79.5,6.5,97.3,214.7,14.6251,37.0284,3.02748,45.319
 sarp-20-20-A-2,16.3,162.2,13.1,60.9,252.5,6.45545,64.2376,5.18812,24.1188
 sarp-20-20-B-1,43.9,152.3,13.1,91.6,300.9,14.5896,50.6148,4.35361,30.442
 sarp-20-20-B-2,23.1,179.4,22.8,72.5,297.8,7.75688,60.2418,7.65615,24.3452
 sarp-20-20-C-1,84,327.3,164.9,76.2,652.4,12.8755,50.1686,25.2759,11.68
 sarp-20-20-C-2,37,376.9,209.6,54.6,678.1,5.45642,55.5818,30.9099,8.05191
 sarp-20-30-A-1,32.2,99.1,2.9,143.3,277.5,11.6036,35.7117,1.04505,51.6396
 sarp-20-30-A-2,21.7,199,10.3,109.4,340.4,6.37485,58.4606,3.02585,32.1387
 sarp-20-30-B-1,17.7,266.6,25.5,82.4,392.2,4.513,67.9755,6.50178,21.0097
 sarp-20-30-B-2,47.1,0,0,133.9,181,26.0221,0,0,73.9779
 sarp-20-30-C-1,0,450.1,264.6,18.4,733.1,0,61.3968,36.0933,2.50989
 sarp-20-30-C-2,51.8,374.5,223.5,60.1,709.9,7.2968,52.7539,31.4833,8.46598
