
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,0.2443,0.4222,0.3224,0.4542,1.4431,16.9288,29.2565,22.3408,31.4739
 sfsarp-10-10-2,0,0.4919,0.3293,0.1169,0.9381,0,52.4358,35.1029,12.4614
 sfsarp-10-10-3,0.3297,0.2407,0.0834,0.4826,1.1364,29.0127,21.1809,7.33897,42.4674
 sfsarp-10-10-4,0.4314,0.5156,0.093,0.3768,1.4168,30.4489,36.3919,6.56409,26.5951
 sfsarp-10-10-5,0.6394,0.2069,0.0595,0.8225,1.7283,36.9959,11.9713,3.44269,47.5901
 sfsarp-10-15-1,0.2207,0.5062,0.3122,0.696,1.7351,12.7197,29.1741,17.9932,40.113
 sfsarp-10-15-2,0.039,0.586,0.3122,0.3348,1.272,3.06604,46.0692,24.544,26.3208
 sfsarp-10-15-3,0.0391,0.4453,0.2378,0.2994,1.0216,3.82733,43.5885,23.2772,29.307
 sfsarp-10-15-4,0.2051,0.2327,0.0301,0.4613,0.9292,22.0728,25.043,3.23935,49.6449
 sfsarp-10-15-5,0.1035,0.2524,0.0341,0.4368,0.8268,12.5181,30.5273,4.12433,52.8302
 sfsarp-10-20-1,0.0217,0.752,0.3584,0.2577,1.3898,1.56138,54.1085,25.7879,18.5422
 sfsarp-10-20-2,0.0249,0.4919,0.2909,0.0881,0.8958,2.77964,54.9118,32.4738,9.83478
 sfsarp-10-20-3,0.0096,0.3655,0.1494,0.254,0.7785,1.23314,46.9493,19.1908,32.6268
 sfsarp-10-20-4,0.2155,0.7457,0.266,0.0929,1.3201,16.3245,56.4881,20.15,7.03735
 sfsarp-10-20-5,0.0236,0.5626,0.1616,0.2781,1.0259,2.30042,54.8397,15.752,27.1079
 sfsarp-10-30-1,0.4339,0.6355,0.027,0.4327,1.5291,28.3762,41.5604,1.76574,28.2977
 sfsarp-10-30-2,0.0661,1.2024,0.1316,0.1063,1.5064,4.38794,79.8194,8.73606,7.05656
 sfsarp-10-30-3,0.1759,0.8441,0.0389,0.448,1.5069,11.673,56.0157,2.58146,29.7299
 sfsarp-10-30-4,0.0262,1.3019,0.1206,0.5345,1.9832,1.3211,65.6464,6.08108,26.9514
 sfsarp-10-30-5,0.2471,1.4681,0.4595,0.5522,2.7269,9.06157,53.8377,16.8506,20.2501
 sfsarp-15-10-1,0.115,0.7224,0.6974,0.3433,1.8781,6.12321,38.4644,37.1333,18.2791
 sfsarp-15-10-2,0.4089,0.3219,0.131,0.4527,1.3145,31.1069,24.4884,9.96577,34.439
 sfsarp-15-10-3,0.2455,0.3839,0.0838,0.3618,1.075,22.8372,35.7116,7.79535,33.6558
 sfsarp-15-10-4,0.125,0.5374,0.437,0.2442,1.3436,9.30336,39.997,32.5246,18.1751
 sfsarp-15-10-5,0.5212,0.1009,0.3023,1.0544,1.9788,26.3392,5.09905,15.2769,53.2848
 sfsarp-15-15-1,0.1361,0.4914,0.1832,0.4833,1.294,10.5178,37.9753,14.1577,37.3493
 sfsarp-15-15-2,0.0834,0.3216,0.0867,0.4756,0.9673,8.62194,33.2472,8.96309,49.1678
 sfsarp-15-15-3,0.0892,0.9217,0.3129,0.2121,1.5359,5.80767,60.0104,20.3724,13.8095
 sfsarp-15-15-4,0.8875,0.4449,0.1217,0.6523,2.1064,42.1335,21.1213,5.77763,30.9675
 sfsarp-15-15-5,0.0521,0.558,0.3278,0.2206,1.1585,4.49719,48.1657,28.2952,19.0419
 sfsarp-15-20-1,0.2747,0.8574,0.6112,0.5621,2.3054,11.9155,37.1909,26.5117,24.3819
 sfsarp-15-20-2,0.0367,0.8527,0.1756,0.551,1.616,2.27104,52.7661,10.8663,34.0965
 sfsarp-15-20-3,0.1569,0.3119,0.0772,0.5144,1.0604,14.7963,29.4134,7.28027,48.51
 sfsarp-15-20-4,0.2612,0.7087,0.213,0.5983,1.7812,14.6643,39.7878,11.9582,33.5897
 sfsarp-15-20-5,0.0868,0.8729,0.701,0.2554,1.9161,4.53003,45.5561,36.5847,13.3292
 sfsarp-15-30-1,0.0072,1.3302,0.7595,0.3714,2.4683,0.291699,53.8913,30.7702,15.0468
 sfsarp-15-30-2,0.0604,2.0762,0.4214,0.4294,2.9874,2.02182,69.4986,14.1059,14.3737
 sfsarp-15-30-3,0.1863,1.052,0.2328,0.5022,1.9733,9.44104,53.3117,11.7975,25.4498
 sfsarp-15-30-4,0.2695,1.8758,0.1871,0.2726,2.605,10.3455,72.0077,7.18234,10.4645
 sfsarp-15-30-5,0.0951,0.9069,0.7362,0.2008,1.939,4.90459,46.7715,37.968,10.3559
 sfsarp-20-10-1,0.0983,1.2145,0.64,0.2653,2.2181,4.43172,54.7541,28.8535,11.9607
 sfsarp-20-10-2,0.2046,0.2488,0.2837,0.5142,1.2513,16.351,19.8833,22.6724,41.0933
 sfsarp-20-10-3,0.0722,0.4467,0.6393,0.5624,1.7206,4.19621,25.9619,37.1556,32.6863
 sfsarp-20-10-4,0.2423,0.2339,0.2103,0.722,1.4085,17.2027,16.6063,14.9308,51.2602
 sfsarp-20-10-5,0.5289,0.3975,0.1332,0.7237,1.7833,29.6585,22.2901,7.4693,40.5821
 sfsarp-5-15-1,0,0.2601,0.0592,0.0242,0.3435,0,75.7205,17.2344,7.04512
 sfsarp-5-15-2,0.0102,0.2141,0.0012,0.3634,0.5889,1.73204,36.3559,0.20377,61.7083
 sfsarp-5-15-3,0.3674,0.2337,0.0008,0.3184,0.9203,39.9218,25.3939,0.0869282,34.5974
 sfsarp-5-15-4,0.0274,0.2494,0.0411,0.0618,0.3797,7.21622,65.6834,10.8243,16.276
 sfsarp-5-15-5,0,0.8601,0.1114,0.1392,1.1107,0,77.4377,10.0297,12.5326
 sfsarp-5-20-1,0,0.4227,0.2013,0.1641,0.7881,0,53.6353,25.5424,20.8222
 sfsarp-5-20-2,0,0.4653,0.4485,0.0344,0.9482,0,49.0719,47.3001,3.62793
 sfsarp-5-20-3,0.0076,0.846,0.192,0.1646,1.2102,0.627995,69.9058,15.8651,13.6011
 sfsarp-5-20-4,0.035,0.805,0.0451,0.2182,1.1033,3.1723,72.9629,4.08774,19.777
 sfsarp-5-20-5,0,0.4534,0.1072,0.0613,0.6219,0,72.9056,17.2375,9.85689
 sfsarp-5-30-1,0.0584,0.6298,0.0515,0.1684,0.9081,6.43101,69.3536,5.67118,18.5442
 sfsarp-5-30-2,0,1.0785,0.2511,0.0367,1.3663,0,78.9358,18.3781,2.68609
 sfsarp-5-30-3,0.0537,0.3906,0.1257,0.29,0.86,6.24419,45.4186,14.6163,33.7209
 sfsarp-5-30-4,0.2027,0.4645,0.1945,0.7347,1.5964,12.6973,29.0967,12.1837,46.0223
 sfsarp-5-30-5,0.0156,0.8221,0.3216,0.2096,1.3689,1.1396,60.0555,23.4933,15.3116
