 1A
Instance,Detours(%)
 sfsarp-20-15-1,0,4.235e-12,0,0,0,0,0,2.112e-12,0,2.005e-12,0,2.127e-12,0,0,0,2.131e-12,2.113e-12,2.125e-12,0,0
 sfsarp-20-15-2,0,2.131e-12,0,0,2.131e-12,0,0,0,0,0,0,0,0,2.069e-12,0,0,0,0,2.109e-12,0
 sfsarp-20-15-3,0,2.074e-12,0,0,0,2.113e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-15-4,0,2.126e-12,0,0,0,2.128e-12,0,0,0,2.132e-12,0,0,0,0,2.123e-12,2.125e-12,0,0,0,0
 sfsarp-20-15-5,0,2.13e-12,0,4.24e-12,2.13e-12,2.131e-12,0,0,0,0,0,0,2.123e-12,2.105e-12,0,0,0,2.127e-12,0,2.13e-12
 sfsarp-20-20-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115e-12,2.131e-12,0
 sfsarp-20-20-2,0,0,0,2.113e-12,0,0,0,4.225e-12,0,0,4.225e-12,0,0,0,0,0,0,2.124e-12,2.128e-12,0
 sfsarp-20-20-3,0,0,0,0,2.132e-12,0,0,0,0,0,0,0,2.069e-12,0,0,0,0,2.074e-12,0,0
 sfsarp-20-20-4,0,2.124e-12,0,2.112e-12,2.131e-12,0,0,0,0,0,0,0,0,2.123e-12,2.074e-12,0,0,2.125e-12,0,0
 sfsarp-20-20-5,0,0,0,0,0,0,0,0,0,0,0,2.124e-12,0,0,0,0,2.132e-12,0,2.131e-12,0
 sfsarp-20-30-1,0,0,0,0,0,0,0,0,2.109e-12,0,2.127e-12,0,2.131e-12,0,0,0,0,0,2.125e-12,0
 sfsarp-20-30-2,2.119e-12,2.131e-12,0,2.127e-12,0,4.24e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-30-3,0,2.125e-12,0,0,2.113e-12,0,0,0,0,2.132e-12,0,0,0,2.13e-12,0,0,4.24e-12,0,0,0
 sfsarp-20-30-4,0,2.13e-12,0,0,0,0,0,0,0,0,0,0,2.131e-12,0,0,0,2.123e-12,0,0,0
 sfsarp-20-30-5,0,0,2.022e-12,0,0,0,2.074e-12,0,2.114e-12,0,0,0,0,0,0,2.115e-12,0,2.132e-12,2.131e-12,0
 sfsarp-30-10-1,0,0,0,0,0,0,0,0,0,0,0,4.235e-12,0,0,0,0,0,0,0,0,0,0,2.125e-12,2.113e-12,0,2.022e-12,0,0,0,0
 sfsarp-30-10-2,0,2.069e-12,0,0,0,2.127e-12,0,0,0,0,0,2.119e-12,0,0,2.119e-12,0,0,4.235e-12,0,0,0,2.125e-12,0,0,0,0,0,0,0,0
 sfsarp-30-10-3,2.131e-12,2.109e-12,0,0,0,0,0,2.131e-12,0,0,2.128e-12,0,2.131e-12,2.124e-12,0,0,0,0,0,0,0,0,2.109e-12,2.132e-12,0,2.113e-12,0,0,0,0
 sfsarp-30-10-4,0,0,0,0,0,0,0,0,0,0,0,2.132e-12,0,0,0,0,0,0,0,2.131e-12,0,0,0,0,0,0,0,2.074e-12,0,2.13e-12
 sfsarp-30-10-5,2.074e-12,2.08e-12,0,0,2.12e-12,0,2.105e-12,0,0,0,0,2.131e-12,0,2.112e-12,2.105e-12,0,0,0,0,0,0,0,2.08e-12,0,0,0,0,0,2.119e-12,0
 sfsarp-30-15-1,0,2.069e-12,0,2.127e-12,2.126e-12,0,0,0,0,0,0,0,2.126e-12,0,0,0,0,0,2.124e-12,2.127e-12,0,0,0,0,0,0,0,2.131e-12,0,0
 sfsarp-30-15-2,0,0,2.13e-12,0,2.108e-12,0,0,0,0,0,0,0,0,0,0,2.131e-12,0,0,0,0,0,0,0,0,0,2.119e-12,0,0,0,2.132e-12
 sfsarp-30-15-3,0,0,0,0,0,0,0,0,0,2.128e-12,0,0,0,0,0,0,0,4.235e-12,2.114e-12,0,0,2.125e-12,0,0,0,0,0,0,0,0
 sfsarp-30-15-4,0,0,0,0,2.13e-12,2.125e-12,0,0,0,4.225e-12,0,0,0,0,0,0,0,0,0,2.115e-12,0,0,0,2.08e-12,0,0,0,2.069e-12,0,0
 sfsarp-30-15-5,0,0,2.127e-12,0,0,2.115e-12,2.022e-12,0,0,0,2.125e-12,0,2.128e-12,0,0,0,0,0,2.12e-12,2.124e-12,0,0,0,0,0,2.132e-12,0,0,0,0
