
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,1.7256,0.986049,0.6295,1.17321,4.51436,38.2247,21.8425,13.9444,25.9884
 sfsarp-10-5-2,1.159,1.69407,0.773,1.491,5.11706,22.6497,33.1062,15.1063,29.1377
 sfsarp-10-5-3,1.0277,1.50409,1.3304,0.49728,4.35947,23.574,34.5016,30.5175,11.4069
 sfsarp-10-5-4,0.96,1.47098,1.4036,0.716588,4.55117,21.0935,32.321,30.8404,15.7451
 sfsarp-10-5-5,1.8129,1.27523,0.9313,1.20969,5.22912,34.6693,24.387,17.8099,23.1337
 sfsarp-5-10-1,0,1.46771,0.9139,0.177534,2.55914,0,57.3516,35.7112,6.93725
 sfsarp-5-10-2,0.6328,1.27886,0.9348,0.193885,3.04034,20.8134,42.063,30.7465,6.37709
 sfsarp-5-10-3,0,1.09573,0.8679,0.166305,2.12993,0,51.4443,40.7477,7.80798
 sfsarp-5-10-4,0,1.36105,1.0631,0.132693,2.55685,0,53.2317,41.5786,5.1897
 sfsarp-5-10-5,0.6042,0.9224,0.8022,0.300956,2.62976,22.9755,35.0755,30.5047,11.4443
 sfsarp-5-5-1,0.9432,0.703261,0.6507,1.51583,3.813,24.7365,18.4438,17.0653,39.7544
 sfsarp-5-5-2,0.4352,0.897185,0.5743,0.29881,2.2055,19.7325,40.6795,26.0395,13.5484
 sfsarp-5-5-3,0.3739,0.8111,0.6163,0.355117,2.15642,17.3389,37.6133,28.5798,16.4679
 sfsarp-5-5-4,0.7488,0.260502,0.1672,0.406949,1.58345,47.2891,16.4516,10.5592,25.7001
 sfsarp-5-5-5,0.4025,0.977349,0.9923,0.717468,3.08962,13.0275,31.6333,32.1172,23.2219
 sfsarp-5-6-1,0.2173,1.02132,0.7473,0.468366,2.45428,8.85391,41.6137,30.4488,19.0836
 sfsarp-5-6-2,0,1.2383,0.9861,0.268056,2.49245,0,49.6818,39.5635,10.7547
 sfsarp-5-6-3,0.6852,0.625683,0.5335,0.612598,2.45698,27.8879,25.4655,21.7136,24.9329
 sfsarp-5-6-4,0.6367,1.35085,1.0818,0.741541,3.81089,16.7074,35.447,28.3871,19.4585
 sfsarp-5-6-5,0,1.45729,1.1678,0.356127,2.98122,0,48.8824,39.1719,11.9457
 sfsarp-5-7-1,0,1.72957,1.3101,0.329117,3.36879,0,51.341,38.8894,9.7696
 sfsarp-5-7-2,0.2006,1.32893,0.8533,1.0207,3.40354,5.89387,39.0457,25.071,29.9895
 sfsarp-5-7-3,0,1.99815,1.7787,0.109298,3.88615,0,51.4173,45.7702,2.81249
 sfsarp-5-7-4,0,1.48981,1.3814,0.390866,3.26208,0,45.6706,42.3472,11.9821
 sfsarp-5-7-5,0,1.75801,1.4159,0.227693,3.4016,0,51.6818,41.6245,6.69368
 sfsarp-5-8-1,0.18,0.966727,0.7696,0.34048,2.25681,7.97587,42.836,34.1013,15.0868
 sfsarp-5-8-2,0.6367,0.919283,0.7371,0.584732,2.87781,22.1244,31.9438,25.6132,20.3186
 sfsarp-5-8-3,0,1.31909,1.0322,0.404854,2.75614,0,47.8599,37.4509,14.6891
 sfsarp-5-8-4,0,1.4253,1.202,0.213534,2.84083,0,50.1719,42.3115,7.5166
 sfsarp-5-8-5,0,1.13336,0.9809,0.268039,2.3823,0,47.5743,41.1745,11.2513
 sfsarp-5-9-1,1.2827,0.677093,0.6354,0.290034,2.88523,44.4575,23.4676,22.0225,10.0524
 sfsarp-5-9-2,0,1.26072,1.1879,0.694668,3.14329,0,40.1084,37.7916,22.1
 sfsarp-5-9-3,0,1.36936,1.4203,0.6475,3.43716,0,39.8398,41.3219,18.8382
 sfsarp-5-9-4,0,1.34214,1.0897,0.324656,2.75649,0,48.69,39.5321,11.7779
 sfsarp-5-9-5,0.6042,1.18487,1.0544,0.4252,3.26867,18.4846,36.2494,32.2577,13.0083
 sfsarp-6-5-1,0.3565,0.895549,0.7082,0.500868,2.46112,14.4853,36.3879,28.7756,20.3513
 sfsarp-6-5-2,0.4074,0.99051,0.7129,0.272239,2.38305,17.0957,41.5648,29.9155,11.424
 sfsarp-6-5-3,0.2038,1.62771,1.0066,0.59929,3.4374,5.9289,47.3529,29.2838,17.4344
 sfsarp-6-5-4,0.18,1.48204,1.2656,0.559249,3.48689,5.16219,42.5033,36.2959,16.0386
 sfsarp-6-5-5,0.4103,1.2657,0.7351,0.352112,2.76322,14.8486,45.8055,26.603,12.7428
 sfsarp-6-6-1,0.5765,1.32104,1.165,0.805024,3.86757,14.906,34.157,30.1223,20.8147
 sfsarp-6-6-2,0.1995,1.48361,0.9976,0.57808,3.25879,6.1219,45.5264,30.6126,17.7391
 sfsarp-6-6-3,0.2143,1.39374,1.1964,0.325176,3.12961,6.84749,44.5338,38.2284,10.3903
 sfsarp-6-6-4,0.3957,1.93045,1.1167,1.24246,4.68531,8.44555,41.2022,23.8341,26.5182
 sfsarp-6-6-5,0.5999,1.14665,1.0916,0.815937,3.65408,16.4173,31.3799,29.8734,22.3294
 sfsarp-6-7-1,0,1.32425,1.2134,0.29508,2.83273,0,46.7482,42.835,10.4168
 sfsarp-6-7-2,0,1.49915,1.1839,0.380912,3.06397,0,48.9285,38.6395,12.432
 sfsarp-6-7-3,0.4146,1.47465,1.0954,0.628778,3.61343,11.4739,40.8103,30.3147,17.4012
 sfsarp-6-7-4,0.8255,1.2994,1.1664,0.379359,3.67066,22.4892,35.3996,31.7763,10.3349
 sfsarp-6-7-5,0,1.7402,1.2391,0.35289,3.33219,0,52.2239,37.1858,10.5903
 sfsarp-6-8-1,0.6726,1.62771,1.5161,0.911324,4.72773,14.2267,34.429,32.0682,19.2761
 sfsarp-6-8-2,0,1.5532,1.0738,0.179088,2.80609,0,55.3511,38.2668,6.38212
 sfsarp-6-8-3,0.9492,1.31757,0.961,0.362361,3.59013,26.4391,36.6998,26.7678,10.0932
 sfsarp-6-8-4,0.1715,1.42703,1.2754,0.977705,3.85163,4.45266,37.0499,33.1132,25.3842
 sfsarp-6-8-5,1.0231,1.283,0.5872,0.325866,3.21917,31.7815,39.8551,18.2407,10.1227
 sfsarp-6-9-1,0,2.16839,1.3799,0.923041,4.47133,0,48.4953,30.8611,20.6436
 sfsarp-6-9-2,0.7797,1.1272,0.7795,0.635454,3.32186,23.4718,33.933,23.4658,19.1295
 sfsarp-6-9-3,0.5274,1.29335,0.9454,0.984729,3.75088,14.0607,34.4812,25.2048,26.2533
 sfsarp-6-9-4,0.5274,1.22782,0.9983,1.0992,3.85272,13.689,31.8689,25.9116,28.5305
 sfsarp-6-9-5,0.1677,1.57294,1.3824,0.632666,3.75571,4.4652,41.8814,36.808,16.8454
 sfsarp-7-5-1,0.4232,1.58067,0.9537,0.724324,3.6819,11.4941,42.9309,25.9024,19.6726
 sfsarp-7-5-2,0.4149,1.36131,0.8831,0.728876,3.38819,12.2455,40.1782,26.0641,21.5123
 sfsarp-7-5-3,0.4864,1.2407,1.1159,0.341749,3.18475,15.2728,38.9576,35.0388,10.7308
 sfsarp-7-5-4,1.5472,0.808505,0.5863,0.834266,3.77627,40.9716,21.4101,15.5259,22.0923
 sfsarp-7-5-5,0.338,1.24515,1.0162,0.957298,3.55665,9.50332,35.0092,28.5718,26.9157
