
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-20-15-1,1.67679,2.51496,1.6697,0.00611463,5.86757,28.5772,42.8621,28.4565,0.104211
 sfsarp-20-15-2,1.51893,2.51622,1.84319,0.0159512,5.89429,25.7696,42.6891,31.2707,0.270622
 sfsarp-20-15-3,2.51316,2.51671,0.847587,0.0154951,5.89295,42.6468,42.7072,14.3831,0.262943
 sfsarp-20-15-4,1.6782,2.51308,1.67733,0.0191902,5.88779,28.503,42.6829,28.4882,0.325933
 sfsarp-20-15-5,1.33589,2.5267,2.01272,0.00526585,5.88058,22.7171,42.9668,34.2266,0.0895465
 sfsarp-20-20-1,1.00167,3.35183,2.34533,0.00660732,6.70543,14.9381,49.9867,34.9766,0.0985367
 sfsarp-20-20-2,2.0038,3.34379,1.34483,0.0153415,6.70776,29.8728,49.8496,20.0489,0.228712
 sfsarp-20-20-3,0.334387,3.36262,3.01858,0.00446098,6.72004,4.97596,50.0387,44.919,0.0663831
 sfsarp-20-20-4,2.68741,3.34414,0.674057,0.0326683,6.73827,39.8827,49.629,10.0034,0.484817
 sfsarp-20-20-5,1.33622,3.35638,2.00389,0.0100122,6.7065,19.9242,50.0467,29.8798,0.149291
 sfsarp-20-30-1,1.51574,5.029,1.84781,0.0139878,8.40654,18.0305,59.8224,21.9807,0.166392
 sfsarp-20-30-2,1.84464,5.04197,1.50271,0.0294829,8.4188,21.911,59.8894,17.8494,0.350203
 sfsarp-20-30-3,0.835041,5.03293,2.50572,0.017561,8.39126,9.95132,59.9783,29.8611,0.209277
 sfsarp-20-30-4,2.01018,5.01909,1.3401,0.016822,8.38619,23.9701,59.8495,15.9799,0.200591
 sfsarp-20-30-5,1.5202,5.0354,1.83739,0.0172293,8.41022,18.0756,59.8724,21.8472,0.204861
 sfsarp-30-10-1,2.67588,1.67817,2.34279,0.0105463,6.70739,39.8945,25.0198,34.9285,0.157235
 sfsarp-30-10-2,3.361,1.6721,1.67019,0.0274732,6.73077,49.9349,24.8427,24.8143,0.408173
 sfsarp-30-10-3,3.5204,1.68032,1.50355,0.0209854,6.72526,52.346,24.9852,22.3568,0.312038
 sfsarp-30-10-4,2.84805,1.67756,2.16974,0.0286902,6.72404,42.3562,24.9488,32.2684,0.426682
 sfsarp-30-10-5,4.18663,1.67391,0.842182,0.0243683,6.72709,62.2354,24.8831,12.5193,0.362241
 sfsarp-30-15-1,3.50969,2.52668,1.51018,0.0213366,7.56789,46.3761,33.3869,19.9551,0.281936
 sfsarp-30-15-2,2.0136,2.52152,3.01329,0.0226415,7.57105,26.596,33.3048,39.8002,0.299053
 sfsarp-30-15-3,3.67836,2.51011,1.33664,0.0302317,7.55534,48.6856,33.223,17.6913,0.400137
 sfsarp-30-15-4,2.83878,2.53356,2.19141,0.0132732,7.57703,37.4656,33.4374,28.9218,0.175177
 sfsarp-30-15-5,2.8616,2.51089,2.17521,0.027278,7.57498,37.777,33.1471,28.7158,0.360107
 sfsarp-30-20-1,3.5159,3.35394,1.50641,0.0241634,8.40041,41.8539,39.9259,17.9326,0.287646
 sfsarp-30-20-2,2.01203,3.37039,3.01383,0.0277244,8.42398,23.8846,40.0095,35.7768,0.329113
 sfsarp-30-20-3,2.1821,3.37112,2.84891,0.0266195,8.42875,25.8888,39.9955,33.7999,0.315818
 sfsarp-30-20-4,2.67457,3.35987,2.34531,0.0127902,8.39255,31.8684,40.034,27.9452,0.1524
 sfsarp-30-20-5,1.6766,3.36561,3.34428,0.0104171,8.39692,19.9669,40.0815,39.8275,0.124058
 sfsarp-30-30-1,2.50873,5.07077,2.51575,0.0218829,10.1171,24.7969,50.1206,24.8662,0.216296
 sfsarp-30-30-2,1.33894,5.05456,3.67642,0.0210122,10.0909,13.2687,50.0901,36.4329,0.208228
 sfsarp-30-30-4,3.17393,5.05056,1.83713,0.0271439,10.0888,31.4601,50.0612,18.2096,0.269051
 sfsarp-30-30-5,3.34654,5.03061,1.67476,0.0321561,10.0841,33.1864,49.8868,16.608,0.31888
