 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,0.421857,0.841236,0.425298,0.844131,2.53252,16.6576,33.2173,16.7935,33.3316
 sfsarp-10-10-2,0.334548,1.00992,0.506817,0.840033,2.69132,12.4306,37.5252,18.8315,31.2127
 sfsarp-10-10-3,0.340375,1.00439,0.503034,0.844326,2.69213,12.6433,37.3085,18.6854,31.3628
 sfsarp-10-10-4,0.340014,1.01284,0.50611,0.847328,2.70629,12.5638,37.4253,18.7012,31.3096
 sfsarp-10-10-5,0.33957,0.93164,0.51081,0.763251,2.54527,13.3412,36.6028,20.069,29.987
 sfsarp-10-15-1,0.334075,1.02317,0.512256,0.846189,2.71569,12.3017,37.6761,18.8629,31.1593
 sfsarp-10-15-2,0.335231,1.01188,0.506668,0.842321,2.6961,12.4339,37.5311,18.7927,31.2423
 sfsarp-10-15-3,0.334609,0.92892,0.505478,0.75481,2.52382,13.2581,36.8062,20.0283,29.9075
 sfsarp-10-15-4,0.420547,0.754049,0.418523,0.756078,2.3492,17.9017,32.0982,17.8156,32.1845
 sfsarp-10-15-5,0.419208,0.838553,0.417481,0.838521,2.51376,16.6765,33.3585,16.6078,33.3572
 sfsarp-10-20-1,0.423303,0.839309,0.419301,0.848611,2.53052,16.7279,33.1674,16.5697,33.535
 sfsarp-10-20-2,0.339182,1.0063,0.501854,0.842185,2.68952,12.6112,37.4157,18.6596,31.3135
 sfsarp-10-20-3,0.419259,0.840726,0.417952,0.836897,2.51483,16.6715,33.4307,16.6195,33.2784
 sfsarp-10-20-4,0.42714,0.837702,0.417937,0.84238,2.52516,16.9154,33.1742,16.5509,33.3595
 sfsarp-10-20-5,0.333538,1.00976,0.504312,0.841641,2.68925,12.4027,37.5479,18.7529,31.2965
 sfsarp-10-30-1,0.33897,1.00767,0.505605,0.84075,2.69299,12.5871,37.4181,18.7748,31.2199
 sfsarp-10-30-2,0.336433,1.00647,0.501722,0.837326,2.68195,12.5444,37.5274,18.7074,31.2208
 sfsarp-10-30-3,0.419733,0.840528,0.41884,0.837894,2.517,16.6759,33.3941,16.6405,33.2895
 sfsarp-10-30-4,0.335204,0.928142,0.50171,0.759434,2.52449,13.2781,36.7655,19.8737,30.0827
 sfsarp-10-30-5,0.338189,0.934613,0.512378,0.765922,2.5511,13.2566,36.6357,20.0846,30.0232
 sfsarp-15-10-1,0.509154,1.43676,0.760661,1.17923,3.8858,13.1029,36.9746,19.5754,30.3471
 sfsarp-15-10-2,0.501902,1.51786,0.761266,1.26049,4.04152,12.4187,37.5567,18.8361,31.1885
 sfsarp-15-10-3,0.589431,1.33862,0.668601,1.26413,3.86078,15.2671,34.6723,17.3178,32.7428
 sfsarp-15-10-4,0.508017,1.42956,0.75569,1.17722,3.87049,13.1254,36.9349,19.5244,30.4153
 sfsarp-15-10-5,0.420503,1.52166,0.849582,1.10086,3.89261,10.8026,39.0911,21.8255,28.2808
 sfsarp-15-15-1,0.585604,1.34163,0.672184,1.26274,3.86217,15.1626,34.7379,17.4043,32.6952
 sfsarp-15-15-2,0.501015,1.4256,0.753134,1.17497,3.85471,12.9975,36.9832,19.538,30.4814
 sfsarp-15-15-3,0.669601,1.1812,0.590207,1.25754,3.69854,18.1045,31.9369,15.9578,34.0009
 sfsarp-15-15-4,0.422479,1.60586,0.852136,1.17767,4.05814,10.4107,39.5712,20.9982,29.0199
 sfsarp-15-15-5,0.417945,1.42796,0.841321,1.00851,3.69574,11.3088,38.6379,22.7646,27.2886
 sfsarp-15-20-1,0.335007,1.86387,0.936601,0.83915,3.97463,8.42862,46.8943,23.5645,21.1127
