
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-20-15-1,2.67866,2.50846,0.667828,0.0117098,5.86666,45.6591,42.7578,11.3834,0.199598
 sfsarp-20-15-2,2.69389,2.50692,0.668233,0.0296415,5.89868,45.6693,42.4997,11.3285,0.50251
 sfsarp-20-15-3,2.68896,2.50722,0.671784,0.0251707,5.89313,45.6287,42.5448,11.3994,0.42712
 sfsarp-20-15-4,2.3438,2.50969,1.01172,0.0246415,5.88985,39.7939,42.6104,17.1774,0.418372
 sfsarp-20-15-5,2.68062,2.51266,0.667993,0.0213634,5.88264,45.5683,42.7132,11.3553,0.36316
 sfsarp-20-20-1,2.17203,3.34211,1.17497,0.017478,6.70659,32.3865,49.8333,17.5197,0.26061
 sfsarp-20-20-2,3.01442,3.33697,0.334207,0.0234951,6.70909,44.9304,49.738,4.9814,0.350198
 sfsarp-20-20-3,2.18202,3.34534,1.17094,0.0216171,6.71992,32.471,49.7825,17.4249,0.321686
 sfsarp-20-20-4,2.68759,3.34328,0.673874,0.0259902,6.73073,39.9301,49.6719,10.0119,0.386143
 sfsarp-20-20-5,1.83734,3.34953,1.50276,0.0247878,6.71442,27.3641,49.8856,22.3811,0.369173
 sfsarp-20-30-1,2.69623,3.3427,0.66732,0.0159902,6.72225,40.1091,49.726,9.92704,0.23787
 sfsarp-20-30-2,2.17967,3.3574,1.16768,0.0677122,6.77246,32.1842,49.5743,17.2416,0.999816
 sfsarp-20-30-3,1.6702,3.34869,1.67057,0.0131341,6.70259,24.9187,49.9612,24.9242,0.195956
 sfsarp-20-30-4,2.17698,3.34406,1.1733,0.0152024,6.70954,32.4461,49.8403,17.487,0.22658
 sfsarp-20-30-5,1.85192,3.3451,1.50567,0.0163122,6.719,27.5625,49.7857,22.4091,0.242777
 sfsarp-30-10-1,4.01745,1.67134,1.00122,0.0177659,6.70778,59.8924,24.9165,14.9263,0.264855
 sfsarp-30-10-2,4.52947,1.67094,0.501724,0.0310195,6.73315,67.2711,24.8166,7.45155,0.460698
 sfsarp-30-10-3,4.35568,1.68277,0.668276,0.0273,6.73402,64.6817,24.989,9.92388,0.405404
 sfsarp-30-10-4,4.0116,1.67618,1.00619,0.029122,6.72309,59.669,24.9317,14.9662,0.433163
 sfsarp-30-10-5,4.68916,1.67252,0.339655,0.0254024,6.72674,69.7093,24.8638,5.04933,0.377634
 sfsarp-30-15-1,4.00938,2.51348,1.0105,0.0306927,7.56404,53.0057,33.2293,13.3592,0.405771
 sfsarp-30-15-2,4.3533,2.50846,0.673586,0.0281878,7.56354,57.5564,33.1652,8.9057,0.37268
 sfsarp-30-15-3,3.84617,2.50658,1.16883,0.0296098,7.55119,50.9347,33.1945,15.4787,0.392121
 sfsarp-30-15-4,4.35313,2.51378,0.677064,0.0242439,7.56821,57.5186,33.2149,8.94616,0.320339
 sfsarp-30-15-5,4.19753,2.50799,0.839285,0.0287951,7.5736,55.4232,33.1149,11.0817,0.380204
 sfsarp-30-20-3,3.17484,3.34647,1.85617,0.0281829,8.40566,37.7703,39.8121,22.0824,0.335285
 sfsarp-30-20-4,4.01159,3.18937,1.0083,0.0478244,8.25708,48.5836,38.6259,12.2113,0.579192
 sfsarp-30-20-5,4.35307,3.33819,0.667813,0.0237341,8.38281,51.9285,39.8219,7.96645,0.283129
 sfsarp-30-30-1,3.51057,5.01559,1.51391,0.0233976,10.0635,34.8843,49.8396,15.0437,0.2325
 sfsarp-30-30-5,4.01294,5.00794,1.00836,0.0246439,10.0539,39.9143,49.811,10.0295,0.245118
