 1A
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sarp-10-5-A-1,10,5,5,62.064,39.928,52.9,5,0,49.092,Optimal,25.438,25.438,-1.39662e-14
 sarp-10-5-A-2,10,5,3,62.888,26.978,55.89,5,0,33.976,Optimal,18.514,18.514,0
 sarp-10-5-B-1,10,5,5,79.574,45.406,66.01,5,0,58.97,Optimal,28.294,28.294,0
 sarp-10-5-B-2,10,5,5,84.209,42.999,73.6,5,0.01,53.608,Optimal,26.853,26.853,0
 sarp-10-5-C-1,10,5,5,171.759,75.037,117.254,5,0.01,129.542,Optimal,48.403,48.403,0
 sarp-10-5-C-2,10,5,5,205.852,57.441,138,5,0.01,125.293,Optimal,37.891,37.891,0
 sarp-5-10-A-1,5,10,5,28.56,31.213,35.512,2,0.01,24.261,Optimal,20.035,20.035,-1.77325e-14
 sarp-5-10-A-2,5,10,8,31.959,42.504,60.858,2,0,13.605,Optimal,24.932,24.932,-2.84992e-14
 sarp-5-10-B-1,5,10,6,32.165,44.245,51.014,2,0.01,25.396,Optimal,24.833,24.833,-1.43064e-14
 sarp-5-10-B-2,5,10,10,35.461,96.622,92.138,2,0.01,39.945,Optimal,71.966,71.966,0
 sarp-5-10-C-1,5,10,9,66.876,109.486,120.382,2,0,55.98,Optimal,43.476,43.476,0
 sarp-5-10-C-2,5,10,10,97.673,128.245,127.972,2,0,97.946,Optimal,82.337,82.337,0
 sarp-5-5-A-1,5,5,2,41.332,14.361,38.41,2,0,17.283,Optimal,6.173,6.173,0
 sarp-5-5-A-2,5,5,4,30.311,28.556,46.322,2,0,12.545,Optimal,22.024,22.024,0
 sarp-5-5-B-1,5,5,4,53.795,42.583,66.746,2,0,29.632,Optimal,28.461,28.461,-1.24827e-14
 sarp-5-5-B-2,5,5,4,43.083,31.295,45.632,2,0,28.746,Optimal,16.759,16.759,0
 sarp-5-5-C-1,5,5,5,90.566,81.013,95.266,2,0,76.313,Optimal,45.041,45.041,0
 sarp-5-5-C-2,5,5,4,61.829,45.073,55.338,2,0,51.564,Optimal,26.857,26.857,0
 sarp-5-6-A-1,5,6,5,33.71,39.264,55.016,2,0.01,17.958,Optimal,27.948,27.948,-2.54237e-14
 sarp-5-6-A-2,5,6,5,36.491,53.291,45.54,2,0,44.242,Optimal,36.409,36.409,0
 sarp-5-6-B-1,5,6,6,42.774,77.528,84.41,2,0,35.892,Optimal,31.436,31.436,0
 sarp-5-6-B-2,5,6,5,37.933,70.14,78.154,2,0,29.919,Optimal,35.134,35.134,0
 sarp-5-6-C-1,5,6,6,91.184,91.804,86.388,2,0,96.6,Optimal,57.166,57.166,0
 sarp-5-6-C-2,5,6,6,92.626,80.931,105.524,2,0,68.033,Optimal,62.163,62.163,0
 sarp-5-7-A-1,5,7,6,35.255,44.743,66.24,2,0.01,13.758,Optimal,24.917,24.917,0
 sarp-5-7-A-2,5,7,3,40.302,31.709,51.75,2,0,20.261,Optimal,11.515,11.515,-1.54265e-14
 sarp-5-7-B-1,5,7,6,45.452,67.402,71.622,2,0.01,41.232,Optimal,40.63,40.63,0
 sarp-5-7-B-2,5,7,7,46.07,83.837,74.336,2,0,55.571,Optimal,49.751,49.751,0
 sarp-5-7-C-1,5,7,7,81.193,81.596,95.45,2,0,67.339,Optimal,55.1,55.1,-1.28955e-14
 sarp-5-7-C-2,5,7,7,90.257,90.394,111.044,1,0,69.607,Optimal,53.456,53.456,0
 sarp-5-8-A-1,5,8,5,38.036,38.849,58.88,2,0,18.005,Optimal,18.793,18.793,0
