 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,0.2747,0.4802,0.0001,0.6807,1.4357,19.1335,33.4471,0.00696524,47.4124
 sfsarp-10-5-2,0.1059,0.99,0.0392,0.4609,1.596,6.63534,62.0301,2.45614,28.8784
 sfsarp-10-5-3,0.2761,0.2689,0.0331,0.3527,0.9308,29.6627,28.8891,3.55608,37.8921
 sfsarp-10-5-4,0.3036,0.121,0.0519,0.4033,0.8798,34.5078,13.7531,5.89907,45.84
 sfsarp-10-5-5,0.4233,0.2535,0.0574,0.4073,1.1415,37.0828,22.2076,5.02847,35.6811
 sfsarp-5-10-1,0.0014,0.6446,0.0431,0.1889,0.878,0.159453,73.4169,4.90888,21.5148
 sfsarp-5-10-2,0.3128,0.6366,0.043,0.3777,1.3701,22.8305,46.4638,3.13846,27.5673
 sfsarp-5-10-3,0,1.1871,0.0194,0.0204,1.2269,0,96.7561,1.58122,1.66273
 sfsarp-5-10-4,0.0313,0.661,0.092,0.0741,0.8584,3.64632,77.0037,10.7176,8.63234
 sfsarp-5-10-5,0.2467,0.35,0.0454,0.1897,0.8318,29.6586,42.0774,5.45804,22.806
 sfsarp-5-5-1,0,1.1192,0.2974,0.091,1.5076,0,74.2372,19.7267,6.03608
 sfsarp-5-5-2,0.0624,0.1734,0.0297,0.1786,0.4441,14.0509,39.0453,6.68768,40.2162
 sfsarp-5-5-3,0.0058,0.2613,0.0795,0.0837,0.4303,1.3479,60.7251,18.4755,19.4515
 sfsarp-5-5-4,0.0214,0.219,0.0265,0.154,0.4209,5.08434,52.0314,6.29603,36.5883
 sfsarp-5-5-5,0.2337,0.6715,0.0019,0.7818,1.6889,13.8374,39.7596,0.112499,46.2905
 sfsarp-5-6-1,0.0584,0.3406,0.0086,0.2158,0.6234,9.36798,54.6359,1.37953,34.6166
 sfsarp-5-6-2,0.0391,0.2462,0.0418,0.1183,0.4454,8.77863,55.2762,9.38482,26.5604
 sfsarp-5-6-3,0.1749,0.1053,0.0001,0.2514,0.5317,32.8945,19.8044,0.0188076,47.2823
 sfsarp-5-6-4,0.3429,0.564,0,0.5546,1.4615,23.4622,38.5905,0,37.9473
 sfsarp-5-6-5,0.1174,0.3806,0.0146,0.217,0.7296,16.091,52.1656,2.0011,29.7423
 sfsarp-5-7-1,0.2232,0.2661,0.0182,0.2814,0.7889,28.2926,33.7305,2.30701,35.6699
 sfsarp-5-7-2,0.112,0.5881,0,0.5186,1.2187,9.19012,48.2563,0,42.5535
 sfsarp-5-7-3,0.3871,0.2383,0,0.4762,1.1016,35.1398,21.6322,0,43.228
 sfsarp-5-7-4,0.0171,0.6186,0.2225,0.1413,0.9995,1.71086,61.8909,22.2611,14.1371
 sfsarp-5-7-5,0.0652,0.3571,0.1868,0.2613,0.8704,7.49081,41.0271,21.4614,30.0207
 sfsarp-5-8-1,0.0413,0.3672,0.022,0.1898,0.6203,6.65807,59.1972,3.54667,30.5981
 sfsarp-5-8-2,0.186,0.7298,0.0311,0.1913,1.1382,16.3416,64.1188,2.73238,16.8072
 sfsarp-5-8-3,0.0622,0.8581,0.0414,0.3535,1.3152,4.72932,65.2448,3.14781,26.878
 sfsarp-5-8-4,0.0515,0.9864,0.1518,0.1587,1.3484,3.81934,73.1534,11.2578,11.7695
 sfsarp-5-8-5,0.03,0.632,0.0508,0.1188,0.8316,3.6075,75.9981,6.10871,14.2857
 sfsarp-5-9-1,0.3984,0.6604,0.076,0.5344,1.6692,23.8677,39.5639,4.55308,32.0153
 sfsarp-5-9-2,0.0346,0.8018,0.1224,0.1454,1.1042,3.13349,72.6137,11.0849,13.1679
 sfsarp-5-9-3,0.2362,0.4328,0,0.4049,1.0739,21.9946,40.3017,0,37.7037
 sfsarp-5-9-4,0.0281,0.3916,0.1114,0.1787,0.7098,3.95886,55.1705,15.6946,25.1761
 sfsarp-5-9-5,0.0031,0.3556,0.3686,0.1394,0.8667,0.357679,41.0292,42.5291,16.084
 sfsarp-6-5-1,0.0272,0.0605,0.0069,0.2793,0.3739,7.27467,16.1808,1.84541,74.6991
 sfsarp-6-5-2,0.0649,0.1546,0,0.2745,0.494,13.1377,31.2955,0,55.5668
 sfsarp-6-5-3,0.0207,0.4578,0.0949,0.116,0.6894,3.00261,66.4056,13.7656,16.8262
 sfsarp-6-5-4,0.0944,0.2763,0.1051,0.3589,0.8347,11.3095,33.1017,12.5914,42.9975
 sfsarp-6-5-5,0.0392,0.4584,0.0381,0.103,0.6387,6.13747,71.7708,5.96524,16.1265
 sfsarp-6-6-1,0.3301,0.1054,0.0155,0.4886,0.9396,35.132,11.2175,1.64964,52.0009
 sfsarp-6-6-2,0.1061,0.6863,0,0.3716,1.164,9.11512,58.9605,0,31.9244
 sfsarp-6-6-3,0.1206,0.1066,0.0549,0.2815,0.5636,21.3982,18.9141,9.74095,49.9468
 sfsarp-6-6-4,0.0343,1.132,0.1812,0.393,1.7405,1.9707,65.0388,10.4108,22.5797
 sfsarp-6-6-5,0.3319,0.2906,0.0246,0.3282,0.9753,34.0306,29.796,2.5223,33.6512
 sfsarp-6-7-1,0.0823,0.1433,0.0231,0.3015,0.5502,14.9582,26.0451,4.19847,54.7983
 sfsarp-6-7-2,0.0624,0.1679,0.0276,0.2707,0.5286,11.8048,31.7631,5.22134,51.2107
 sfsarp-6-7-3,0,1.126,0.231,0.0331,1.3901,0,81.0014,16.6175,2.38112
 sfsarp-6-7-4,0.2112,0.5741,0.2413,0.1029,1.1295,18.6985,50.8278,21.3634,9.11023
 sfsarp-6-7-5,0.0209,0.9438,0.1005,0.0913,1.1565,1.80718,81.6083,8.69001,7.89451
 sfsarp-6-8-1,0.0856,1.0252,0.423,0.1034,1.6372,5.22844,62.6191,25.8368,6.31566
 sfsarp-6-8-2,0.0112,0.6665,0.031,0.0855,0.7942,1.41022,83.9209,3.9033,10.7656
 sfsarp-6-8-3,0.3962,0.2542,0.0106,0.1154,0.7764,51.0304,32.7409,1.36528,14.8635
 sfsarp-6-8-4,0.1727,0.7161,0.0031,0.5597,1.4516,11.8972,49.3318,0.213557,38.5575
 sfsarp-6-8-5,0.0176,0.9104,0.2702,0.3027,1.5009,1.17263,60.6569,18.0025,20.1679
 sfsarp-6-9-1,0.1945,0.8163,0.0183,0.4978,1.5269,12.7382,53.4613,1.19851,32.602
 sfsarp-6-9-2,0.3011,0.3292,0.0255,0.4518,1.1076,27.1849,29.7219,2.30228,40.7909
 sfsarp-6-9-3,0.2516,0.5563,0.0223,0.4832,1.3134,19.1564,42.3557,1.69788,36.79
 sfsarp-6-9-4,0.3016,0.2183,0.0001,0.6238,1.1438,26.3682,19.0855,0.00874279,54.5375
 sfsarp-6-9-5,0.201,0.4337,0.0091,0.5401,1.1839,16.9778,36.6332,0.768646,45.6204
 sfsarp-7-5-1,0.084,0.3384,0.0279,0.4493,0.8996,9.33748,37.6167,3.10138,49.9444
 sfsarp-7-5-2,0.0198,0.4363,0.0572,0.2323,0.7456,2.65558,58.5166,7.67167,31.1561
 sfsarp-7-5-3,0.225,0.0724,0,0.2297,0.5271,42.6864,13.7355,0,43.5781
 sfsarp-7-5-4,0.4311,0.0711,0.0651,0.4283,0.9956,43.3005,7.14142,6.53877,43.0193
 sfsarp-7-5-5,0.0481,0.1624,0.0547,0.4444,0.7096,6.77847,22.8861,7.70857,62.6268
 sfsarp-7-6-1,0.0072,0.5719,0.1761,0.1113,0.8665,0.830929,66.0012,20.3231,12.8448
 sfsarp-7-6-2,0.2711,0.2461,0,0.4153,0.9325,29.0724,26.3914,0,44.5362
 sfsarp-7-6-3,0.0805,0.5156,0,0.6203,1.2164,6.61789,42.3874,0,50.9947
 sfsarp-7-6-4,0.0583,0.6732,0.0392,0.4045,1.1752,4.96086,57.2839,3.3356,34.4197
 sfsarp-7-6-5,0.0534,0.1734,0.0171,0.1618,0.4057,13.1624,42.7409,4.21494,39.8817
 sfsarp-7-7-1,0.0535,0.3616,0.1322,0.2693,0.8166,6.55156,44.2812,16.1891,32.9782
 sfsarp-7-7-2,0.1545,0.4676,0,0.4121,1.0342,14.9391,45.2137,0,39.8472
 sfsarp-7-7-3,0.0656,0.4994,0.053,0.3009,0.9189,7.13897,54.3476,5.76777,32.7457
 sfsarp-7-7-4,0.019,0.5862,0.1325,0.086,0.8237,2.30667,71.1667,16.086,10.4407
 sfsarp-7-7-5,0.0654,0.7092,0.0284,0.2019,1.0049,6.50811,70.5742,2.82615,20.0916
 sfsarp-7-8-1,0.3067,0.2378,0.0026,0.3186,0.8657,35.428,27.4691,0.300335,36.8026
 sfsarp-7-8-2,0.1614,0.7383,0.0326,0.4505,1.3828,11.672,53.3917,2.35754,32.5788
 sfsarp-7-8-3,0.4884,0.4693,0,0.578,1.5357,31.8031,30.5594,0,37.6376
 sfsarp-7-8-4,0.0643,0.2708,0.0256,0.1963,0.557,11.544,48.6176,4.59605,35.2424
 sfsarp-7-8-5,0.1386,0.3549,0.0045,0.3679,0.8659,16.0065,40.9863,0.51969,42.4876
 sfsarp-8-5-1,0.1559,0.2004,0.0431,0.3838,0.7832,19.9055,25.5873,5.50306,49.0041
 sfsarp-8-5-2,0.3613,0.1892,0.1052,0.218,0.8737,41.3529,21.655,12.0407,24.9514
 sfsarp-8-5-3,0.2736,0.5527,0.0835,0.5395,1.4493,18.8781,38.1357,5.7614,37.2249
 sfsarp-8-5-4,0.2723,0.1242,0,0.4188,0.8153,33.3987,15.2337,0,51.3676
 sfsarp-8-5-5,0.0563,0.2239,0.0369,0.2329,0.55,10.2364,40.7091,6.70909,42.3455
 sfsarp-8-6-1,0.0357,0.5161,0.0561,0.4394,1.0473,3.40877,49.2791,5.35663,41.9555
 sfsarp-8-6-2,0.0382,0.25,0.0318,0.1461,0.4661,8.19567,53.6366,6.82257,31.3452
 sfsarp-8-6-3,0.0249,0.3058,0.0608,0.232,0.6235,3.99358,49.0457,9.7514,37.2093
 sfsarp-8-6-4,0.1096,0.2543,0.0483,0.1863,0.5985,18.3124,42.4896,8.07018,31.1278
 sfsarp-8-6-5,0.2493,0.4153,0.2253,0.3013,1.1912,20.9285,34.864,18.9137,25.2938
 sfsarp-8-7-1,0.2587,0.4391,0,0.4629,1.1607,22.2883,37.8306,0,39.8811
 sfsarp-8-7-2,0.0199,0.6607,0.1457,0.0713,0.8976,2.21702,73.6074,16.2322,7.9434
 sfsarp-8-7-3,0.561,0.2506,0.0588,0.2774,1.1478,48.8761,21.8331,5.12284,24.168
 sfsarp-8-7-4,0.4948,0.2718,0,0.8028,1.5694,31.528,17.3187,0,51.1533
 sfsarp-8-7-5,0.1103,0.222,0,0.3357,0.668,16.512,33.2335,0,50.2545
 sfsarp-9-5-1,0.2351,0.0919,0.0058,0.3643,0.6971,33.7254,13.1832,0.832018,52.2594
 sfsarp-9-5-2,0.0817,0.0587,0.0068,0.2546,0.4018,20.3335,14.6093,1.69238,63.3649
 sfsarp-9-5-3,0.3292,0.1349,0.0741,0.57,1.1082,29.7058,12.1729,6.68652,51.4348
 sfsarp-9-5-4,0.0674,0.2693,0.0182,0.2068,0.5617,11.9993,47.9437,3.24016,36.8168
 sfsarp-9-5-5,0.3259,0.841,0,0.2887,1.4556,22.3894,57.7769,0,19.8337
 sfsarp-9-6-1,0.5761,0.2775,0.0783,0.354,1.2859,44.8013,21.5802,6.08912,27.5294
 sfsarp-9-6-2,0.0487,0.2261,0.0588,0.1779,0.5115,9.52102,44.2033,11.4956,34.7801
 sfsarp-9-6-3,0.3012,0.5137,0,0.7519,1.5668,19.2239,32.7866,0,47.9895
 sfsarp-9-6-4,0.1158,0.2082,0.0639,0.1562,0.5441,21.2829,38.265,11.7442,28.708
 sfsarp-9-6-5,0.1045,0.3456,0.0272,0.1658,0.6431,16.2494,53.7397,4.22951,25.7814
