 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-20-15-1,0.67674,1.8437,1.00309,1.50992,5.03345,13.4449,36.6291,19.9284,29.9977
 sfsarp-20-15-2,0.592438,1.94367,1.10302,1.43719,5.07632,11.6706,38.289,21.7287,28.3117
 sfsarp-20-15-3,0.591902,2.02283,1.10217,1.51701,5.23392,11.309,38.6485,21.0583,28.9842
 sfsarp-20-15-4,0.59095,1.92877,1.0979,1.44025,5.05788,11.6838,38.134,21.7068,28.4754
 sfsarp-20-15-5,0.7522,1.68092,0.92975,1.51582,4.87868,15.4181,34.4543,19.0574,31.0702
 sfsarp-20-20-1,0.586753,1.92654,1.09358,1.42909,5.03596,11.6513,38.2556,21.7154,28.3777
 sfsarp-20-20-2,0.585841,2.26851,1.17974,1.42997,5.46406,10.7217,41.5169,21.5909,26.1705
 sfsarp-20-20-3,0.758295,1.67846,0.928001,1.51605,4.88081,15.5363,34.3889,19.0133,31.0615
 sfsarp-20-20-4,0.754076,1.77223,0.94072,1.61218,5.07921,14.8463,34.8919,18.521,31.7408
 sfsarp-20-20-5,0.669706,1.84885,1.00373,1.51441,5.0367,13.2965,36.7076,19.9284,30.0675
 sfsarp-20-30-1,0.512949,2.10031,1.18394,1.43082,5.22802,9.81153,40.1742,22.646,27.3683
 sfsarp-20-30-2,0.668125,1.93782,1.01256,1.59849,5.217,12.8067,37.1443,19.4088,30.6401
 sfsarp-20-30-3,0.752893,1.76335,0.921206,1.59534,5.03279,14.9597,35.0372,18.3041,31.699
 sfsarp-20-30-4,0.586136,1.92973,1.09748,1.42837,5.04172,11.6257,38.2753,21.7679,28.3311
 sfsarp-20-30-5,0.673067,1.93933,1.01786,1.59584,5.2261,12.879,37.1086,19.4764,30.536
 sfsarp-30-10-1,0.924676,2.43208,1.59399,1.76503,6.71578,13.7687,36.2145,23.735,26.2818
 sfsarp-30-10-2,1.35427,2.01256,1.17693,2.19262,6.73637,20.1038,29.8761,17.4712,32.5489
 sfsarp-30-10-3,1.35155,2.02026,1.17241,2.19281,6.73703,20.0615,29.9874,17.4025,32.5486
 sfsarp-30-10-4,0.760461,2.60661,1.75732,1.60232,6.72671,11.3051,38.7501,26.1246,23.8202
 sfsarp-30-10-5,1.01343,2.349,1.51539,1.85269,6.7305,15.0573,34.9008,22.5152,27.5268
 sfsarp-30-15-1,0.838024,3.10836,1.76524,1.94371,7.65534,10.9469,40.6038,23.059,25.3903
 sfsarp-30-15-2,1.18752,2.5962,1.33937,2.44725,7.57033,15.6864,34.2944,17.6924,32.3268
 sfsarp-30-15-3,0.751949,3.27055,1.76305,1.85572,7.64127,9.84063,42.8012,23.0727,24.2855
 sfsarp-30-15-4,1.00868,2.77724,1.52152,2.27031,7.57774,13.311,36.6499,20.0788,29.9603
 sfsarp-30-15-5,1.10777,2.68644,1.42904,2.36756,7.59081,14.5936,35.3907,18.8259,31.1898
 sfsarp-30-20-1,0.926018,2.94342,1.59629,2.27232,7.73804,11.9671,38.0383,20.6291,29.3655
 sfsarp-30-20-2,1.00835,2.78062,1.51751,2.28001,7.5865,13.2914,36.6523,20.0028,30.0535
 sfsarp-30-20-3,1.09728,2.85736,1.43373,2.53522,7.92359,13.8482,36.0614,18.0945,31.9959
 sfsarp-30-20-4,1.17377,2.52299,1.34612,2.35343,7.3963,15.8697,34.1115,18.1999,31.819
 sfsarp-30-20-5,1.09388,2.59757,1.427,2.26808,7.38654,14.8091,35.1663,19.319,30.7056
 sfsarp-30-30-1,1.09276,2.68254,1.43172,2.3547,7.56173,14.4512,35.4753,18.9337,31.1398
 sfsarp-30-30-2,1.09117,2.76859,1.42419,2.43841,7.72235,14.13,35.8516,18.4425,31.576
 sfsarp-30-30-3,1.08942,2.68664,1.42256,2.34984,7.54846,14.4323,35.5919,18.8457,31.1301
 sfsarp-30-30-4,0.836624,3.0982,1.75801,1.92706,7.6199,10.9795,40.6594,23.0714,25.2898
 sfsarp-30-30-5,1.09457,2.6773,1.42673,2.35175,7.55034,14.4969,35.4593,18.8962,31.1476
