
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,0,0.8326,0.5667,0.5791,1.9784,0,42.0845,28.6444,29.2711
 sfsarp-10-10-2,0.0091,0.5528,0.3202,0.2157,1.0978,0.828931,50.3553,29.1674,19.6484
 sfsarp-10-10-3,0,0.809,0.4131,0.3827,1.6048,0,50.4113,25.7415,23.8472
 sfsarp-10-10-4,0,0.8688,0.5244,0.6652,2.0584,0,42.2075,25.4761,32.3164
 sfsarp-10-10-5,0,1.1582,0.6989,0.3811,2.2382,0,51.7469,31.226,17.0271
 sfsarp-10-15-1,0,1.0288,0.5329,0.4601,2.0218,0,50.8853,26.3577,22.7569
 sfsarp-10-15-2,0,0.608,0.3512,0.372,1.3312,0,45.6731,26.3822,27.9447
 sfsarp-10-15-3,0,0.6505,0.2769,0.2829,1.2103,0,53.747,22.8786,23.3744
 sfsarp-10-15-4,0,0.3714,0.2352,0.2745,0.8811,0,42.1519,26.6939,31.1542
 sfsarp-10-15-5,0.0003,0.3654,0.1373,0.2364,0.7394,0.0405734,49.4184,18.5691,31.9719
 sfsarp-10-20-1,0,0.8332,0.3801,0.3992,1.6125,0,51.6713,23.5721,24.7566
 sfsarp-10-20-2,0.0091,0.4159,0.3067,0.1812,0.9129,0.996823,45.5581,33.5962,19.8488
 sfsarp-10-20-3,0,0.3468,0.159,0.1895,0.6953,0,49.8778,22.8678,27.2544
 sfsarp-10-20-4,0,0.6965,0.4815,0.1686,1.3466,0,51.7229,35.7567,12.5204
 sfsarp-10-20-5,0,0.5305,0.1852,0.2713,0.987,0,53.7487,18.7639,27.4873
 sfsarp-10-30-1,0,0.6455,0.4609,0.3276,1.434,0,45.0139,32.1409,22.8452
 sfsarp-10-30-2,0,0.3913,0.1977,0.1818,0.7708,0,50.7654,25.6487,23.5859
 sfsarp-10-30-3,0,0.4357,0.2148,0.2207,0.8712,0,50.0115,24.6556,25.3329
 sfsarp-10-30-4,0,0.5812,0.1468,0.3831,1.1111,0,52.3085,13.2121,34.4793
 sfsarp-10-30-5,0,0.9946,0.7066,0.6233,2.3245,0,42.7877,30.3979,26.8144
 sfsarp-15-10-1,0.3577,0.61,0.4547,0.6744,2.0968,17.0593,29.0919,21.6854,32.1633
 sfsarp-15-10-2,0.1997,0.6634,0.3402,0.4599,1.6632,12.007,39.887,20.4545,27.6515
 sfsarp-15-10-3,0.06,0.5875,0.2693,0.3387,1.2555,4.77897,46.7941,21.4496,26.9773
 sfsarp-15-10-4,0.3579,0.6399,0.2041,0.4801,1.682,21.2782,38.044,12.1344,28.5434
 sfsarp-15-10-5,0.3419,0.4324,0.4816,0.9188,2.1747,15.7217,19.8832,22.1456,42.2495
 sfsarp-15-15-1,0,1.0139,0.3193,0.5878,1.921,0,52.7798,16.6216,30.5986
 sfsarp-15-15-2,0,0.9593,0.1701,0.5548,1.6842,0,56.9588,10.0998,32.9415
 sfsarp-15-15-3,0,1.0153,0.4021,0.5665,1.9839,0,51.177,20.2682,28.5549
 sfsarp-15-15-4,0,1.4375,1.0092,0.5212,2.9679,0,48.4349,34.0038,17.5612
 sfsarp-15-15-5,0,0.7652,0.3799,0.4568,1.6019,0,47.7683,23.7156,28.5161
 sfsarp-15-20-1,0.0009,0.8206,0.885,0.8747,2.5812,0.0348675,31.7914,34.2864,33.8873
 sfsarp-15-20-2,0.0055,0.784,0.2068,0.506,1.5023,0.366105,52.1866,13.7656,33.6817
 sfsarp-15-20-3,0,0.5502,0.2341,0.4218,1.2061,0,45.6181,19.4097,34.9722
 sfsarp-15-20-4,0,0.9687,0.4742,0.5579,2.0008,0,48.4156,23.7005,27.8838
 sfsarp-15-20-5,0,0.9399,0.7878,0.6334,2.3611,0,39.8077,33.3658,26.8265
 sfsarp-15-30-1,0.0615,0.8781,0.7052,0.8181,2.4629,2.49706,35.6531,28.6329,33.2169
 sfsarp-15-30-2,0,1.1751,0.4818,1.1404,2.7973,0,42.0084,17.2238,40.7679
 sfsarp-15-30-3,0.036,0.6281,0.3831,0.3829,1.4301,2.51731,43.92,26.7883,26.7744
 sfsarp-15-30-4,0,1.381,0.4566,0.6788,2.5164,0,54.88,18.145,26.975
 sfsarp-15-30-5,0,0.9605,0.8313,0.4014,2.1932,0,43.7945,37.9035,18.302
 sfsarp-20-10-1,0.2287,0.8767,0.5096,0.8908,2.5058,9.12683,34.9868,20.3368,35.5495
 sfsarp-20-10-2,0.2822,0.416,0.2061,0.5735,1.4778,19.096,28.15,13.9464,38.8077
 sfsarp-20-10-3,0.3397,0.8282,0.3718,0.462,2.0017,16.9706,41.3748,18.5742,23.0804
 sfsarp-20-10-4,0.1232,0.822,0.3294,0.6464,1.921,6.41333,42.7902,17.1473,33.6491
 sfsarp-20-10-5,0.5569,0.6068,0.1052,0.6405,1.9094,29.1662,31.7796,5.50958,33.5446
 sfsarp-5-15-1,0,0.2245,0.0592,0.0853,0.369,0,60.8401,16.0434,23.1165
 sfsarp-5-15-2,0,0.368,0.0114,0.1484,0.5278,0,69.7234,2.15991,28.1167
 sfsarp-5-15-3,0,0.7861,0.3682,0.0764,1.2307,0,63.8742,29.9179,6.20785
 sfsarp-5-15-4,0,0.1678,0.0685,0.1011,0.3374,0,49.7333,20.3023,29.9644
 sfsarp-5-15-5,0,0.1422,0.1114,0.0905,0.3441,0,41.3252,32.3743,26.3005
 sfsarp-5-20-1,0,0.3159,0.2013,0.1095,0.6267,0,50.4069,32.1206,17.4725
 sfsarp-5-20-2,0,0.6246,0.4485,0.1498,1.2229,0,51.0753,36.6751,12.2496
 sfsarp-5-20-3,0,0.6066,0.1996,0.1986,1.0048,0,60.3702,19.8646,19.7651
 sfsarp-5-20-4,0,0.4173,0.0801,0.3175,0.8149,0,51.2087,9.82943,38.9618
 sfsarp-5-20-5,0,0.2605,0.1072,0.126,0.4937,0,52.7648,21.7136,25.5216
 sfsarp-5-30-1,0,0.318,0.1099,0.2323,0.6602,0,48.1672,16.6465,35.1863
 sfsarp-5-30-2,0,0.4339,0.2511,0.1533,0.8383,0,51.7595,29.9535,18.287
 sfsarp-5-30-3,0,0.1953,0.1794,0.3516,0.7263,0,26.8897,24.7005,48.4097
 sfsarp-5-30-4,0,0.5697,0.3972,0.9253,1.8922,0,30.1078,20.9914,48.9008
 sfsarp-5-30-5,0,0.5526,0.3372,0.2369,1.1267,0,49.0459,29.9281,21.026
