 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,47.094,40.184,7.668,69.622,164.568,28.6167,24.4179,4.65947,42.3059
 ghsarp-10-5-1,51.194,34.124,12.004,64.888,162.21,31.5603,21.0369,7.40028,40.0025
 ghsarp-10-5-2,9.014,49.092,40.912,45.458,144.476,6.2391,33.9793,28.3175,31.464
 ghsarp-10-5-3,24.714,18.562,10.064,49.242,102.582,24.0919,18.0948,9.81069,48.0026
 ghsarp-10-5-4,20.888,25.262,10.03,66.662,122.842,17.004,20.5646,8.16496,54.2665
 ghsarp-10-5-5,31.168,38.944,18.096,53.376,141.584,22.0138,27.5059,12.7811,37.6992
 ghsarp-10-5-6,22.672,28.804,26.644,52.12,130.24,17.4079,22.1161,20.4576,40.0184
 ghsarp-10-5-7,26.358,50.484,27.776,28.374,132.992,19.8192,37.9602,20.8855,21.3351
 ghsarp-10-5-8,23.014,28.88,32.414,50.908,135.216,17.0202,21.3584,23.972,37.6494
 ghsarp-10-5-9,20.864,52.672,25.666,53.328,152.53,13.6786,34.5322,16.8269,34.9623
 ghsarp-5-10-0,3.926,42.814,34,25.466,106.206,3.69659,40.3122,32.0133,23.9779
 ghsarp-5-10-1,7.826,33.602,23.776,21.334,86.538,9.04343,38.8292,27.4746,24.6528
 ghsarp-5-10-2,16.902,23.116,12.6,23.882,76.5,22.0941,30.217,16.4706,31.2183
 ghsarp-5-10-3,13.208,24.286,3.276,24.49,65.26,20.239,37.2142,5.01992,37.5268
 ghsarp-5-10-4,10.67,15.89,2.692,39.578,68.83,15.502,23.0859,3.91109,57.5011
 ghsarp-5-10-5,6.848,24.352,15.274,20.212,66.686,10.269,36.5174,22.9044,30.3092
 ghsarp-5-10-6,6.686,32.468,22.22,22.504,83.878,7.9711,38.7086,26.4909,26.8294
 ghsarp-5-10-7,14.266,24.38,10.092,27.326,76.064,18.7553,32.052,13.2678,35.925
 ghsarp-5-10-8,10.252,27.508,18.562,15.208,71.53,14.3324,38.4566,25.95,21.261
 ghsarp-5-10-9,11.728,24.268,13.568,29.414,78.978,14.8497,30.7275,17.1795,37.2433
 ghsarp-5-5-0,7.552,25.066,13.812,22.022,68.452,11.0325,36.6184,20.1776,32.1714
 ghsarp-5-5-1,3.07,22.006,15.13,20.148,60.354,5.08666,36.4615,25.0688,33.383
 ghsarp-5-5-2,7.402,28.014,19.618,33.49,88.524,8.36157,31.6457,22.1612,37.8315
 ghsarp-5-5-3,8.38,19.674,11.076,37.244,76.374,10.9723,25.7601,14.5023,48.7653
 ghsarp-5-5-4,15.714,13.668,16.59,39.904,85.876,18.2985,15.916,19.3186,46.467
 ghsarp-5-5-5,11.69,13.572,5.652,20.946,51.86,22.5415,26.1705,10.8986,40.3895
 ghsarp-5-5-6,17.2,27.632,15.254,22.126,82.212,20.9215,33.6107,18.5545,26.9133
 ghsarp-5-5-7,6.462,29.454,7.642,39.804,83.362,7.75173,35.3326,9.16725,47.7484
 ghsarp-5-5-8,18.824,26.806,27.102,37.422,110.154,17.0888,24.335,24.6037,33.9724
 ghsarp-5-5-9,12.402,35.896,14.874,27.372,90.544,13.6972,39.6448,16.4274,30.2306
 ghsarp-5-6-0,7.544,29.034,20.896,17.232,74.706,10.0983,38.8643,27.971,23.0664
 ghsarp-5-6-1,7.896,45.578,12.25,20.94,86.664,9.11105,52.5916,14.1351,24.1623
 ghsarp-5-6-2,16.784,8.096,4.092,35.742,64.714,25.9357,12.5104,6.32321,55.2307
 ghsarp-5-6-3,19.996,23.88,8.24,20.308,72.424,27.6096,32.9725,11.3774,28.0404
 ghsarp-5-6-4,27.038,9.772,8.88,31.524,77.214,35.017,12.6557,11.5005,40.8268
 ghsarp-5-6-5,17.086,16.608,14.778,43.638,92.11,18.5496,18.0306,16.0439,47.376
 ghsarp-5-6-6,19.986,39.032,7.014,26.78,92.812,21.5339,42.0549,7.55721,28.854
 ghsarp-5-6-7,10.434,33.386,17.72,31.15,92.69,11.2569,36.019,19.1175,33.6066
 ghsarp-5-6-8,8.954,22.812,15.176,25.914,72.856,12.29,31.3111,20.8301,35.5688
 ghsarp-5-6-9,14.542,24.726,10.444,21.752,71.464,20.3487,34.5992,14.6144,30.4377
 ghsarp-5-7-0,6.398,19.28,12.97,29.052,67.7,9.45052,28.4786,19.1581,42.9129
 ghsarp-5-7-1,8.1,16.396,12.274,41.64,78.41,10.3303,20.9106,15.6536,53.1055
 ghsarp-5-7-2,13.094,21.432,10.196,31.658,76.38,17.1432,28.0597,13.349,41.448
 ghsarp-5-7-3,7.644,40.04,16.61,26.036,90.33,8.4623,44.3264,18.3881,28.8232
 ghsarp-5-7-4,11.194,20.172,5.076,27.494,63.936,17.5081,31.5503,7.93919,43.0024
 ghsarp-5-7-5,10.392,20.066,12.024,18.946,61.428,16.9174,32.6659,19.5741,30.8426
 ghsarp-5-7-6,12.108,24.218,9.076,24.418,69.82,17.3417,34.6863,12.9991,34.9728
 ghsarp-5-7-7,7.916,35.862,15.732,10.756,70.266,11.2658,51.0375,22.3892,15.3075
 ghsarp-5-7-8,8.612,39.616,8.898,39.082,96.208,8.95144,41.1774,9.24871,40.6224
 ghsarp-5-7-9,12.114,25.866,10.688,27.716,76.384,15.8593,33.8631,13.9925,36.2851
 ghsarp-5-8-0,13.386,26.472,7.866,23.038,70.762,18.9169,37.4099,11.1161,32.557
 ghsarp-5-8-1,12.646,17.138,14.108,30.098,73.99,17.0915,23.1626,19.0674,40.6785
 ghsarp-5-8-2,5.884,39.66,20.322,39.762,105.628,5.57049,37.5469,19.2392,37.6434
 ghsarp-5-8-3,2.59,48.372,21.948,25.544,98.454,2.63067,49.1316,22.2926,25.9451
 ghsarp-5-8-4,6.858,24.018,28.122,34.864,93.862,7.30647,25.5886,29.961,37.1439
 ghsarp-5-8-5,9.046,20.388,9.516,28.304,67.254,13.4505,30.3149,14.1493,42.0852
 ghsarp-5-8-6,0,40.228,25.786,9.9,75.914,0,52.9915,33.9674,13.0411
 ghsarp-5-8-7,3.604,35.482,24.802,17.51,81.398,4.42763,43.5908,30.47,21.5116
 ghsarp-5-8-8,15.612,16.184,13.192,32.55,77.538,20.1346,20.8723,17.0136,41.9794
 ghsarp-5-8-9,7.352,26.074,12.882,41.56,87.868,8.3671,29.6741,14.6606,47.2982
 ghsarp-5-9-0,9.022,25.33,11.6,33.898,79.85,11.2987,31.722,14.5272,42.4521
 ghsarp-5-9-1,7.786,18.912,12.368,20.968,60.034,12.9693,31.5021,20.6017,34.9269
 ghsarp-5-9-2,11.384,16.854,12.708,19.704,60.65,18.77,27.789,20.953,32.488
 ghsarp-5-9-3,2.556,39.442,22.246,41.444,105.688,2.41844,37.3193,21.0487,39.2135
 ghsarp-5-9-4,11.632,38.76,9.82,37.904,98.116,11.8554,39.5043,10.0086,38.6318
 ghsarp-5-9-5,13.812,61.876,17.216,21.744,114.648,12.0473,53.9704,15.0164,18.9659
 ghsarp-5-9-6,4.816,30.428,18.9,26.066,80.21,6.00424,37.9354,23.5631,32.4972
 ghsarp-5-9-7,7.948,25.41,13.398,34.756,81.512,9.75071,31.1733,16.4368,42.6391
 ghsarp-5-9-8,10.202,24.088,10.9,33.864,79.054,12.9051,30.4703,13.788,42.8365
 ghsarp-5-9-9,13.8,51.69,19.168,19.268,103.926,13.2787,49.7373,18.4439,18.5401
 ghsarp-6-5-0,18.848,27.176,18.198,29.7,93.922,20.0677,28.9346,19.3757,31.622
 ghsarp-6-5-1,7.392,33.888,18.832,30.388,90.5,8.16796,37.4453,20.8088,33.5779
 ghsarp-6-5-2,18.796,14.652,9.162,41.68,84.29,22.2992,17.3828,10.8696,49.4483
 ghsarp-6-5-3,15.91,42.374,17.864,11.25,87.398,18.2041,48.4839,20.4398,12.8721
