 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,0.980488,1.89431,0.555285,1.8748,5.30488,18.4828,35.7088,10.4674,35.341
 sarp-10-5-A-2,1.41098,0.921138,0.144309,2.65366,5.13008,27.504,17.9556,2.813,51.7274
 sarp-10-5-B-1,1.95041,1.53902,0,2.51057,6,32.5068,25.6504,0,41.8428
 sarp-10-5-B-2,1.77642,1.4565,0.28374,2.88577,6.40244,27.746,22.7492,4.43175,45.073
 sarp-10-5-C-1,3.06626,2.5065,1.06707,2.07724,8.71707,35.1753,28.754,12.2412,23.8295
 sarp-10-5-C-2,3.48821,2.88943,1.45244,1.98699,9.81707,35.5321,29.4327,14.795,20.2402
 sarp-5-10-A-1,0.70935,1.34919,0,1.49106,3.54959,19.984,38.0096,0,42.0064
 sarp-5-10-A-2,0.789837,2.19715,0,2.4065,5.3935,14.6443,40.7371,0,44.6186
 sarp-5-10-B-1,0.45,2.13333,0.344715,1.61016,4.53821,9.9158,47.0082,7.59584,35.4801
 sarp-5-10-B-2,0.417886,5.34024,0.454878,1.17236,7.38537,5.6583,72.3085,6.15918,15.8741
 sarp-5-10-C-1,0.698374,5.52439,0.918293,1.5752,8.71626,8.01231,63.3803,10.5354,18.072
 sarp-5-10-C-2,0.795935,5.38862,1.55,1.55081,9.28537,8.57193,58.0334,16.6929,16.7017
 sarp-5-5-A-1,0.84065,0.55,0.171138,1.64146,3.20325,26.2437,17.1701,5.34264,51.2437
 sarp-5-5-A-2,0.437805,1.7935,0.313008,1.41179,3.9561,11.0666,45.335,7.91204,35.6864
 sarp-5-5-B-1,1.30691,2,0,1.73211,5.03902,25.9358,39.6902,0,34.374
 sarp-5-5-B-2,1.05325,1.09472,0,1.77154,3.91951,26.872,27.9299,0,45.1981
 sarp-5-5-C-1,0.619919,3.57561,1.55772,0.964634,6.71789,9.22788,53.2252,23.1877,14.3592
 sarp-5-5-C-2,0.393089,2.27724,1.10407,0.659756,4.43415,8.86505,51.3568,24.8992,14.879
 sarp-5-6-A-1,0.831301,1.73699,0,2.01545,4.58374,18.1359,37.8946,0,43.9695
 sarp-5-6-A-2,0.581707,1.97927,0.315447,1.20488,4.0813,14.253,48.496,7.72908,29.5219
 sarp-5-6-B-1,0.413008,3.7878,0.632927,1.4752,6.30894,6.54639,60.0387,10.0322,23.3827
 sarp-5-6-B-2,0.931301,2.54187,0,2.3374,5.81057,16.0277,43.7456,0,40.2267
 sarp-5-6-C-1,0,3.94268,2.19228,0.278862,6.41382,0,61.4717,34.1805,4.34783
 sarp-5-6-C-2,0.656504,4.43008,1.56992,0.771951,7.42846,8.83769,59.6366,21.1339,10.3918
 sarp-5-7-A-1,0.867886,2.38862,0,2.08902,5.34553,16.2357,44.6844,0,39.0798
 sarp-5-7-A-2,0.987398,0.940244,0,2.14959,4.07724,24.2173,23.0608,0,52.7218
 sarp-5-7-B-1,0.493496,3.53943,0.615854,0.982114,5.63089,8.76408,62.8573,10.937,17.4415
 sarp-5-7-B-2,0.171138,4.00122,0.952846,0.81626,5.94146,2.88041,67.344,16.0372,13.7384
 sarp-5-7-C-1,1.48699,3.13171,0.468699,1.97358,7.06098,21.0593,44.3523,6.63788,27.9505
 sarp-5-7-C-2,0.405285,5.20407,1.76504,0.513415,7.8878,5.13812,65.9761,22.3768,6.50897
 sarp-5-8-A-1,0.821138,1.86463,0.112602,1.99024,4.78862,17.1477,38.9389,2.35144,41.562
 sarp-5-8-A-2,0.295935,3.31789,0.442683,1.66545,5.72195,5.17192,57.9852,7.73657,29.1063
 sarp-5-8-B-1,0.513008,5.0378,0.586585,0.882114,7.01951,7.30832,71.7686,8.3565,12.5666
 sarp-5-8-B-2,0.40813,2.86179,0.69878,1.40935,5.37805,7.58881,53.2124,12.9932,26.2056
 sarp-5-8-C-1,0.698374,5.64309,1.08171,0.654878,8.07805,8.64533,69.8571,13.3907,8.10688
 sarp-5-8-C-2,0.788618,3.06626,1.04756,1.26829,6.17073,12.78,49.6904,16.9763,20.5534
 sarp-5-9-A-1,0.503659,2.75569,0.300813,1.04065,4.60081,10.9472,59.8957,6.53826,22.6188
 sarp-5-9-A-2,0.777642,3.78374,0,2.20122,6.7626,11.4992,55.9509,0,32.5499
 sarp-5-9-B-1,0.405691,3.85528,0.506098,1.16789,5.93496,6.83562,64.9589,8.5274,19.6781
 sarp-5-9-B-2,0.997154,0,0,1.30935,2.3065,43.2323,0,0,56.7677
 sarp-5-9-C-1,0,5.9378,1.95325,0.420325,8.31138,0,71.4418,23.5009,5.05722
 sarp-5-9-C-2,0.254065,5.76667,1.76016,1.02561,8.8065,2.88497,65.4819,19.9871,11.646
 sarp-6-5-A-1,0.968293,1.16829,0,2.62846,4.76504,20.3208,24.518,0,55.1612
 sarp-6-5-A-2,0.960569,1.86423,0.132114,1.81301,4.76992,20.1381,39.083,2.76973,38.0092
 sarp-6-5-B-1,1.16789,2.15691,0.276016,2.07886,5.67967,20.5626,37.976,4.85972,36.6018
 sarp-6-5-B-2,1.4,0,0,1.8561,3.2561,42.9963,0,0,57.0037
 sarp-6-5-C-1,0.700813,2.73618,1.96748,1.23374,6.63821,10.5573,41.2186,29.6387,18.5854
 sarp-6-5-C-2,1.5065,3.41382,0.471545,2.18537,7.57724,19.882,45.0536,6.22318,28.8412
 sarp-6-6-A-1,0.662195,2.58049,0.530488,1.90732,5.68049,11.6574,45.4272,9.33877,33.5766
 sarp-6-6-A-2,0.755285,1.69797,0.303252,1.25569,4.0122,18.8247,42.3202,7.55826,31.2969
 sarp-6-6-B-1,0.627642,3.50528,1.00894,1.53862,6.68049,9.39516,52.4705,15.1028,23.0315
 sarp-6-6-B-2,0.99187,2.3748,0.388618,2.07886,5.83415,17.0011,40.7051,6.66109,35.6327
 sarp-6-6-C-1,1.36951,3.72967,1.11585,1.50447,7.71951,17.7409,48.3149,14.455,19.4892
 sarp-6-6-C-2,0.576423,2.32642,1.73333,1.38496,6.02114,9.57332,38.6376,28.7875,23.0016
 sarp-6-7-A-1,1.01951,1.30488,0,2.70163,5.02602,20.2847,25.9625,0,53.7528
 sarp-6-7-A-2,0.936179,3.02642,0.134553,2.26463,6.36179,14.7157,47.5719,2.11502,35.5974
 sarp-6-7-B-1,1.01423,2.23252,0.136992,1.45203,4.83577,20.9734,46.1668,2.83289,30.0269
 sarp-6-7-B-2,0.584146,3.50528,0.547561,2.19797,6.83496,8.54645,51.2846,8.01118,32.1577
 sarp-6-7-C-1,1.07683,3.91707,1.16707,1.54634,7.70732,13.9715,50.8228,15.1424,20.0633
 sarp-6-7-C-2,1.76504,3.39512,0.527642,1.49024,7.17805,24.5894,47.2987,7.35078,20.7611
 sarp-6-8-A-1,1.07073,1.15854,0,2.71138,4.94065,21.6719,23.4491,0,54.8791
 sarp-6-8-A-2,1.03171,2.52114,0,2.02764,5.58049,18.4878,45.1777,0,36.3345
 sarp-6-8-B-1,1.15325,3.24919,0.110163,2.47927,6.99187,16.4942,46.4709,1.57558,35.4593
 sarp-6-8-B-2,0.735772,3.27683,0.452033,1.77114,6.23577,11.7992,52.5489,7.24902,28.4029
 sarp-6-8-C-1,1.67927,3.80772,1.12561,1.69065,8.30325,20.2242,45.8582,13.5563,20.3613
