
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,1.937,1.83473,1.044,1.50732,6.32305,30.634,29.0166,16.511,23.8385
 ghsarp-10-5-1,1.672,2.06902,1.511,0.997561,6.24959,26.7538,33.1066,24.1776,15.962
 ghsarp-10-5-2,1.927,1.33229,0.938,1.59024,5.78754,33.2957,23.02,16.2072,27.477
 ghsarp-10-5-3,1.736,0.84678,0.757,1.16829,4.50807,38.5087,18.7836,16.7921,25.9156
 ghsarp-10-5-4,1.278,1.77132,1.118,1.21707,5.38439,23.7353,32.8973,20.7637,22.6037
 ghsarp-10-5-5,1.513,1.90317,1.335,1.15366,5.90483,25.6231,32.2307,22.6086,19.5375
 ghsarp-10-5-6,1.877,1.14937,0.966,1.36098,5.35334,35.0622,21.4701,18.0448,25.4229
 ghsarp-10-5-7,1.725,1.35912,1.242,1.22195,5.54807,31.0919,24.4972,22.3862,22.0248
 ghsarp-10-5-8,1.482,1.62756,1.513,1.21707,5.83963,25.3783,27.8709,25.9092,20.8416
 ghsarp-10-5-9,1.355,1.9861,1.425,1.57805,6.34415,21.3583,31.306,22.4617,24.8741
 ghsarp-5-10-0,0.38,2.2762,1.37,0.402439,4.42863,8.58052,51.3972,30.935,9.0872
 ghsarp-5-10-1,0,2.14951,1.591,0.34878,4.08929,0,52.5644,38.9065,8.52912
 ghsarp-5-10-2,0.758,0.919805,0.785,0.919512,3.38232,22.4107,27.1945,23.2089,27.1859
 ghsarp-5-10-3,0,1.81049,1.225,0.67561,3.7111,0,48.7858,33.0091,18.2051
 ghsarp-5-10-4,0.551,1.04434,0.596,0.895122,3.08646,17.8521,33.8362,19.3101,29.0015
 ghsarp-5-10-5,0,1.74707,1.361,0.590244,3.69832,0,47.2397,36.8005,15.9598
 ghsarp-5-10-6,0.857,1.20532,0.67,1.1439,3.87622,22.1092,31.0952,17.2849,29.5108
 ghsarp-5-10-7,0.319,1.4762,1.098,0.563415,3.45661,9.2287,42.7064,31.7652,16.2996
 ghsarp-5-10-8,0,1.94707,1.524,0.487805,3.95888,0,49.1824,38.4958,12.3218
 ghsarp-5-10-9,0.319,1.32741,1.121,0.673171,3.44059,9.27168,38.5811,32.5817,19.5656
