 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,1.73197,1.4801,0.437024,2.53143,6.18052,28.023,23.9478,7.071,40.9582
 ghsarp-10-5-1,1.74863,1.49896,0.626114,2.41597,6.28967,27.8017,23.8321,9.95463,38.4116
 ghsarp-10-5-2,0.469854,2.11403,1.58119,1.69207,5.85714,8.0219,36.0933,26.9959,28.8889
 ghsarp-10-5-3,1.18611,0.952732,0.495463,2.03436,4.66867,25.4058,20.4069,10.6125,43.5747
 ghsarp-10-5-4,1.0928,1.11615,0.494634,2.45924,5.16281,21.1667,21.619,9.58071,47.6336
 ghsarp-10-5-5,1.17686,1.69985,0.858033,2.05185,5.7866,20.3377,29.3757,14.8279,35.4587
 ghsarp-10-5-6,0.969642,1.45254,1.06652,2.02122,5.50992,17.5981,26.3622,19.3564,36.6833
 ghsarp-10-5-7,0.976211,2.06465,1.17746,1.35872,5.57704,17.5041,37.0205,21.1127,24.3627
 ghsarp-10-5-8,0.89465,1.53772,1.29059,1.90833,5.63128,15.8871,27.3068,22.9181,33.8879
 ghsarp-10-5-9,0.842211,2.11802,1.126,1.96735,6.05358,13.9126,34.9878,18.6006,32.499
 ghsarp-5-10-0,0.179089,1.62758,1.1626,0.954455,3.92372,4.56427,41.4804,29.6301,24.3252
 ghsarp-5-10-1,0.357545,1.31956,0.829902,0.937008,3.44402,10.3816,38.3146,24.0969,27.2068
 ghsarp-5-10-2,0.578911,0.980472,0.557317,0.915821,3.03252,19.0901,32.3319,18.378,30.2
 ghsarp-5-10-3,0.572146,0.925675,0.246569,1.01398,2.75837,20.7422,33.5587,8.93893,36.7602
 ghsarp-5-10-4,0.510244,0.720894,0.232325,1.38198,2.84545,17.9319,25.335,8.1648,48.5682
 ghsarp-5-10-5,0.250358,1.17728,0.70587,0.826309,2.95982,8.45854,39.7755,23.8484,27.9175
 ghsarp-5-10-6,0.32974,1.20857,0.791951,0.882211,3.21247,10.2644,37.6212,24.6524,27.4621
 ghsarp-5-10-7,0.514618,1.09463,0.496146,1.08315,3.18855,16.1395,34.3301,15.5602,33.9701
 ghsarp-5-10-8,0.416715,1.17093,0.702732,0.787593,3.07797,13.5387,38.0422,22.831,25.5881
 ghsarp-5-10-9,0.452715,1.0919,0.580927,1.13408,3.25963,13.8886,33.4978,17.8219,34.7918
 ghsarp-5-5-0,0.350862,1.02803,0.586878,0.870455,2.83623,12.3707,36.2465,20.6922,30.6906
 ghsarp-5-5-1,0.158211,1.12007,0.702358,0.824748,2.80538,5.63957,39.9256,25.0361,29.3988
 ghsarp-5-5-2,0.347203,1.09993,0.728488,1.15016,3.32579,10.4397,33.0729,21.9042,34.5832
 ghsarp-5-5-3,0.45439,0.813187,0.436813,1.32506,3.02945,14.9991,26.8428,14.4189,43.7392
 ghsarp-5-5-4,0.633268,0.666699,0.571301,1.38993,3.2612,19.4182,20.4433,17.5181,42.6203
 ghsarp-5-5-5,0.535122,0.664358,0.30452,0.927545,2.43154,22.0075,27.3225,12.5237,38.1463
 ghsarp-5-5-6,0.669512,1.00728,0.538715,0.956325,3.17184,21.108,31.7571,16.9843,30.1505
 ghsarp-5-5-7,0.324276,1.21839,0.43639,1.3875,3.36655,9.6323,36.191,12.9625,41.2141
 ghsarp-5-5-8,0.625789,1.07047,0.911024,1.24607,3.85335,16.2401,27.7803,23.6424,32.3372
 ghsarp-5-5-9,0.552488,1.20885,0.529447,1.08428,3.37506,16.3697,35.817,15.6871,32.1262
