 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-20-10-A-1,2.70813,0,0,4.88374,7.59187,35.6714,0,0,64.3286
 sarp-20-10-A-2,2.42927,3.44756,0.269106,5.92967,12.0756,20.1171,28.5498,2.22851,49.1046
 sarp-20-10-B-1,2.32276,3.54634,0.992683,5.08943,11.9512,19.4354,29.6735,8.30612,42.585
 sarp-20-10-B-2,2.80935,3.28211,0.571951,5.7122,12.3756,22.7007,26.5208,4.6216,46.1569
 sarp-20-10-C-1,5.06789,5.43171,3.44756,3.41138,17.3585,29.1954,31.2913,19.8609,19.6525
 sarp-20-10-C-2,5.12724,6.23374,2.7126,4.05569,18.1293,28.2815,34.3849,14.9626,22.371
 sarp-20-15-A-1,1.93577,4.95041,0.482114,5.46504,12.8333,15.0839,38.5746,3.75673,42.5847
 sarp-20-15-A-2,2.1748,4.17927,0.465041,4.98008,11.7992,18.4318,35.42,3.94129,42.207
 sarp-20-15-B-1,2.20854,5.36667,0.743496,3.81626,12.135,18.1998,44.2248,6.12689,31.4485
 sarp-20-15-B-2,2.04472,5.61911,0.95122,3.75488,12.3699,16.5297,45.4256,7.68978,30.3549
 sarp-20-15-C-1,3.46626,8.38333,5.0126,2.42236,19.2846,17.9743,43.4718,25.9928,12.5611
 sarp-20-15-C-2,1.95325,10.426,5.48902,1.95041,19.8187,9.8556,52.607,27.6962,9.84124
 sarp-20-20-A-1,2.09919,3.93902,0.49187,4.37317,10.9033,19.2529,36.1271,4.51122,40.1089
 sarp-20-20-A-2,1.23089,7.28943,1.15285,2.8187,12.4919,9.85356,58.3534,9.22877,22.5643
 sarp-20-20-B-1,2.32073,6.54797,0.736179,4.06748,13.6724,16.9739,47.892,5.38443,29.7497
 sarp-20-20-B-2,1.31341,7.54228,1.47276,3.10163,13.4301,9.77965,56.1596,10.9662,23.0946
 sarp-20-20-C-1,2.71545,11.8996,5.02195,2.94187,22.5789,12.0265,52.7024,22.2418,13.0293
 sarp-20-20-C-2,1.06911,13.776,6.6122,1.74837,23.2057,4.60708,59.3648,28.4939,7.53425
 sarp-20-30-A-1,2.28537,5.33374,0.237398,6.24512,14.1016,16.2064,37.8236,1.68348,44.2865
 sarp-20-30-A-2,1.77927,8.27033,0.667886,4.75163,15.4691,11.5021,53.4635,4.31755,30.7169
 sarp-20-30-B-1,1.01504,11.1691,1.70528,3.17642,17.0659,5.94779,65.4471,9.99238,18.6127
 sarp-20-30-B-2,2.81545,0,0,4.93252,7.74797,36.3379,0,0,63.6621
 sarp-20-30-C-1,0,17.3114,8.12033,0.782114,26.2138,0,66.0391,30.9773,2.98359
 sarp-20-30-C-2,1.59675,15.0508,6.78455,2.21585,25.648,6.22563,58.6823,26.4526,8.63949
