 1A
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sfsarp-10-10-1,10,10,10,32.9837,27.8812,0.692852,2,0.01,60.172,Optimal,27.7467,27.7467,0
 sfsarp-10-10-2,10,10,10,32.7392,27.5614,0.484426,2,0.01,59.8162,Optimal,27.492,27.4934,0.00487613
 sfsarp-10-10-3,10,10,10,32.8255,27.5684,0.706284,3,0.01,59.6876,Optimal,27.3542,27.3542,-1.29878e-14
 sfsarp-10-10-4,10,10,10,32.9401,27.7381,0.728916,3,0.01,59.9494,Optimal,27.5762,27.5762,0
 sfsarp-10-10-5,10,10,10,33.1199,27.5163,0.892538,3,0.01,59.7436,Optimal,27.4565,27.4565,0
 sfsarp-10-15-1,10,15,15,32.9489,41.5205,1.05197,3,0.01,73.4174,Optimal,41.2733,41.2759,0.00628315
 sfsarp-10-15-2,10,15,15,32.7617,41.5518,0.76498,3,0.01,73.5485,Optimal,41.2408,41.2408,0
 sfsarp-10-15-3,10,15,15,32.6852,41.4101,0.696716,3,0.02,73.3986,Optimal,41.2532,41.2541,0.00211858
 sfsarp-10-15-4,10,15,15,32.6423,41.2623,0.691058,4,0.01,73.2135,Optimal,40.9952,40.9952,0
 sfsarp-10-15-5,10,15,15,32.5417,41.27,0.77096,2,0.01,73.0408,Optimal,40.9628,40.9665,0.00905684
 sfsarp-10-20-1,10,20,20,32.7915,55.1044,0.869262,2,0.02,87.0267,Optimal,54.8428,54.8428,0
 sfsarp-10-20-2,10,20,20,32.7253,55.0395,0.70058,2,0.02,87.0642,Optimal,54.9607,54.9608,0.000251088
 sfsarp-10-20-3,10,20,20,32.5638,55.0653,0.512118,2,0.01,87.1169,Optimal,54.7829,54.7834,0.000952188
 sfsarp-10-20-4,10,20,20,32.8959,55.0462,0.72312,2,0.01,87.219,Optimal,54.7269,54.7269,0
 sfsarp-10-20-5,10,20,20,32.5908,55.2855,1.10313,3,0.01,86.7731,Optimal,55.1546,55.1548,0.000421211
 sfsarp-10-30-1,10,30,30,32.8747,82.4963,0.774088,3,0.03,114.597,Optimal,82.1606,82.1606,0
 sfsarp-10-30-2,10,30,30,32.6036,82.7002,0.898196,3,0.03,114.406,Optimal,82.3173,82.3173,0
 sfsarp-10-30-3,10,30,30,32.6212,82.8474,1.33202,2,0.01,114.137,Optimal,82.0549,82.0618,0.00848484
 sfsarp-10-30-4,10,30,30,32.5512,83.1368,1.28749,3,0.02,114.401,Optimal,82.3038,82.3105,0.00808356
 sfsarp-10-30-5,10,30,30,33.1278,82.7988,1.68424,2,0.04,114.242,Optimal,82.4794,82.4811,0.00200773
 sfsarp-15-10-1,15,10,10,49.4368,27.5634,0.919908,3,0.02,76.0803,Optimal,27.5199,27.5199,0
 sfsarp-15-10-2,15,10,10,49.1561,27.6226,0.642344,4,0.02,76.1364,Optimal,27.4708,27.4708,0
 sfsarp-15-10-3,15,10,10,48.9392,27.519,0.534382,3,0.01,75.9238,Optimal,27.3975,27.3975,0
 sfsarp-15-10-4,15,10,10,49.1789,27.5124,0.801274,3,0.02,75.89,Optimal,27.394,27.394,0
 sfsarp-15-10-5,15,10,10,49.4482,27.6774,1.00068,3,0.02,76.1249,Optimal,27.6119,27.6134,0.0054675
 sfsarp-15-15-1,15,15,15,48.9289,41.2615,0.73508,3,0.02,89.4553,Optimal,41.0422,41.0422,0
 sfsarp-15-15-2,15,15,15,48.7752,41.2879,0.539994,3,0.02,89.5231,Optimal,40.962,40.962,0
 sfsarp-15-15-3,15,15,15,49.0142,41.6662,0.965954,3,0.01,89.7144,Optimal,41.4728,41.4733,0.00125932
 sfsarp-15-15-4,15,15,15,49.6395,41.4095,1.14209,5,0.03,89.9069,Optimal,41.3047,41.3075,0.00690993
 sfsarp-15-15-5,15,15,15,48.9913,41.2696,0.64906,3,0.01,89.6118,Optimal,41.1545,41.157,0.00592721
 sfsarp-15-20-1,15,20,20,49.5125,55.3722,1.3921,3,0.02,103.493,Optimal,55.2891,55.2918,0.00487094
 sfsarp-15-20-2,15,20,20,48.8187,55.2332,0.87791,2,0.03,103.174,Optimal,54.6526,54.6527,0.000168336
 sfsarp-15-20-3,15,20,20,48.8411,54.9991,0.576334,4,0.02,103.264,Optimal,54.141,54.1458,0.00885547
 sfsarp-15-20-4,15,20,20,49.0884,55.1212,0.858452,3,0.03,103.351,Optimal,54.9252,54.9252,-1.29366e-14
 sfsarp-15-20-5,15,20,20,49.4114,54.9779,1.20322,3,0.03,103.186,Optimal,54.8704,54.8704,0
 sfsarp-15-30-1,15,30,30,49.3897,83.3525,1.52315,2,0.03,131.219,Optimal,82.6567,82.6644,0.00926363
 sfsarp-15-30-2,15,30,30,49.0963,83.4117,1.70674,4,0.03,130.801,Optimal,82.9736,82.9736,0
 sfsarp-15-30-3,15,30,30,49.0317,82.7225,1.043,3,0.03,130.711,Optimal,82.4116,82.4195,0.00967297
 sfsarp-15-30-4,15,30,30,49.0703,83.1313,1.08841,3,0.04,131.113,Optimal,82.7203,82.7216,0.0015622
 sfsarp-15-30-5,15,30,30,49.4562,82.6431,1.06577,3,0.04,131.034,Optimal,82.3827,82.3828,5.58369e-05
 sfsarp-20-10-1,20,10,10,65.5604,27.8355,1.19641,3,0.02,92.1995,Optimal,27.5796,27.5796,0
 sfsarp-20-10-2,20,10,10,65.3029,27.5251,0.65803,5,0.02,92.17,Optimal,27.4408,27.4434,0.00960127
 sfsarp-20-10-3,20,10,10,65.5328,27.523,1.18284,4,0.02,91.873,Optimal,27.4646,27.4646,0
