 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,0.250771,1.01967,0.589265,0.680874,2.54058,9.87062,40.1353,23.1941,26.8
 sfsarp-10-5-2,0.167518,1.1085,0.669354,0.599504,2.54488,6.58254,43.5582,26.302,23.5573
 sfsarp-10-5-3,0.251188,1.00945,0.589687,0.672896,2.52322,9.95506,40.0063,23.3704,26.6682
 sfsarp-10-5-4,0.25091,1.00846,0.591094,0.671945,2.52241,9.94721,39.9801,23.4337,26.639
 sfsarp-10-5-5,0.339199,0.925676,0.505859,0.760517,2.53125,13.4005,36.5699,19.9845,30.0451
 sfsarp-5-10-1,0.167062,0.506585,0.25069,0.41862,1.34296,12.4398,37.7216,18.667,31.1715
 sfsarp-5-10-2,0.172325,0.504554,0.25302,0.420696,1.35059,12.7592,37.3579,18.7339,31.1489
 sfsarp-5-10-3,0.166954,0.503163,0.250185,0.418501,1.3388,12.4704,37.5831,18.6872,31.2593
 sfsarp-5-10-4,0.16885,0.503529,0.250824,0.420828,1.34403,12.5629,37.4641,18.6621,31.3109
 sfsarp-5-10-5,0.167428,0.506959,0.256363,0.419457,1.35021,12.4002,37.5467,18.987,31.0661
 sfsarp-5-5-1,0.169415,0.508678,0.254505,0.431635,1.36423,12.4184,37.2867,18.6555,31.6394
 sfsarp-5-5-2,0.0838163,0.591043,0.335097,0.335387,1.34534,6.2301,43.9325,24.9079,24.9295
 sfsarp-5-5-3,0.167467,0.505637,0.25128,0.420491,1.34487,12.4522,37.5973,18.6843,31.2662
 sfsarp-5-5-4,0.166945,0.504222,0.25089,0.422218,1.34427,12.4189,37.5088,18.6636,31.4086
 sfsarp-5-5-5,0.166725,0.514134,0.255688,0.435428,1.37197,12.1522,37.474,18.6365,31.7373
 sfsarp-5-6-1,0.167523,0.506983,0.250778,0.41935,1.34463,12.4586,37.7042,18.6503,31.1869
 sfsarp-5-6-2,0.0833967,0.586914,0.335243,0.336707,1.34226,6.21316,43.7258,24.976,25.085
 sfsarp-5-6-3,0.169067,0.503122,0.251868,0.42343,1.34749,12.5468,37.3378,18.6917,31.4237
 sfsarp-5-6-4,0.16685,0.510295,0.25818,0.421457,1.35678,12.2974,37.6107,19.0289,31.063
 sfsarp-5-6-5,0.16953,0.41972,0.250356,0.338943,1.17855,14.3846,35.6133,21.2427,28.7593
 sfsarp-5-7-1,0.172174,0.502427,0.25038,0.424601,1.34958,12.7576,37.2283,18.5524,31.4617
 sfsarp-5-7-2,0.0841626,0.596265,0.335236,0.341392,1.35706,6.20186,43.9382,24.7032,25.1568
 sfsarp-5-7-3,0.171293,0.506454,0.254815,0.422735,1.3553,12.6388,37.3685,18.8014,31.1913
 sfsarp-5-7-4,0.167293,0.505176,0.255217,0.422525,1.35021,12.3902,37.4146,18.902,31.2933
 sfsarp-5-7-5,0.168081,0.5052,0.254732,0.422369,1.35038,12.4469,37.4116,18.8637,31.2777
 sfsarp-5-8-1,0.0833943,0.588002,0.334816,0.337704,1.34392,6.20532,43.7528,24.9135,25.1284
 sfsarp-5-8-2,0.0833333,0.591677,0.338628,0.335585,1.34922,6.17639,43.8532,25.098,24.8724
 sfsarp-5-8-3,0.168113,0.505244,0.25108,0.42125,1.34569,12.4927,37.5454,18.6582,31.3037
 sfsarp-5-8-4,0.168225,0.50961,0.2534,0.425737,1.35697,12.3971,37.5549,18.6739,31.3741
 sfsarp-5-8-5,0.167498,0.502356,0.251139,0.419579,1.34057,12.4945,37.4733,18.7337,31.2985
 sfsarp-5-9-1,0.172686,0.506683,0.255551,0.425603,1.36052,12.6926,37.2418,18.7833,31.2823
 sfsarp-5-9-2,0.167484,0.504246,0.253012,0.424398,1.34914,12.4141,37.3754,18.7536,31.4569
 sfsarp-5-9-3,0.167667,0.50619,0.254761,0.420847,1.34947,12.4247,37.5104,18.8787,31.1862
 sfsarp-5-9-4,0.167191,0.503607,0.252878,0.420608,1.34428,12.4372,37.4629,18.8113,31.2886
 sfsarp-5-9-5,0.17462,0.502468,0.251112,0.422993,1.35119,12.9234,37.187,18.5845,31.3052
 sfsarp-6-5-1,0.166815,0.669428,0.334016,0.50668,1.67694,9.94761,39.9196,19.9182,30.2146
 sfsarp-6-5-2,0.251429,0.502561,0.250154,0.503466,1.50761,16.6773,33.335,16.5927,33.395
 sfsarp-6-5-3,0.0834846,0.668996,0.419335,0.336019,1.50783,5.53672,44.368,27.8104,22.2849
 sfsarp-6-5-4,0.166896,0.589097,0.33797,0.423274,1.51724,11,38.827,22.2754,27.8977
