0	1	1	554	594	590	630	24	3	16	2	1	0	-1	-1
1	1	1	530	570	540	580	14	1	39	2	0	1	-1	-1
2	1	1	797	837	830	870	5	32	50	2	0	1	-1	-1
3	2	1	755	795	0	1440	3	4	3	1	1	0	-1	-1
4	2	1	595	635	0	1440	1	21	12	1	1	0	-1	-1
5	2	1	960	1000	0	1440	1	7	20	2	1	0	-1	-1
6	2	1	645	685	0	1440	32	19	34	2	0	1	-1	-1
7	2	1	720	760	0	1440	32	1	37	2	0	1	-1	-1
8	2	1	605	645	0	1440	1	14	39	2	0	1	-1	-1
9	2	1	930	970	0	1440	32	5	50	2	0	1	-1	-1
10	2	1	1130	1170	0	1440	1	16	62	1	1	1	-1	-1
11	2	1	555	595	0	1440	1	1	75	2	1	0	-1	-1
12	2	1	795	835	0	1440	1	18	84	1	1	1	-1	-1
13	1	1	369	409	400	440	19	14	86	2	0	0	-1	-1
14	1	1	384	424	400	440	13	14	87	2	0	0	-1	-1
15	2	1	735	775	0	1440	14	13	87	2	0	0	-1	-1
16	1	1	479	519	490	530	13	15	88	1	0	1	-1	-1
17	2	1	730	770	0	1440	15	15	90	1	0	1	-1	-1
18	1	2	760	800	770	810	1	14	93	2	0	0	-1	-1
19	1	1	755	795	765	805	1	14	95	2	0	0	-1	-1
20	1	1	748	788	770	810	2	14	96	2	1	0	-1	-1
21	2	2	735	775	0	1440	14	1	97	2	0	0	-1	-1
22	1	1	425	465	425	465	14	14	102	2	0	0	-1	-1
23	2	2	750	790	0	1440	14	10	103	2	0	0	-1	-1
24	2	1	1130	1170	0	1440	14	16	110	2	0	0	-1	-1
25	1	2	371	411	380	420	3	14	111	2	0	0	-1	-1
26	1	1	744	784	760	800	13	14	113	2	0	0	-1	-1
27	1	1	352	392	380	420	6	14	114	2	0	0	-1	-1
28	1	1	760	800	770	810	1	14	115	2	1	0	-1	-1
29	1	1	742	782	770	810	6	14	117	2	1	0	-1	-1
30	2	1	1130	1170	0	1440	14	6	117	2	1	0	-1	-1
31	2	1	1130	1170	0	1440	14	6	118	2	1	0	-1	-1
32	1	1	411	451	430	470	0	35	120	2	0	1	-1	-1
33	1	1	687	727	705	745	0	14	122	2	0	0	-1	-1
34	1	1	735	775	765	805	2	35	123	2	0	1	-1	-1
