10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,92.68,6.74,7.52,179.5,286.44,32.3558,2.35302,2.62533,62.6658
grubhub-13-1.tsp ,124.42,27.08,2.12,191.7,345.32,36.0303,7.842,0.613923,55.5137
grubhub-13-2.tsp ,110.88,16.98,10.48,168.06,306.4,36.188,5.54178,3.42037,54.8499
grubhub-13-3.tsp ,111.66,7.62,8.34,162.84,290.46,38.4425,2.62342,2.87131,56.0628
grubhub-13-4.tsp ,105.92,20.88,12.8,127.12,266.72,39.7121,7.82843,4.79904,47.6605
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,83.56,6.74,7.52,148,245.82,33.9924,2.74184,3.05915,60.2067
grubhub-13-1.tsp ,111.52,41.98,7.8,182.04,343.34,32.4809,12.2269,2.2718,53.0203
grubhub-13-2.tsp ,86.46,31.82,24.42,159.9,302.6,28.5724,10.5155,8.07006,52.842
grubhub-13-3.tsp ,111.66,0,0,153.66,265.32,42.085,0,0,57.915
grubhub-13-4.tsp ,90.1,42.74,19.66,115.86,268.36,33.5743,15.9264,7.32598,43.1733
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,46.18,58.8,28.66,135.02,268.66,17.189,21.8864,10.6678,50.2568
grubhub-13-1.tsp ,61.3,66.5,33.1,146.4,307.3,19.9479,21.6401,10.7712,47.6407
grubhub-13-2.tsp ,62.18,61.06,30.58,101.1,254.92,24.392,23.9526,11.9959,39.6595
grubhub-13-3.tsp ,63.62,44.02,29.18,134.44,271.26,23.4535,16.228,10.7572,49.5613
grubhub-13-4.tsp ,61.6,68.16,34.7,91.42,255.88,24.0738,26.6375,13.561,35.7277
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,46.18,48,23.02,107.62,224.82,20.5409,21.3504,10.2393,47.8694
grubhub-13-1.tsp ,36.78,70.8,44.32,109.38,261.28,14.0769,27.0974,16.9626,41.8631
grubhub-13-2.tsp ,41.4,85.62,39.14,86.52,252.68,16.3844,33.8848,15.4899,34.2409
grubhub-13-3.tsp ,37.88,52.8,43.46,116.88,251.02,15.0904,21.0342,17.3134,46.562
grubhub-13-4.tsp ,28.76,82.16,57.06,83.24,251.22,11.4481,32.7044,22.7132,33.1343
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,92.68,6.74,7.52,179.5,286.44,32.3558,2.35302,2.62533,62.6658
grubhub-13-1.tsp ,108.58,47.76,17.96,168.56,342.86,31.6689,13.9299,5.23829,49.1629
grubhub-13-2.tsp ,102.32,25.88,19.04,157.28,304.52,33.6004,8.49862,6.25246,51.6485
grubhub-13-3.tsp ,111.66,7.62,8.34,162.84,290.46,38.4425,2.62342,2.87131,56.0628
grubhub-13-4.tsp ,105.92,20.88,12.8,127.12,266.72,39.7121,7.82843,4.79904,47.6605
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,60.92,32.1,30.16,139.3,262.48,23.2094,12.2295,11.4904,53.0707
grubhub-13-1.tsp ,111.52,41.98,7.8,182.04,343.34,32.4809,12.2269,2.2718,53.0203
grubhub-13-2.tsp ,86.46,31.82,24.42,159.9,302.6,28.5724,10.5155,8.07006,52.842
grubhub-13-3.tsp ,111.66,0,0,153.66,265.32,42.085,0,0,57.915
grubhub-13-4.tsp ,90.1,42.74,19.66,115.86,268.36,33.5743,15.9264,7.32598,43.1733
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,21.7,73.66,53.14,112,260.5,8.33013,28.2764,20.3992,42.9942
grubhub-13-1.tsp ,61.3,61.14,33.1,132.24,287.78,21.301,21.2454,11.5018,45.9518
grubhub-13-2.tsp ,54.4,67.38,38.36,94.7,254.84,21.3467,26.4401,15.0526,37.1606
grubhub-13-3.tsp ,63.62,44.02,29.18,134.44,271.26,23.4535,16.228,10.7572,49.5613
grubhub-13-4.tsp ,61.6,68.16,34.7,91.42,255.88,24.0738,26.6375,13.561,35.7277
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,21.7,62.86,47.5,84.6,216.66,10.0157,29.0132,21.9238,39.0474
grubhub-13-1.tsp ,36.78,70.8,44.32,109.38,261.28,14.0769,27.0974,16.9626,41.8631
grubhub-13-2.tsp ,33.62,91.94,46.92,80.12,252.6,13.3096,36.3975,18.5748,31.7181
grubhub-13-3.tsp ,37.88,52.8,43.46,116.88,251.02,15.0904,21.0342,17.3134,46.562
grubhub-13-4.tsp ,28.76,82.16,57.06,83.24,251.22,11.4481,32.7044,22.7132,33.1343
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,92.68,6.74,7.52,179.5,286.44,32.3558,2.35302,2.62533,62.6658
grubhub-13-1.tsp ,124.42,27.08,2.12,191.7,345.32,36.0303,7.842,0.613923,55.5137
grubhub-13-2.tsp ,110.88,16.98,10.48,168.06,306.4,36.188,5.54178,3.42037,54.8499
