Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-16-8-A-11,16,8,2,74.925,12.12,69.552,3,0.03,17.493,Optimal,17.493,17.493,0,57.432,3.22927,0.420718,132.4,0.690662
sarp-16-8-A-12,16,8,3,74.013,22.164,69.69,3,0.06,26.487,Optimal,26.487,26.487,0,47.526,3.28537,0.420631,134.7,0.707458
sarp-16-8-B-11,16,8,4,82.392,37.935,77.878,3,0.08,42.449,Optimal,42.449,42.449,-1.67387e-14,39.943,2.59024,0.295356,106.2,0.476447
sarp-16-8-B-12,16,8,4,83.076,33.619,89.102,3,0.4,27.593,Optimal,27.593,27.593,0,55.483,3.60488,0.38373,147.8,0.594769
sarp-16-8-C-11,16,8,8,163.902,112.39,122.728,4,0.11,153.564,Optimal,153.564,153.564,0,10.338,3.49268,0.228244,143.2,0.30902
sarp-16-8-C-12,16,8,6,160.311,110.479,147.246,3,0.05,123.544,Optimal,123.544,123.544,-1.15027e-14,36.767,4.13171,0.256382,169.4,0.331897
sarp-20-10-A-11,20,10,4,92.958,26.066,101.66,3,0.35,17.364,Optimal,17.364,17.364,-2.04602e-14,75.594,4.36829,0.412293,179.1,0.662352
sarp-20-10-A-12,20,10,5,89.025,37.189,102.35,3,0.07,23.864,Optimal,23.864,23.864,0,65.161,4.26341,0.401071,174.8,0.659623
sarp-20-10-B-11,20,10,5,104.073,49.224,104.558,3,0.12,48.739,Optimal,48.739,48.739,0,55.334,4.5,0.395047,184.5,0.62289
sarp-20-10-B-12,20,10,7,102.933,56.281,107.088,3,0.15,52.126,Optimal,52.126,52.126,0,50.807,3.72195,0.315159,152.6,0.509176
sarp-20-10-C-11,20,10,7,195.216,83.339,117.024,4,0.22,161.531,Optimal,161.531,161.531,0,33.685,4.19024,0.257301,171.8,0.355546
sarp-20-10-C-12,20,10,8,192.879,130.982,113.114,5,0.98,210.747,Optimal,210.747,210.747,0,-17.868,3.22439,0.199718,132.2,0.280918
sarp-30-15-A-11,30,15,11,125.415,55.455,115.276,5,0.4,65.594,Optimal,65.594,65.594,0,59.821,4.68537,0.331055,192.1,0.64012
sarp-30-15-A-12,30,15,8,127.467,42.919,101.384,5,0.81,69.002,Optimal,69.002,69.002,0,58.465,4.38049,0.336855,179.6,0.656673
sarp-30-15-B-11,30,15,8,147.759,54.622,121.072,5,0.97,81.309,Optimal,81.309,81.309,0,66.45,5.25122,0.352047,215.3,0.611822
sarp-30-15-B-12,30,15,12,145.251,86.249,135.378,5,0.95,96.122,Optimal,96.122,96.122,0,49.129,4.56585,0.28125,187.2,0.494453
sarp-30-15-C-11,30,15,13,331.413,171.906,195.178,6,36.49,308.141,Optimal,308.141,308.168,0.00874112,23.272,5.97805,0.217088,245.1,0.293463
sarp-30-15-C-12,30,15,12,316.422,184.106,211.738,5,85.42,288.79,Optimal,288.79,288.813,0.00801462,27.632,6.90244,0.250022,283,0.334951
sarp-40-20-A-11,40,20,13,165.681,64.587,141.404,6,0.77,88.864,Optimal,88.864,88.864,-6.39668e-14,76.817,6.03659,0.337715,247.5,0.667656
sarp-40-20-A-12,40,20,11,162.261,63.34,144.026,6,139.16,81.575,Optimal,81.575,81.5781,0.00376632,80.686,5.56341,0.31729,228.1,0.615821
sarp-40-20-B-11,40,20,13,187.17,80.274,147.292,6,9.84,120.152,Optimal,120.152,120.152,0,67.018,5.7878,0.302923,237.3,0.56339
sarp-40-20-B-12,40,20,12,177.195,76.04,141.68,6,1.98,111.555,Optimal,111.555,111.555,-1.27389e-14,65.64,5.66341,0.310913,232.2,0.593103
sarp-40-20-C-11,40,20,20,396.873,294.089,271.308,6,7185.72,419.654,Feasible,419.654,450.668,6.88181,-22.781,6.1,0.170287,250.1,0.236233
sarp-40-20-C-12,40,20,18,417.792,252.836,246.744,8,7180.17,423.884,Feasible,423.884,458.804,7.61117,-6.092,6.38537,0.182016,261.8,0.251248
sarp-50-25-A-11,50,25,17,196.428,92.645,176.916,8,2.27,112.157,Optimal,112.157,112.157,0,84.271,6.05366,0.274912,248.2,0.557753
sarp-50-25-A-12,50,25,21,203.667,102.941,175.306,8,56.75,131.302,Optimal,131.302,131.302,-2.16461e-14,72.365,6.20244,0.270714,254.3,0.559886
sarp-50-25-B-11,50,25,21,225.84,116.221,170.154,8,21.46,171.907,Optimal,171.907,171.907,-1.65332e-14,53.933,5.46829,0.231835,224.2,0.465242
sarp-50-25-B-12,50,25,22,218.829,115.641,171.212,8,462.74,163.258,Optimal,163.258,163.272,0.00875696,55.571,6.04146,0.256977,247.7,0.524899
sarp-50-25-C-11,50,25,25,544.299,330.033,301.806,9,7196.28,572.526,Feasible,572.526,612.76,6.56595,-28.227,8.59512,0.191595,352.4,0.265601
sarp-50-25-C-12,50,25,23,556.554,328.869,280.83,10,7183.55,604.593,Feasible,604.593,660.033,8.39953,-48.039,7.57561,0.172409,310.6,0.238428
