Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-16-8-11,16,8,7,64.7174,26.8907,32.3592,4,0.32,59.249,Optimal,59.249,59.249,-1.19925e-14,5.46846,1.42968,0.23437,58.617,0.630711
sfsarp-16-8-21,16,8,8,89.7712,30.7122,49.4376,3,0.31,71.0458,Optimal,71.0458,71.0458,-2.00024e-14,18.7254,1.97373,0.239404,80.923,0.465024
sfsarp-16-8-31,16,8,8,96.3804,28.057,34.2562,3,0.36,90.1812,Optimal,90.1812,90.1812,0,6.19918,0.853585,0.110536,34.997,0.229322
sfsarp-16-8-41,16,8,8,75.9111,27.9541,33.4425,3,0.45,70.4227,Optimal,70.4227,70.4227,0,5.48836,1.43137,0.210396,58.686,0.510619
sfsarp-16-8-51,16,8,7,66.8686,28.5864,25.7517,3,0.14,69.7033,Optimal,69.7033,69.7033,0,-2.83467,0.970683,0.166161,39.798,0.48329
sfsarp-20-10-11,20,10,10,112.412,38.1161,59.0313,4,0.26,91.4963,Optimal,91.4963,91.4963,0,20.9152,2.76571,0.272021,113.394,0.535236
sfsarp-20-10-21,20,10,9,81.1351,35.3321,34.5014,4,0.14,81.9658,Feasible,81.9658,82.1959,0.279898,-0.83076,1.50305,0.204173,61.625,0.594486
sfsarp-20-10-31,20,10,9,112.785,39.2265,68.0713,3,1.08,83.9407,Optimal,83.9407,83.9407,0,28.8448,3.14268,0.29942,128.85,0.554991
sfsarp-20-10-41,20,10,9,91.9126,49.4919,60.0857,4,2.35,81.3189,Optimal,81.3189,81.3216,0.00328378,10.5937,2.27622,0.247972,93.325,0.523748
sfsarp-20-10-51,20,10,10,104.549,40.5713,66.6765,3,2.26,78.4437,Optimal,78.4437,78.451,0.0093914,26.1053,2.61393,0.255361,107.171,0.499203
sfsarp-30-15-11,30,15,14,167.839,57.65,85.5931,5,4.12,139.896,Optimal,139.896,139.906,0.00723318,27.9431,3.77539,0.253479,154.791,0.499326
sfsarp-30-15-21,30,15,13,125.841,50.062,52.9345,6,189.4,122.969,Optimal,122.969,122.973,0.00326309,2.8725,2.21637,0.197909,90.871,0.549657
sfsarp-30-15-31,30,15,14,165.041,62.2399,66.5809,6,13.47,160.7,Optimal,160.7,160.7,0,4.34093,2.58222,0.187572,105.871,0.40139
sfsarp-30-15-41,30,15,14,173.631,52.1015,82.0755,5,145.12,143.657,Optimal,143.657,143.658,0.000458798,29.974,2.92217,0.195389,119.809,0.38337
sfsarp-30-15-51,30,15,14,115.221,59.6478,40.6681,5,3.62,134.201,Optimal,134.201,134.201,0,-18.9797,1.50268,0.146449,61.61,0.51331
sfsarp-40-20-11,40,20,18,212.123,67.9792,105.747,7,7171.55,174.356,Feasible,174.356,187.03,6.7763,37.7674,4.67771,0.248751,191.786,0.511891
sfsarp-40-20-21,40,20,18,232.725,69.533,107.111,7,6249.84,195.147,Optimal,195.147,195.166,0.0096958,37.578,4.54393,0.229972,186.301,0.450251
sfsarp-40-20-31,40,20,20,187.228,77.9031,89.7681,7,6000.16,175.363,Optimal,175.363,175.38,0.00990407,11.865,3.61651,0.20995,148.277,0.500513
sfsarp-40-20-41,40,20,19,214.383,74.5414,107.627,6,7194.8,181.298,Feasible,181.298,183.036,0.949967,33.0853,4.41629,0.230402,181.068,0.473117
sfsarp-40-20-51,40,20,18,220.769,95.6091,111.284,7,796.01,205.095,Optimal,205.095,205.115,0.00987678,15.6746,4.35846,0.223875,178.697,0.444667
sfsarp-50-25-11,50,25,25,266.317,136.172,147.785,8,7153.31,254.705,Feasible,254.705,265.469,4.05461,11.6123,4.84061,0.195189,198.465,0.393558
sfsarp-50-25-21,50,25,25,221.246,110.313,92.2194,8,643.45,239.34,Optimal,239.34,239.34,0,-18.0935,3.21902,0.161558,131.98,0.433549
sfsarp-50-25-31,50,25,25,293.146,181.424,179.413,9,7187.54,295.157,Feasible,295.157,320.435,7.88867,-2.01065,6.14512,0.222451,251.95,0.406299
sfsarp-50-25-41,50,25,23,215.821,114.353,106.045,9,7189.62,224.129,Feasible,224.129,229.525,2.35089,-8.30829,3.38927,0.168684,138.96,0.427628
sfsarp-50-25-51,50,25,24,343.335,147.888,174.677,9,7164.66,316.546,Feasible,316.546,338.593,6.51147,26.7891,5.92732,0.201923,243.02,0.348235
