
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-20-5-A-1.txt ,3.69193,3.02753,1.47376,3.59652,25.8215,6.46775,44.079,8.37572,6.86843,3.34346,8.15926,58.58,14.6731
sarp-20-5-A-2.txt ,3.63884,3.783,1.52685,4.15339,25.2877,4.38625,42.776,8.50673,8.84375,3.56942,9.70963,59.1165,10.254
sarp-20-5-A-3.txt ,3.69193,3.02753,1.47376,3.59652,22.7207,3.32278,37.8333,9.75842,8.00231,3.89541,9.50623,60.0549,8.78268
sarp-20-5-A-4.txt ,3.69193,3.02753,1.47376,3.59652,21.8919,7.21501,40.8966,9.02747,7.4029,3.60363,8.79417,53.5298,17.6421
sarp-20-5-B-1.txt ,4.57524,2.74207,2.02657,3.23187,24.7411,3.26238,40.5792,11.2748,6.75733,4.9941,7.96434,60.9698,8.03954
sarp-20-5-B-2.txt ,4.65279,2.82484,1.94902,3.30067,29.4138,2.80181,44.943,10.3526,6.28538,4.33665,7.34413,65.447,6.23415
sarp-20-5-B-3.txt ,4.57524,2.74207,2.02657,3.23187,23.8045,3.71984,40.1001,11.4095,6.83807,5.05377,8.0595,59.3627,9.27639
sarp-20-5-B-4.txt ,4.37532,3.59047,2.22649,3.16789,28.2344,2.85467,44.4492,9.84341,8.0777,5.00906,7.127,63.5205,6.42232
sarp-20-5-C-1.txt ,7.25272,3.35804,4.17228,3.00454,19.1361,4.38146,41.3051,17.5589,8.12985,10.1011,7.27401,46.3286,10.6076
sarp-20-5-C-2.txt ,7.50047,3.18457,3.92452,3.09536,18.4341,4.8333,40.9723,18.3062,7.7725,9.57847,7.55476,44.9916,11.7965
sarp-20-5-C-3.txt ,7.97827,2.99763,3.44672,3.54658,21.1838,1.0509,40.2039,19.8445,7.45607,8.5731,8.82149,52.6909,2.61394
sarp-20-5-C-4.txt ,8.3825,2.81956,3.04249,3.42942,16.6507,7.50269,41.8273,20.0407,6.74094,7.27394,8.199,39.8081,17.9373
