
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-15-10-A-1,1.95275,3.29214,1.58193,2.05722,8.88404,21.9805,37.0568,17.8064,23.1563
 sarp-15-10-A-2,1.49627,3.33361,1.75483,2.23345,8.81816,16.9681,37.804,19.9002,25.3278
 sarp-15-10-B-1,2.12654,2.89144,1.81918,2.02237,8.85954,24.0028,32.6365,20.5336,22.8271
 sarp-15-10-B-2,2.04745,3.05694,1.71867,2.5869,9.40996,21.7583,32.4862,18.2644,27.4911
 sarp-15-10-C-1,2.94556,4.43617,4.33402,2.35787,14.0736,20.9297,31.5212,30.7954,16.7538
 sarp-15-10-C-2,3.5404,3.48166,3.67871,2.46296,13.1637,26.8951,26.4489,27.9458,18.7102
 sarp-15-15-A-1,1.77785,2.27694,1.40077,2.10847,7.56403,23.504,30.1022,18.5189,27.8749
 sarp-15-15-A-2,1.11354,3.98905,2.11915,2.77162,9.99336,11.1428,39.917,21.2056,27.7346
 sarp-15-15-B-1,1.16184,3.82896,2.36597,1.59581,8.95259,12.9777,42.7693,26.4278,17.8252
 sarp-15-15-B-2,1.43905,4.00316,2.17884,2.31458,9.93564,14.4838,40.291,21.9295,23.2958
 sarp-15-15-C-1,2.24801,5.29032,5.147,2.38545,15.0708,14.9164,35.1031,34.1522,15.8283
 sarp-15-15-C-2,0.676437,7.45382,6.87421,2.07323,17.0777,3.96094,43.6465,40.2526,12.14
 sarp-15-20-A-1,1.09925,3.76054,2.16863,2.37741,9.40584,11.6869,39.981,23.0562,25.276
 sarp-15-20-A-2,0.67692,4.0364,2.56999,2.56184,9.84516,6.87567,40.9988,26.1041,26.0214
 sarp-15-20-B-1,1.05708,4.40289,2.76734,1.87278,10.1001,10.4661,43.5926,27.3991,18.5422
 sarp-15-20-B-2,0.488234,6.0038,3.21851,2.1857,11.8962,4.1041,50.4681,27.0548,18.373
 sarp-15-20-C-1,1.36815,6.55116,6.66783,2.56217,17.1493,7.97788,38.2007,38.8811,14.9404
 sarp-15-20-C-2,0,9.25646,6.88331,2.17033,18.3101,0,50.5539,37.593,11.8532
 sarp-15-30-A-1,1.03505,3.35168,2.13763,3.79283,10.3172,10.0323,32.4863,20.7191,36.7623
 sarp-15-30-B-1,0.246548,5.02165,3.34414,1.67888,10.2912,2.39571,48.7954,32.4951,16.3138
 sarp-15-30-B-2,0.892482,4.60841,2.54881,1.94287,9.99257,8.93146,46.1184,25.507,19.4431
 sarp-15-30-C-1,0.447139,7.45921,6.80873,1.46256,16.1776,2.76394,46.1081,42.0873,9.04062
 sarp-15-30-C-2,1.50763,5.53643,6.15987,3.04558,16.2495,9.27799,34.0714,37.908,18.7426
 sarp-20-10-A-1,2.48929,3.24272,1.70865,3.10973,10.5504,23.5943,30.7355,16.1952,29.475
 sarp-20-10-A-2,2.81097,3.32467,1.65464,2.41242,10.2027,27.5512,32.5862,16.2177,23.6449
 sarp-20-10-B-1,2.80797,2.83739,2.01865,2.98418,10.6482,26.3704,26.6467,18.9577,28.0252
 sarp-20-10-B-2,2.81179,3.97557,2.25398,3.06626,12.1076,23.2233,32.8353,18.6162,25.3251
 sarp-20-10-C-1,5.75949,4.36651,4.58097,1.72309,16.4301,35.0546,26.5764,27.8817,10.4874
 sarp-20-10-C-2,4.95131,4.51566,3.63281,3.05132,16.1511,30.6562,27.9588,22.4926,18.8923
