
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,3.32553,0.754959,0.593984,3.52829,6.93885e-310,6.95263e-310,8.20276,40.5416,9.20372,7.24126,43.0135,8.45916e-309,8.47596e-309
grubhub-10-1.tsp ,3.2387,0.724715,0.400813,2.74585,23.4746,0.322602,30.9073,10.4787,2.3448,1.29682,8.88415,75.9517,1.04377
grubhub-10-2.tsp ,3.20065,0.753984,0.282764,3.03317,14.8718,2.01813,24.1605,13.2475,3.12073,1.17036,12.5543,61.5542,8.35302
grubhub-10-3.tsp ,2.84211,0.516423,0.367642,2.8922,13.7447,2.98472,23.3478,12.1729,2.21187,1.57463,12.3874,58.8694,12.7837
grubhub-10-4.tsp ,3.77675,0.43935,0.427642,3.43561,16.1884,1.19325,25.461,14.8335,1.72558,1.6796,13.4936,63.5811,4.68659
grubhub-10-5.tsp ,3.35967,0.76813,0.484228,3.73707,20.5707,3.35,32.2698,10.4112,2.38034,1.50056,11.5807,63.7459,10.3812
grubhub-10-6.tsp ,3.21919,0.726179,0.297398,2.45366,22.6026,1.04829,30.3473,10.6078,2.39289,0.979982,8.08526,74.4797,3.45432
grubhub-10-7.tsp ,3.12146,0,0,2.83073,16.5585,0.745041,23.2558,13.4223,0,0,12.1722,71.2018,3.20368
grubhub-10-8.tsp ,4.06195,0,0,3.31073,18.0478,0,25.4205,15.979,0,0,13.0239,70.9971,0
grubhub-10-9.tsp ,3.20585,0,0,2.65122,24.6273,0,30.4844,10.5164,0,0,8.69697,80.7866,0
grubhub-11-0.tsp ,5.23447,0,0,3.79463,18.1429,0,27.172,19.2642,0,0,13.9652,66.7706,0
grubhub-11-1.tsp ,3.74488,0.53935,0.424715,3.26098,22.9709,0,30.9408,12.1034,1.74317,1.37267,10.5394,74.2414,0
grubhub-11-2.tsp ,3.99561,0.779837,0.533496,5.29951,23.0036,1.0265,34.6385,11.5352,2.25136,1.54018,15.2995,66.4104,2.96347
