2	5	6	8
0	  37.7514	-122.3944	0	0	540	1140
1	  37.7946	-122.3958	0	3	739	739
2	  37.7869	-122.3982	0	3	589	589
3	  37.7854	-122.3999	0	3	979	979
4	  37.7844	-122.4312	0	3	701	701
5	  37.8551	-122.2680	0	3	693	693
6	  37.7811	-122.3898	0	3	966	966
7	  37.7836	-122.4315	0	1	540	1020
8	  37.7701	-122.4470	0	1	540	1020
9	  37.7837	-122.3941	0	1	540	1020
10	  37.6165	-122.3882	0	1	540	1020
11	  37.7906	-122.4200	0	1	540	1020
12	  37.7950	-122.3936	0	1	540	1020
13	  37.7856	-122.3972	0	1	540	1020
14	  37.6166	-122.3881	0	1	540	1020
15	  37.7772	-122.4072	0	-3	739	739
16	  37.7982	-122.4040	0	-3	589	589
17	  37.7854	-122.4111	0	-3	979	979
18	  37.6161	-122.3883	0	-3	701	701
19	  37.8551	-122.2675	0	-3	693	693
20	  37.7909	-122.3990	0	-3	966	966
21	  37.7950	-122.4215	0	-1	540	1020
22	  37.7784	-122.4663	0	-1	540	1020
23	  37.7820	-122.3921	0	-1	540	1020
24	  37.6106	-122.3932	0	-1	540	1020
25	  37.7906	-122.4202	0	-1	540	1020
26	  37.8068	-122.4203	0	-1	540	1020
27	  37.7853	-122.4001	0	-1	540	1020
28	  37.6164	-122.3881	0	-1	540	1020
