 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,1.90447,1.2644,0.264719,2.28326,5.71685,33.3132,22.1171,4.6305,39.9392
 ghsarp-10-5-1,2.37503,1.36318,0,1.47713,5.21533,45.5393,26.1379,0,28.3228
 ghsarp-10-5-2,2.0513,0,0,1.77043,3.82174,53.6746,0,0,46.3254
 ghsarp-10-5-3,1.14908,1.56168,0.532704,1.51246,4.75593,24.1611,32.8366,11.2008,31.8015
 ghsarp-10-5-4,1.4156,1.3656,0.172015,1.82092,4.77413,29.6514,28.6042,3.60305,38.1414
 ghsarp-10-5-5,1.84865,2.05698,0.186439,1.80685,5.89892,31.3388,34.8704,3.16056,30.6302
 ghsarp-10-5-6,2.03637,1.1388,0,1.41296,4.58812,44.3834,24.8206,0,30.796
 ghsarp-10-5-7,2.15392,1.99122,0,1.41105,5.55619,38.7662,35.8378,0,25.3961
 ghsarp-10-5-8,1.58663,1.59072,0.598866,1.81577,5.59199,28.3732,28.4465,10.7094,32.471
 ghsarp-10-5-9,1.96839,0,0,1.96231,3.9307,50.0773,0,0,49.9227
 ghsarp-5-10-0,1.34179,0.96067,0,0.641112,2.94357,45.5837,32.6362,0,21.7801
 ghsarp-5-10-1,1.1876,0.786955,0,0.810567,2.78512,42.6408,28.2557,0,29.1035
 ghsarp-5-10-2,0.874972,1.24773,0.261424,0.881468,3.26559,26.7937,38.2083,8.00541,26.9926
 ghsarp-5-10-3,0.70377,1.50978,0.115041,0.701779,3.03037,23.2239,49.8217,3.79626,23.1582
 ghsarp-5-10-4,0.742625,1.32139,0,0.831107,2.89512,25.6509,45.6419,0,28.7071
 ghsarp-5-10-5,0.557972,0.973457,0.398358,0.790723,2.72051,20.5098,35.7822,14.6428,29.0653
 ghsarp-5-10-6,1.12179,0,0,0.938013,2.05981,54.4611,0,0,45.5389
 ghsarp-5-10-7,0.635495,1.1135,0.375408,0.797218,2.92162,21.7514,38.1125,12.8493,27.2868
 ghsarp-5-10-8,1.11955,1.18696,0,0.607454,2.91396,38.4202,40.7335,0,20.8463
 ghsarp-5-10-9,0.819643,1.06072,0.214102,0.729092,2.82356,29.0287,37.5669,7.5827,25.8217
 ghsarp-5-5-0,0.774912,1.32302,0.162958,0.73955,3.00044,25.8266,44.0943,5.43112,24.648
 ghsarp-5-5-1,0.860706,0.961402,0,0.520605,2.34271,36.7397,41.038,0,22.2223
 ghsarp-5-5-2,0.347262,1.10001,0.728577,0.514389,2.69024,12.9082,40.8889,27.0823,19.1206
 ghsarp-5-5-3,0.71201,0.671788,0.179321,0.698458,2.26158,31.4829,29.7044,7.92901,30.8837
 ghsarp-5-5-4,1.2047,1.18085,0,0.832498,3.21805,37.4357,36.6947,0,25.8696
 ghsarp-5-5-5,0.646972,0.775482,0.192781,0.721668,2.3369,27.685,33.1842,8.24943,30.8814
 ghsarp-5-5-6,1.20831,0,0,0.818159,2.02647,59.6263,0,0,40.3737
 ghsarp-5-5-7,0.619797,0.60211,0.141026,0.666046,2.02898,30.5472,29.6755,6.95061,32.8266
 ghsarp-5-5-8,1.53693,0.925687,0,1.06331,3.52594,43.5894,26.2537,0,30.1569
 ghsarp-5-5-9,0.543366,1.23374,0.538753,0.698577,3.01444,18.0255,40.9278,17.8724,23.1744
 ghsarp-5-6-0,0.923804,1.10321,0.186634,0.832094,3.04574,30.331,36.2214,6.12771,27.3199
 ghsarp-5-6-1,0.720112,0.652318,0.188025,0.573937,2.13439,33.7385,30.5623,8.80931,26.8899
 ghsarp-5-6-2,0.608712,0.695735,0.317215,1.20665,2.82831,21.5221,24.599,11.2157,42.6632
 ghsarp-5-6-3,1.10544,0.708232,0,0.880714,2.69439,41.0275,26.2855,0,32.687
