sarp-100-50-A-1,71.377
sarp-100-50-A-2,36.957
sarp-100-50-B-1,43.038
sarp-100-50-B-2,34.175
sarp-100-50-C-1,-276.313
sarp-100-50-C-2,-308.752
sarp-50-25-A-1,67.94
sarp-50-25-A-2,55.672
sarp-50-25-B-1,30.655
sarp-50-25-B-2,34.228
sarp-50-25-C-1,-101.367
sarp-50-25-C-2,-129.388
sarp-60-30-A-1,65.617
sarp-60-30-A-2,62.691
sarp-60-30-B-1,25.214
sarp-60-30-B-2,44.677
sarp-60-30-C-1,-155.817
sarp-60-30-C-2,-125.723
sarp-80-40-A-1,63.713
sarp-80-40-A-2,47.188
sarp-80-40-B-1,34.134
sarp-80-40-B-2,38.814
sarp-80-40-C-1,-254.712
sarp-80-40-C-2,-229.963
