10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,2.08211,0.272033,0.22439,1.1239,6.89955e-310,1.39065e-309,3.70244,56.2363,7.34739,6.06061,30.3557,1.86352e-308,3.75604e-308
grubhub-10-1.tsp ,1.94537,0.535447,0.267805,0.737724,11.8779,0.258699,15.6229,12.452,3.42732,1.71418,4.72206,76.0286,1.65589
grubhub-10-2.tsp ,1.8613,0.356585,0.299837,0.789268,12.3143,2.38698e-15,15.6213,11.9151,2.28269,1.91941,5.05251,78.8302,1.52803e-14
grubhub-10-3.tsp ,1.86325,0.30374,0.206667,0.985203,9.72659,2.77374,15.8592,11.7487,1.91523,1.30314,6.21219,61.3309,17.4898
grubhub-10-4.tsp ,2.1478,0.257561,0.253659,0.897886,8.57837,3.8278,15.9631,13.4548,1.61348,1.58903,5.62476,53.7388,23.9791
grubhub-10-5.tsp ,2.02699,0.329268,0.254309,1.03285,12.3654,3.94129e-15,16.0089,12.6617,2.05679,1.58855,6.45171,77.2413,2.46194e-14
grubhub-10-6.tsp ,1.96195,0.353171,0.210244,0.685041,10.346,1.81724,15.3737,12.7618,2.29725,1.36756,4.45594,67.297,11.8205
grubhub-10-7.tsp ,2.04049,0,0,0.993008,12.5688,-1.63758e-15,15.6023,13.0781,0,0,6.36451,80.5574,-1.04958e-14
grubhub-10-8.tsp ,2.05707,0.44439,0.296911,0.877398,12.7047,0,16.3805,12.5581,2.71292,1.81259,5.35636,77.5601,0
grubhub-10-9.tsp ,1.79707,0.331382,0.271545,0.938211,11.6635,0.485447,15.4872,11.6036,2.13972,1.75335,6.058,75.3108,3.13451
grubhub-11-0.tsp ,2.57951,0.35122,0.276423,1.06065,9.42935,2.95016,16.6473,15.4951,2.10977,1.66046,6.3713,56.6419,17.7215
grubhub-11-1.tsp ,2.19967,0.316911,0.301301,1.05837,10.7803,0.842114,15.4987,14.1926,2.04476,1.94404,6.82879,69.5563,5.43345
grubhub-11-2.tsp ,2.38553,0.346992,0.235285,1.05837,7.78724,4.19602,16.0094,14.9008,2.16742,1.46966,6.61094,48.6416,26.2097
grubhub-11-3.tsp ,2.38081,0.262764,0.200163,1.13675,9.76065,2.04667,15.7878,15.0801,1.66435,1.26783,7.20016,61.824,12.9636
grubhub-11-4.tsp ,2.18618,0.331382,0.300813,0.877724,11.4038,0.428699,15.5286,14.0784,2.13401,1.93715,5.6523,73.4375,2.7607
grubhub-11-5.tsp ,2.43642,0.362927,0.27935,1.14228,12.0378,0.0547154,16.3135,14.935,2.2247,1.71238,7.00203,73.7905,0.3354
grubhub-11-6.tsp ,2.19561,0.334959,0.27252,1.2426,8.1935,3.37707,15.6163,14.0598,2.14494,1.74511,7.9571,52.4677,21.6254
grubhub-11-7.tsp ,2.13106,0.32,0.207642,0.926667,11.1425,0.667724,15.3956,13.842,2.07851,1.34871,6.01903,72.3747,4.3371
grubhub-11-8.tsp ,2.46927,0,0,0.795285,12.1602,-5.16254e-15,15.4247,16.0085,0,0,5.15591,78.8356,-3.34693e-14
grubhub-11-9.tsp ,2.54959,0,0,0.767317,12.606,0,15.9229,16.0121,0,0,4.81894,79.169,0
grubhub-12-0.tsp ,2.50228,0.253821,0.255447,1.18439,12.4714,0,16.6673,15.0131,1.52287,1.53262,7.10606,74.8254,0
grubhub-12-1.tsp ,2.47073,0.409431,0.218862,1.29707,8.32821,3.29748,16.0218,15.4211,2.55546,1.36603,8.09568,51.9805,20.5812
grubhub-12-2.tsp ,2.37203,0.328618,0.221951,0.940325,8.7539,2.5978,15.2146,15.5905,2.15988,1.4588,6.1804,57.5361,17.0744
grubhub-12-3.tsp ,2.34585,0.278049,0.280976,1.38927,9.81789,2.11984,16.2319,14.4521,1.71298,1.73101,8.55889,60.4852,13.0597
grubhub-12-4.tsp ,2.33398,0.424228,0.279187,1.4826,11.0716,0.385285,15.9769,14.6085,2.65525,1.74744,9.27965,69.2977,2.41151
grubhub-12-5.tsp ,2.80732,0,0,1.00943,11.1198,0.109675,15.0462,18.658,0,0,6.70889,73.9042,0.728921
grubhub-12-6.tsp ,2.59382,0.354959,0.242439,1.34195,12.0241,0,16.5572,15.6658,2.14383,1.46425,8.10492,72.6212,0
grubhub-12-7.tsp ,2.55837,0.386504,0.406992,1.04358,10.9365,0.336992,15.6689,16.3277,2.46669,2.59744,6.66016,69.7973,2.1507
grubhub-12-8.tsp ,2.49285,0.273008,0.237561,1.27089,10.4139,1.02268,15.7109,15.867,1.7377,1.51208,8.08926,66.2846,6.50939
grubhub-12-9.tsp ,2.64959,0.375447,0.221789,1.1587,11.3693,0.177805,15.9527,16.6091,2.3535,1.39029,7.26335,71.2692,1.11458
grubhub-13-0.tsp ,2.58683,0.221463,0.227805,1.32959,8.84333,2.54301,15.752,16.4222,1.40594,1.44619,8.44077,56.1409,16.144
grubhub-13-1.tsp ,2.80341,0.430407,0.225366,1.44537,9.51163,1.90382,16.32,17.1778,2.63729,1.38092,8.85641,58.282,11.6656
grubhub-13-2.tsp ,2.72081,0.286504,0.265854,1.38244,10.1304,0.701951,15.488,17.5673,1.84985,1.71652,8.92589,65.4082,4.53224
grubhub-13-3.tsp ,2.74114,0.228618,0.234472,1.48,8.40455,2.73707,15.8259,17.3206,1.44458,1.48157,9.35179,53.1065,17.2949
grubhub-13-4.tsp ,2.69447,0.336423,0.270732,1.19496,9.38854,1.74008,15.6252,17.2444,2.15308,1.73266,7.64764,60.0859,11.1364
grubhub-13-5.tsp ,2.82569,0.363577,0.192195,1.81675,10.7232,0.513089,16.4345,17.1937,2.21228,1.16946,11.0545,65.248,3.12203
grubhub-13-6.tsp ,2.76585,0.500325,0.201463,1.53008,8.42106,2.19699,15.6158,17.7119,3.20397,1.29013,9.79831,53.9266,14.0691
grubhub-13-7.tsp ,2.8052,0.328618,0.261626,0.925366,10.3819,0.360732,15.0634,18.6226,2.18156,1.73683,6.14313,68.9211,2.39475
grubhub-13-8.tsp ,2.79935,0.283252,0.213333,1.66211,11.3856,0.109024,16.4527,17.0145,1.72162,1.29665,10.1024,69.2021,0.662654
