
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-20-A-1,0.842114,1.98514,1.32299,1.88549,6.03574,13.9521,32.8898,21.9193,31.2387
 sarp-10-20-A-2,0.685164,2.49716,1.46916,1.92148,6.57296,10.424,37.9914,22.3515,29.2331
 sarp-10-20-B-1,0.540571,3.45469,1.93452,1.07519,7.00496,7.71697,49.3177,27.6164,15.3489
 sarp-10-20-B-2,0,4.16535,2.40915,1.22314,7.79763,0,53.4181,30.8959,15.686
 sarp-10-20-C-1,0,6.11212,4.86086,1.61825,12.5912,0,48.5426,38.6051,12.8522
 sarp-10-20-C-2,1.09261,4.53371,4.48185,2.24433,12.3525,8.84522,36.7028,36.283,18.169
 sarp-10-30-A-1,0,3.26037,1.97851,1.93121,7.17009,0,45.4718,27.594,26.9342
 sarp-10-30-A-2,0.434079,2.98478,1.70101,1.60432,6.72419,6.45548,44.3887,25.2969,23.8589
 sarp-10-30-B-1,0.221214,2.99969,1.99237,1.60916,6.82243,3.24245,43.9681,29.2032,23.5862
 sarp-10-30-B-2,0,3.66232,2.37288,1.24154,7.27673,0,50.3291,32.6091,17.0618
 sarp-10-30-C-1,0.234179,5.74823,4.48341,1.09592,11.5617,2.02546,49.7177,38.778,9.47884
 sarp-10-30-C-2,0,5.98249,5.05002,1.39519,12.4277,0,48.1384,40.6352,11.2265
 sarp-20-15-A-1,1.95932,3.61629,2.38768,2.99232,10.9556,17.8842,33.0086,21.7941,27.3132
 sarp-20-15-A-2,2.00435,3.95479,2.13593,2.24283,10.3379,19.3884,38.2552,20.6612,21.6953
 sarp-20-15-B-1,1.66564,4.40101,3.14059,2.95371,12.161,13.6967,36.1897,25.8252,24.2885
 sarp-20-15-B-2,1.92407,5.10814,2.86785,2.63403,12.5341,15.3507,40.754,22.8804,21.0149
 sarp-20-15-C-1,3.93522,5.43663,5.39204,4.9363,19.7002,19.9756,27.5968,27.3705,25.0571
 sarp-20-15-C-2,2.52123,8.85645,7.83478,3.01144,22.2239,11.3447,39.851,35.2539,13.5504
 sarp-20-20-A-1,1.8192,3.84771,2.46553,2.69481,10.8272,16.8021,35.5373,22.7715,24.8892
 sarp-20-20-A-2,1.22228,5.43692,2.89921,2.57852,12.1369,10.0708,44.7965,23.8875,21.2453
 sarp-20-20-B-1,0.682101,6.84158,4.01431,3.14867,14.6867,4.64436,46.5837,27.333,21.439
 sarp-20-20-B-2,1.38851,5.67044,3.17655,3.10993,13.3454,10.4044,42.4897,23.8025,23.3033
 sarp-20-20-C-1,1.0415,8.81889,8.28142,2.55465,20.6965,5.03224,42.6106,40.0137,12.3434
 sarp-20-20-C-2,1.86503,8.42925,7.43853,3.08744,20.8202,8.95776,40.4858,35.7274,14.829
