
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-30-20-A-1,3.78553,4.01528,2.54803,5.28656,15.6354,24.2113,25.6807,16.2966,33.8115
 sarp-30-20-A-2,3.44913,4.05965,2.63568,3.65897,13.8034,24.9875,29.4104,19.0944,26.5077
 sarp-30-20-B-1,3.31031,5.893,3.7377,4.67805,17.6191,18.7882,33.4468,21.2139,26.5511
 sarp-30-20-C-2,4.74078,8.74521,8.87157,4.13385,26.4914,17.8955,33.0115,33.4885,15.6045
 sarp-5-15-A-1,0.498018,1.12974,0.650931,0.950232,3.22892,15.4237,34.9882,20.1594,29.4288
 sarp-5-15-A-2,0.228069,1.61661,0.823481,1.74175,4.40991,5.17174,36.6585,18.6734,39.4963
 sarp-5-15-B-1,0,2.04231,1.38513,0.897368,4.32481,0,47.2231,32.0276,20.7493
 sarp-5-15-B-2,0,2.60721,1.3076,0.776404,4.69121,0,55.5764,27.8734,16.5502
 sarp-5-15-C-1,0.69203,2.76168,1.26158,0.631808,5.3471,12.9421,51.6481,23.5938,11.8159
 sarp-5-15-C-2,0.229792,1.9219,1.68239,1.18207,5.01614,4.58106,38.3142,33.5394,23.5653
 sarp-5-20-A-1,0.191222,1.81823,0.920814,0.664677,3.59494,5.3192,50.5774,25.6142,18.4892
 sarp-5-20-A-2,0,1.6623,1.06941,1.437,4.16871,0,39.8756,25.6532,34.4712
 sarp-5-20-B-1,0,2.77302,1.15354,0.762988,4.68955,0,59.1319,24.5981,16.27
 sarp-5-20-B-2,0,2.32747,1.26469,0.931343,4.52351,0,51.4528,27.9583,20.589
 sarp-5-20-C-1,0,2.72585,2.71178,1.27764,6.71527,0,40.5919,40.3823,19.0259
 sarp-5-20-C-2,0,2.64879,2.22242,1.17457,6.04579,0,43.8122,36.7599,19.428
 sarp-5-30-A-1,0,1.94087,0.999934,0.791778,3.73258,0,51.9981,26.7893,21.2126
 sarp-5-30-A-2,0,2.40829,1.02599,1.02145,4.45572,0,54.0493,23.0264,22.9243
 sarp-5-30-B-1,0.468904,1.24996,0.616452,1.20851,3.54382,13.2316,35.2714,17.3951,34.1019
 sarp-5-30-B-2,0,2.16774,1.12228,0.810492,4.10052,0,52.8651,27.3693,19.7656
 sarp-5-30-C-1,0,2.38213,2.4665,1.16503,6.01366,0,39.612,41.0149,19.373
 sarp-5-30-C-2,0,2.75237,2.00228,0.720677,5.47532,0,50.2686,36.5691,13.1623
