
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-30-1,0,2.98799,1.87945,0.771418,5.63886,0,52.9893,33.3304,13.6804
 sfsarp-10-30-2,0.396641,2.39185,1.68583,0.371004,4.84533,8.18605,49.3641,34.7929,7.65694
 sfsarp-10-30-3,0,3.47102,2.4884,0.572103,6.53152,0,53.1426,38.0983,8.75911
 sfsarp-10-30-4,1.2454,2.43889,1.93784,0.584943,6.20707,20.0642,39.2921,31.2199,9.42382
 sfsarp-10-30-5,0,3.5946,2.83424,0.498146,6.92698,0,51.8927,40.9159,7.19139
 sfsarp-15-10-1,1.51366,3.11263,2.76682,1.46613,8.85923,17.0857,35.1342,31.2309,16.5492
 sfsarp-15-10-2,1.17803,2.76727,2.49512,1.15643,7.59685,15.5068,36.4266,32.8441,15.2225
 sfsarp-15-10-3,1.12978,2.41479,2.11619,0.674718,6.33548,17.8326,38.1153,33.4023,10.6498
 sfsarp-15-10-4,1.69634,2.11782,1.86326,0.731299,6.40872,26.4692,33.0459,29.0738,11.411
 sfsarp-15-10-5,1.33656,2.86494,2.36754,0.851345,7.42038,18.012,38.6091,31.9059,11.4731
 sfsarp-15-15-1,0.672191,3.44529,2.26279,1.28682,7.66709,8.76721,44.9361,29.5131,16.7836
 sfsarp-15-15-2,2.50569,2.53501,2.26708,1.05679,8.36457,29.956,30.3065,27.1034,12.6342
 sfsarp-15-15-3,0.843467,3.68157,2.51053,1.12584,8.1614,10.3348,45.1095,30.761,13.7947
 sfsarp-15-15-4,0,3.39994,2.88274,0.541447,6.82413,0,49.8223,42.2434,7.9343
 sfsarp-15-15-5,1.4514,2.89149,2.25375,0.714017,7.31066,19.8532,39.5517,30.8283,9.76679
 sfsarp-15-20-1,0.804868,3.56749,3.63705,0.969712,8.97912,8.96378,39.7309,40.5057,10.7996
 sfsarp-15-20-2,0,4.30693,3.83621,0.54322,8.68636,0,49.5826,44.1636,6.25371
 sfsarp-15-20-3,1.34016,2.70094,2.50545,0.92415,7.47071,17.9389,36.1538,33.537,12.3703
 sfsarp-15-20-4,0.582819,3.86858,2.61544,1.28467,8.35151,6.97861,46.3219,31.3169,15.3825
 sfsarp-15-20-5,0.40772,4.19509,2.64997,1.65813,8.91091,4.57552,47.0781,29.7385,18.6079
 sfsarp-15-30-1,0.240161,4.06177,2.92346,1.2974,8.52279,2.81787,47.6577,34.3016,15.2228
 sfsarp-15-30-2,0.3905,5.11708,3.73666,1.56067,10.8049,3.6141,47.3588,34.583,14.4441
 sfsarp-15-30-3,0,4.10172,3.96964,0.963088,9.03444,0,45.4009,43.9389,10.6602
 sfsarp-15-30-4,0.384685,3.14782,2.99201,0.666482,7.19099,5.34954,43.7744,41.6077,9.26829
 sfsarp-15-30-5,0.632839,4.77567,4.63936,0.996043,11.0439,5.7302,43.2426,42.0083,9.01893
 sfsarp-20-10-1,2.6432,2.21048,1.70581,0.893684,7.45318,35.4641,29.6582,22.8871,11.9906
 sfsarp-20-10-2,2.78799,2.98051,2.01439,1.61531,9.39819,29.6651,31.7136,21.4338,17.1874
 sfsarp-20-10-3,2.29108,2.50671,2.265,1.47273,8.53553,26.8417,29.368,26.5362,17.2541
 sfsarp-20-10-4,2.40396,2.29533,2.10468,1.19904,8.00301,30.0382,28.6808,26.2986,14.9824
 sfsarp-20-10-5,2.26932,2.75362,2.32338,1.28736,8.63369,26.2845,31.8939,26.9107,14.9109
 sfsarp-20-15-1,2.68456,3.56826,3.34586,2.1319,11.7306,22.8851,30.4185,28.5226,18.1738
 sfsarp-20-15-2,0.950229,3.59641,3.13327,1.03058,8.71049,10.909,41.2882,35.9712,11.8315
 sfsarp-20-15-3,1.75982,3.10625,2.92596,0.820717,8.61274,20.4327,36.0657,33.9725,9.52911
 sfsarp-20-15-4,1.27921,3.78742,3.25216,1.49941,9.81819,13.0289,38.5756,33.1238,15.2717
 sfsarp-20-15-5,1.49813,3.52021,2.84887,0.886483,8.7537,17.1143,40.214,32.5448,10.127
 sfsarp-20-20-1,1.55263,4.47427,4.58414,1.2097,11.8207,13.1348,37.851,38.7805,10.2337
 sfsarp-20-20-2,0.942614,3.57505,2.92426,1.10872,8.55064,11.0239,41.8103,34.1993,12.9665
 sfsarp-20-20-3,0.566402,4.80522,4.04372,1.38158,10.7969,5.24596,44.5055,37.4526,12.796
 sfsarp-20-20-4,1.51294,3.89755,3.39573,0.79525,9.60147,15.7574,40.5933,35.3668,8.28258
 sfsarp-20-20-5,1.22407,3.31577,2.82266,1.3391,8.70161,14.0671,38.1053,32.4384,15.3892
 sfsarp-20-30-1,0.342536,4.9344,4.23835,1.6451,11.1604,3.06921,44.2135,37.9767,14.7405
 sfsarp-20-30-2,0,5.42309,4.7954,1.21532,11.4338,0,47.4303,41.9405,10.6291
 sfsarp-20-30-3,1.06201,3.92286,3.28477,0.953886,9.22353,11.5142,42.531,35.613,10.3419
 sfsarp-20-30-4,0,5.60283,4.66972,1.12091,11.3935,0,49.1758,40.986,9.83817
 sfsarp-20-30-5,0.850235,4.61092,4.42013,1.21143,11.0927,7.6648,41.5671,39.8472,10.9209
 sfsarp-30-10-1,4.66991,2.57813,2.30923,2.41602,11.9733,39.0027,21.5324,19.2865,20.1784
 sfsarp-30-10-2,4.4661,2.52839,1.92384,1.96106,10.8794,41.051,23.2402,17.6833,18.0255
 sfsarp-30-10-3,4.47023,3.18355,1.84911,1.72575,11.2286,39.811,28.352,16.4678,15.3692
 sfsarp-30-10-4,4.06878,3.04459,2.56607,2.46301,12.1424,33.5087,25.074,21.133,20.2843
 sfsarp-30-10-5,4.7006,3.30993,1.93107,1.65524,11.5968,40.5335,28.5416,16.6517,14.2732
