
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sarp-10-5-A-1,10,5,3,54.4026,23.3782,59.3767,3,1.41,18.404,Optimal,18.404,18.404,0
 sarp-10-5-A-2,10,5,3,50.4606,20.9859,62.6063,3,1.17,8.84016,Optimal,8.84016,8.84016,0
 sarp-10-5-B-1,10,5,4,53.04,32.6421,55.5089,3,0.86,30.1732,Optimal,30.1732,30.1732,0
 sarp-10-5-B-2,10,5,3,64.9424,30.6423,51.1212,5,1.97,44.4634,Optimal,44.4634,44.4634,0
 sarp-10-5-C-1,10,5,4,128.91,51.4823,70.847,4,2.36,109.546,Optimal,109.546,109.546,0
 sarp-10-5-C-2,10,5,3,97.6089,26.8993,49.6465,4,1.04,74.8617,Optimal,74.8617,74.8617,0
 sarp-5-10-A-1,5,10,3,25.4341,21.8978,36.0571,3,0.49,11.2748,Optimal,11.2748,11.2748,0
 sarp-5-10-A-2,5,10,4,23.3594,28.7853,31.8441,2,0.18,20.3006,Optimal,20.3006,20.3006,0
 sarp-5-10-B-1,5,10,5,27.488,55.4742,51.848,3,0.55,31.1142,Optimal,31.1142,31.1142,0
 sarp-5-10-B-2,5,10,5,25.981,38.696,36.9309,2,0.31,27.746,Optimal,27.746,27.746,0
 sarp-5-10-C-1,5,10,5,49.6575,84.2761,46.9753,3,0.57,86.9583,Optimal,86.9583,86.9583,0
 sarp-5-10-C-2,5,10,5,36.9849,81.5992,63.1482,3,0.37,55.4359,Optimal,55.4359,55.4359,0
 sarp-5-5-A-1,5,5,3,28.9161,21.8283,40.6412,3,0.17,10.1032,Optimal,10.1032,10.1032,0
 sarp-5-5-A-2,5,5,2,27.3932,17.3944,37.3806,3,0.12,7.40694,Optimal,7.40694,7.40694,0
 sarp-5-5-B-1,5,5,3,36.7471,38.7748,33.2412,3,0.13,42.2807,Optimal,42.2807,42.2807,0
 sarp-5-5-B-2,5,5,2,39.9624,21.4869,34.7224,2,0.08,26.727,Optimal,26.727,26.727,0
 sarp-5-5-C-1,5,5,4,58.2933,59.4266,51.9389,2,0.08,65.7811,Optimal,65.7811,65.7811,0
