7	5	8	7
0	  37.7514	-122.3944	0	0	540	1140
1	  37.8067	-122.4122	0	3	946	946
2	  37.7997	-122.4078	0	3	725	725
3	  37.7883	-122.4085	0	3	692	692
4	  37.7862	-122.4021	0	3	560	560
5	  37.7843	-122.4326	0	3	840	840
6	  37.6179	-122.3861	0	3	690	690
7	  37.7844	-122.4312	0	3	701	701
8	  37.8026	-122.4399	0	3	944	944
9	  37.8085	-122.4135	0	1	540	1020
10	  37.7935	-122.3999	0	1	540	1020
11	  37.8032	-122.4010	0	1	540	1020
12	  37.8011	-122.4194	0	1	540	1020
13	  37.7950	-122.3936	0	1	540	1020
14	  37.7935	-122.3999	0	1	540	1020
15	  37.7618	-122.4211	0	1	540	1020
16	  37.8041	-122.4029	0	-3	946	946
17	  37.7924	-122.3939	0	-3	725	725
18	  37.7888	-122.4050	0	-3	692	692
19	  37.7925	-122.4030	0	-3	560	560
20	  37.7836	-122.4344	0	-3	840	840
21	  37.7910	-122.3899	0	-3	690	690
22	  37.6161	-122.3883	0	-3	701	701
23	  37.7988	-122.4359	0	-3	944	944
24	  37.8081	-122.4158	0	-1	540	1020
25	  37.7922	-122.4027	0	-1	540	1020
26	  37.7931	-122.4004	0	-1	540	1020
27	  37.7974	-122.4322	0	-1	540	1020
28	  37.8068	-122.4203	0	-1	540	1020
29	  37.7922	-122.4027	0	-1	540	1020
30	  37.7622	-122.4218	0	-1	540	1020
