
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,2.96228,3.30715,1.78959,3.12439,7.95415,9.35772,28.4953,10.3957,11.606,6.28031,10.9646,27.9139,32.8396
grubhub-15-1.tsp ,2.9452,2.29935,1.52813,2.50927,11.8669,3.28821,24.4371,12.0522,9.40927,6.25333,10.2683,48.5611,13.4558
grubhub-15-2.tsp ,3.52163,1.88098,1.24732,3.48,6.4965,0.405854,17.0323,20.6762,11.0436,7.32326,20.4318,38.1423,2.38285
grubhub-15-3.tsp ,3.97951,1.1265,0.724553,3.81171,13.6998,1.32163,24.6637,16.1351,4.56745,2.93772,15.4547,55.5465,5.35858
grubhub-15-4.tsp ,2.71187,2.05366,1.15707,3.60341,10.4887,1.99951,22.0142,12.3187,9.32878,5.25602,16.3686,47.6451,9.08282

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,2.2226,3.31496,1.69691,2.61805,19.2717,0.459919,29.5841,7.51281,11.2052,5.73588,8.8495,65.142,1.55461
grubhub-15-1.tsp ,1.72764,2.77528,1.7465,1.98098,18.0562,3.86163,30.1482,5.7305,9.20547,5.79306,6.57079,59.8914,12.8088
grubhub-15-2.tsp ,1.74911,3.41528,2.10309,2.57463,8.49195,5.33098,23.665,7.3911,14.4318,8.8869,10.8795,35.8839,22.5268
grubhub-15-3.tsp ,2.28797,2.28374,1.52228,2.87659,11.1707,6.33496,26.4762,8.64161,8.62564,5.74961,10.8648,42.1913,23.927
grubhub-15-4.tsp ,1.60846,2.6374,1.57106,2.95561,10.1974,5.03008,24,6.7019,10.9892,6.54607,12.315,42.4892,20.9587
